GOME2_PK_SIF,GOME2_JJ_SIF,OCO2SIF,GOSIF,ELEVATION,BCCMASS,TA,RF,SW,VPD,Ndepo,LAI,longitude,latitude,Region,randomNum
3639,7094,72,84,101,6605,29873,2809,14397,40,24270956,58,-64.0074458559315,0.838525491562421,1,0.25687037474996
3629,7019,72,84,84,7320,29895,2922,14375,40,24313312,58,-64.0074458559315,0.279508497187474,1,0.88954276539029
3716,7178,74,86,73,7610,29902,3023,14330,38,21867675,58,-64.0074458559315,-0.279508497187474,1,0.248428586660459
3691,7109,73,84,62,7832,29875,2890,14093,35,24207403,57,-64.0074458559315,-0.838525491562421,1,0.372802859035152
3873,7397,78,88,65,8043,29865,2811,14089,34,23695980,59,-64.0074458559315,-1.39754248593737,1,0.308594318833264
3861,7420,77,87,68,8282,29865,2680,14223,34,23402431,59,-64.0074458559315,-1.95655948031232,1,0.425668637851505
3932,7555,78,88,60,9050,29868,2672,14249,35,22798415,59,-64.0074458559315,-2.51557647468726,1,0.127211965497871
3860,7544,77,88,47,9549,29875,2670,14264,35,21277850,59,-64.0074458559315,-3.07459346906221,1,0.777069802785972
3853,7603,78,89,50,10102,29927,2783,14519,40,20437503,58,-64.0074458559315,-3.63361046343716,1,0.20814615240105
3809,7590,76,88,80,10595,29911,2748,14538,41,20325534,58,-64.0074458559315,-4.19262745781211,1,0.790957738890565
3828,7668,75,86,76,10946,29897,2626,14479,41,19670828,58,-64.0074458559315,-4.75164445218705,1,0.85277512349119
3844,7754,75,86,79,11235,29910,2628,14557,43,19560858,58,-64.0074458559315,-5.310661446562,1,0.00508048141677786
3920,7903,76,87,79,11629,29928,2542,14607,45,19354675,58,-64.0074458559315,-5.86967844093695,1,0.823268493422583
3941,8017,76,88,69,11961,29909,2607,14588,48,19620928,58,-64.0074458559315,-6.4286954353119,1,0.283507577508216
3905,8045,74,87,70,12414,29909,2568,14596,50,20624880,57,-64.0074458559315,-6.98771242968684,1,0.109973621319869
3913,8124,73,86,81,13606,29910,2581,14645,51,22984304,57,-64.0074458559315,-7.54672942406179,1,0.418661615694368
3968,8264,73,86,93,14403,29922,2502,14733,55,25333467,57,-64.0074458559315,-8.10574641843674,1,0.160452294524625
4068,8456,75,87,101,15261,29935,2385,14840,57,27695928,58,-64.0074458559315,-8.66476341281169,1,0.0555326099918159
4318,8997,79,91,109,15996,29913,2391,14906,62,28855874,59,-64.0074458559315,-9.22378040718663,1,0.765425944704595
4386,9354,80,94,176,16604,29886,2216,15205,64,33555631,59,-64.0074458559315,-10.3418143959365,1,0.86084566420158
4330,9291,83,97,214,15384,29750,2480,15009,53,34756845,59,-64.0074458559315,-10.9008313903115,1,0.792024963201326
4434,9534,85,97,174,14256,29816,1946,15224,59,37121599,59,-64.0074458559315,-11.4598483846864,1,0.297176154546028
4326,9479,81,93,173,14618,29854,1843,15491,62,39059394,58,-64.0074458559315,-12.0188653790614,1,0.863610597492498
4131,9327,78,89,161,14858,29876,1868,15509,64,39145105,58,-64.0074458559315,-12.5778823734363,1,0.73224781543353
4424,9857,85,97,151,14839,29879,1839,15602,67,38997165,60,-64.0074458559315,-13.1368993678113,1,0.0608833068759009
4673,10346,88,98,149,15171,29854,1729,15427,70,39013637,59,-64.0074458559315,-14.2549333565612,1,0.667348076824264
4746,10548,89,99,156,14986,29791,1928,15239,64,39978524,58,-64.0074458559315,-14.8139503509361,1,0.0725969615692973
4682,10521,86,95,183,14883,29780,1893,15201,68,40551971,57,-64.0074458559315,-15.931984339686,1,0.0970010054091329
4872,10952,91,102,189,14933,29744,1920,14788,71,39846616,59,-64.0074458559315,-16.491001334061,1,0.516246389048541
4860,10944,91,103,225,14066,29709,2089,14235,68,38639193,59,-64.0074458559315,-17.0500183284359,1,0.731860459284831
3812,9034,79,99,1007,12124,29294,1595,14194,44,37947100,55,-64.0074458559315,-17.6090353228108,1,0.28421250705985
3708,8843,83,106,2029,9025,29014,1396,14843,35,37054691,56,-64.0074458559315,-18.1680523171858,1,0.984867632503916
3767,7172,82,102,37,4644,29593,1540,15754,43,11904399,48,-63.4484288615565,10.3418143959365,1,0.579445662342823
3802,7236,80,100,611,5100,29834,970,15296,70,18126654,47,-63.4484288615565,9.78279740156158,1,0.937344563738356
3888,7656,88,104,292,4498,29767,2360,15832,66,15333975,57,-63.4484288615565,6.4286954353119,1,0.238626167807398
3519,7195,75,92,310,4371,29599,3326,15695,47,13244678,54,-63.4484288615565,5.86967844093695,1,0.844893353521729
3798,7524,81,98,391,4623,29738,3166,15671,47,11041516,56,-63.4484288615565,5.310661446562,1,0.451815137054401
3639,7324,75,90,730,4815,29634,2902,15903,42,10950658,54,-63.4484288615565,4.75164445218705,1,0.0624132071338817
3585,7429,74,90,744,4888,29543,3056,15555,39,14187765,52,-63.4484288615565,4.19262745781211,1,0.0757730287890557
4132,8116,85,102,769,4950,29670,2362,15203,43,17502110,57,-63.4484288615565,3.63361046343716,1,0.787425672345873
4308,8380,87,104,683,5261,29627,2415,15307,42,19001161,55,-63.4484288615565,3.07459346906221,1,0.107325966323647
4038,8133,83,101,936,5527,29530,2130,15176,40,20705774,53,-63.4484288615565,2.51557647468726,1,0.989549486910407
4191,8085,85,100,448,6118,29840,2443,15396,52,21852791,58,-63.4484288615565,1.95655948031232,1,0.499310668833073
4144,7868,82,95,552,6573,29864,2295,14912,50,22413397,59,-63.4484288615565,1.39754248593737,1,0.740906303673105
3556,7107,70,82,93,6753,29884,2987,14443,47,23160550,54,-63.4484288615565,0.838525491562421,1,0.35271391510764
3666,7102,73,86,69,7234,29920,2704,14630,49,23459124,58,-63.4484288615565,0.279508497187474,1,0.0731045689554337
3736,7200,74,87,58,7569,29904,2808,14388,42,22810414,58,-63.4484288615565,-0.279508497187474,1,0.82360325459536
3766,7241,75,87,57,7836,29889,2894,14048,37,22260080,58,-63.4484288615565,-0.838525491562421,1,0.241941210309552
3850,7375,77,88,61,8127,29871,2789,14055,34,23462105,59,-63.4484288615565,-1.39754248593737,1,0.056488370813478
3895,7466,78,88,64,8411,29866,2673,14162,34,23287695,59,-63.4484288615565,-1.95655948031232,1,0.0585047725184697
3899,7530,78,87,63,9273,29869,2690,14214,35,22912904,59,-63.4484288615565,-2.51557647468726,1,0.709125413153822
3882,7575,77,88,58,9835,29873,2751,14254,35,21629357,59,-63.4484288615565,-3.07459346906221,1,0.427374369741027
3894,7684,78,91,45,10450,29935,2838,14534,41,20251815,58,-63.4484288615565,-3.63361046343716,1,0.698155018162223
3915,7761,78,91,71,10964,29948,2795,14436,43,17576051,58,-63.4484288615565,-4.19262745781211,1,0.840342581840559
3876,7758,76,87,73,11340,29898,2785,14471,40,19608219,58,-63.4484288615565,-4.75164445218705,1,0.377037167507719
3813,7731,74,87,71,11671,29920,2654,14579,44,19590335,58,-63.4484288615565,-5.310661446562,1,0.532828200977392
3909,7930,75,87,62,12031,29936,2554,14596,45,19568049,58,-63.4484288615565,-5.86967844093695,1,0.746917363285534
3939,8027,75,88,73,12370,29909,2666,14547,48,20042008,58,-63.4484288615565,-6.4286954353119,1,0.399663351936522
3959,8161,75,88,80,12846,29913,2627,14594,50,21193435,58,-63.4484288615565,-6.98771242968684,1,0.765732027714578
3927,8177,73,86,84,14087,29921,2577,14692,52,23865387,57,-63.4484288615565,-7.54672942406179,1,0.467281435507424
4019,8370,74,87,91,14785,29939,2502,14775,56,26474184,58,-63.4484288615565,-8.10574641843674,1,0.882205242670128
4092,8523,76,89,97,15595,29950,2428,14843,59,28521869,58,-63.4484288615565,-8.66476341281169,1,0.275074570346782
4240,8861,79,92,101,16245,29927,2326,14946,66,29730380,59,-63.4484288615565,-9.22378040718663,1,0.713572940563558
4416,9435,81,93,173,15870,29887,2207,15249,69,33782702,59,-63.4484288615565,-10.3418143959365,1,0.133231486374762
4368,9369,83,97,286,15197,29774,2367,15241,58,34791857,59,-63.4484288615565,-10.9008313903115,1,0.343303642004875
4236,9287,81,93,200,14611,29819,2003,15292,61,36768258,58,-63.4484288615565,-11.4598483846864,1,0.521671745224795
4220,9382,79,90,190,14970,29869,1878,15508,65,38324753,58,-63.4484288615565,-12.0188653790614,1,0.330743773865417
4173,9453,79,91,179,15080,29882,1820,15492,66,38231277,58,-63.4484288615565,-12.5778823734363,1,0.694772029470645
4505,10079,87,99,148,15024,29861,1910,15566,64,37730613,60,-63.4484288615565,-13.1368993678113,1,0.859066801206653
4983,10948,96,108,145,14939,29883,1729,15596,73,37308434,61,-63.4484288615565,-13.6959163621862,1,0.913545412500701
4905,10938,97,110,156,14518,29835,1881,15454,64,37468100,61,-63.4484288615565,-14.2549333565612,1,0.870422277076666
4789,10802,94,106,170,14041,29787,1797,15269,62,39078149,60,-63.4484288615565,-14.8139503509361,1,0.770388174185039
4870,10942,94,106,177,13710,29780,1783,15258,65,40598564,60,-63.4484288615565,-15.3729673453111,1,0.747281993089977
4653,10505,84,93,186,13839,29772,1800,15246,68,41010022,58,-63.4484288615565,-15.931984339686,1,0.704192788684036
4033,9467,83,103,556,13528,29545,1312,14794,70,37502522,56,-63.4484288615565,-17.6090353228108,1,0.598567859073897
3872,9160,84,105,1619,12245,29408,1256,15266,66,37056990,56,-63.4484288615565,-18.1680523171858,1,0.679236052970412
4164,7773,90,107,215,4528,29806,1822,15861,43,6249213,50,-62.8894118671816,10.3418143959365,1,0.299694354982279
3929,7405,82,96,167,4609,29876,1466,15291,58,17405532,52,-62.8894118671816,9.78279740156158,1,0.540441412015557
3801,7169,79,91,94,4704,29977,1205,15758,90,18423536,52,-62.8894118671816,9.22378040718663,1,0.926594748125554
4018,7931,97,115,204,4496,29863,1867,16826,73,14589445,52,-62.8894118671816,7.54672942406179,1,0.705451470260401
3926,7813,93,112,315,4441,29874,1887,16536,73,15127254,56,-62.8894118671816,6.98771242968684,1,0.771252550640838
3784,7571,86,103,340,4245,29764,1925,15953,68,14453993,56,-62.8894118671816,6.4286954353119,1,0.576588483921464
3640,7384,79,97,541,4003,29695,2551,15811,54,12747028,56,-62.8894118671816,5.86967844093695,1,0.962877733324216
3817,7556,80,98,479,4211,29727,3155,15564,48,10820868,57,-62.8894118671816,5.310661446562,1,0.03070578659953
3737,7464,75,92,486,4666,29714,2845,15888,44,10869932,56,-62.8894118671816,4.75164445218705,1,0.52852973921134
4076,7946,83,102,732,4943,29636,2150,15707,46,14391691,57,-62.8894118671816,4.19262745781211,1,0.26778263023713
4153,8118,85,103,628,5284,29726,2616,15359,47,17985785,56,-62.8894118671816,3.63361046343716,1,0.19297966006173
4484,8505,90,108,434,5624,29722,2179,15357,48,19556049,58,-62.8894118671816,3.07459346906221,1,0.17387186589043
4501,8500,89,108,639,5920,29733,1989,15167,49,20834245,58,-62.8894118671816,2.51557647468726,1,0.183935530539038
4277,8084,84,99,608,6506,29860,2124,15241,56,21310599,59,-62.8894118671816,1.95655948031232,1,0.295855604324254
4113,7791,81,93,149,6593,29867,2481,14781,47,21546873,59,-62.8894118671816,1.39754248593737,1,0.37756152189421
3759,7236,72,84,479,6930,29888,2151,14437,52,22048767,58,-62.8894118671816,0.838525491562421,1,0.634267311049175
3560,6938,69,82,52,7200,29924,2590,14581,50,22580237,56,-62.8894118671816,0.279508497187474,1,0.380010908866872
3787,7291,76,89,48,7485,29898,2804,14363,43,22845131,58,-62.8894118671816,-0.279508497187474,1,0.463913993851693
3770,7252,75,88,45,7773,29911,2847,14034,39,20322269,58,-62.8894118671816,-0.838525491562421,1,0.755718049969295
3905,7461,78,89,54,8123,29875,2935,14067,34,22016308,59,-62.8894118671816,-1.39754248593737,1,0.255595295594763
3897,7477,78,89,56,8493,29868,2747,14147,34,22603747,59,-62.8894118671816,-1.95655948031232,1,0.681580970115184
3928,7582,79,89,62,9597,29873,2735,14245,36,22998377,59,-62.8894118671816,-2.51557647468726,1,0.0406350346611997
3912,7644,77,89,59,10209,29879,2826,14287,36,20064818,59,-62.8894118671816,-3.07459346906221,1,0.45408561742953
3895,7716,77,91,50,10875,29935,2849,14545,40,19021695,58,-62.8894118671816,-3.63361046343716,1,0.79701349222267
3822,7702,76,89,47,11400,29938,2856,14426,41,19779317,58,-62.8894118671816,-4.19262745781211,1,0.565765968350515
3821,7714,75,87,61,11791,29919,2707,14443,41,19533983,58,-62.8894118671816,-4.75164445218705,1,0.607430386883111
3835,7778,74,88,61,12076,29933,2607,14530,44,19600556,57,-62.8894118671816,-5.310661446562,1,0.751852529092213
3881,7951,74,88,46,12373,29919,2645,14558,44,19746920,58,-62.8894118671816,-5.86967844093695,1,0.674299713068053
3917,8040,74,87,70,12707,29915,2710,14566,48,20284660,57,-62.8894118671816,-6.4286954353119,1,0.731645485344508
3965,8191,75,88,77,13132,29933,2602,14606,51,21427720,58,-62.8894118671816,-6.98771242968684,1,0.361953215562151
3960,8250,74,88,75,14295,29944,2573,14664,52,24170901,58,-62.8894118671816,-7.54672942406179,1,0.895289757236935
4050,8442,76,89,78,15066,29945,2509,14768,55,27473854,58,-62.8894118671816,-8.10574641843674,1,0.971746680386547
4244,8855,79,92,89,15859,29939,2469,14856,61,29661943,59,-62.8894118671816,-8.66476341281169,1,0.011284150927459
4335,9065,80,93,101,17217,29932,2285,15000,69,30563073,59,-62.8894118671816,-9.22378040718663,1,0.545335259539073
4389,9317,81,92,189,16059,29915,2075,15309,74,34089273,58,-62.8894118671816,-10.3418143959365,1,0.708927044464232
4366,9387,82,94,251,15444,29835,1929,15398,69,34886979,58,-62.8894118671816,-10.9008313903115,1,0.928965313833546
4369,9580,83,94,263,15118,29832,2005,15362,66,36427320,59,-62.8894118671816,-11.4598483846864,1,0.0340778483540995
4266,9585,81,93,195,14681,29880,1858,15558,66,37559901,59,-62.8894118671816,-12.0188653790614,1,0.915054034851614
4156,9462,78,90,155,14926,29885,1845,15570,67,37276624,58,-62.8894118671816,-12.5778823734363,1,0.578073139021171
4432,10058,86,98,159,15131,29889,1792,15565,68,36405422,59,-62.8894118671816,-13.1368993678113,1,0.140437872489149
4515,10255,87,98,150,14672,29873,1739,15594,71,35645541,59,-62.8894118671816,-13.6959163621862,1,0.308961545986246
4762,10714,93,105,182,14273,29823,1848,15521,62,35815395,60,-62.8894118671816,-14.2549333565612,1,0.247919353108688
4869,10960,96,108,198,13959,29758,1797,15375,59,37962248,60,-62.8894118671816,-14.8139503509361,1,0.0472949174050618
4817,10909,94,107,207,13540,29756,1744,15318,62,40011358,60,-62.8894118671816,-15.3729673453111,1,0.198613994120796
4752,10861,94,107,208,12998,29754,1623,15301,68,40606108,59,-62.8894118671816,-15.931984339686,1,0.298144769463583
3705,7062,75,92,21,4387,29928,1764,15371,61,15639434,52,-62.3303948728066,9.78279740156158,1,0.989568371730782
3713,7076,79,91,25,4454,29958,1307,15759,73,17170638,53,-62.3303948728066,9.22378040718663,1,0.973399313813503
3680,7189,83,97,55,4428,29949,1181,15947,74,16778849,55,-62.3303948728066,8.66476341281169,1,0.500186153653197
3609,7095,82,98,110,4357,29753,1458,15848,61,16352355,55,-62.3303948728066,8.10574641843674,1,0.589535931302137
4018,7888,94,111,291,4434,29879,1496,16435,81,14928825,54,-62.3303948728066,6.98771242968684,1,0.732301616576097
3468,7158,76,93,448,4383,29585,2321,15424,43,14245503,51,-62.3303948728066,6.4286954353119,1,0.995503658327122
3113,6756,67,84,536,4025,29482,2856,15281,38,12607740,51,-62.3303948728066,5.86967844093695,1,0.952011139375245
3257,6938,68,83,563,3895,29287,4018,15593,34,10845965,53,-62.3303948728066,5.310661446562,1,0.004613525697163
3413,7118,68,84,459,4390,29607,2583,15739,44,10963487,55,-62.3303948728066,4.75164445218705,1,0.890283487514348
4171,8070,84,102,477,4871,29669,2630,15913,43,14575128,58,-62.3303948728066,4.19262745781211,1,0.243885859180952
4724,8721,94,113,750,5497,29803,2416,15765,55,18255781,59,-62.3303948728066,3.63361046343716,1,0.0868810196309371
4551,8554,91,108,533,5964,29803,2426,15426,56,19839627,59,-62.3303948728066,3.07459346906221,1,0.897529246350014
4603,8547,91,107,325,6248,29833,2266,15222,57,20899173,59,-62.3303948728066,2.51557647468726,1,0.8990694311653
4416,8226,86,99,299,6689,29853,2531,14985,54,21051304,60,-62.3303948728066,1.95655948031232,1,0.260162945905265
4219,7960,83,95,175,6515,29807,3423,14928,42,21130161,59,-62.3303948728066,1.39754248593737,1,0.745648332480965
3887,7400,75,87,86,6910,29912,2698,14548,50,21489666,58,-62.3303948728066,0.838525491562421,1,0.398377637930738
3833,7315,75,87,50,7119,29910,2714,14260,48,22083166,58,-62.3303948728066,0.279508497187474,1,0.688066781908481
3916,7472,78,90,48,7409,29892,2743,14174,42,22379097,58,-62.3303948728066,-0.279508497187474,1,0.00234212009453427
3964,7563,79,94,35,7720,29908,2966,14109,38,21241446,59,-62.3303948728066,-0.838525491562421,1,0.840440838557115
3882,7444,78,90,50,8062,29923,2876,13963,41,20579711,58,-62.3303948728066,-1.39754248593737,1,0.791673710782306
3817,7397,76,88,50,8552,29877,2912,14068,35,22264288,59,-62.3303948728066,-1.95655948031232,1,0.274211840161895
3832,7484,76,87,58,9841,29896,2658,14164,42,22973405,59,-62.3303948728066,-2.51557647468726,1,0.847502730496767
3859,7605,77,89,60,10629,29907,2521,14174,45,21020039,59,-62.3303948728066,-3.07459346906221,1,0.301824185062522
3840,7634,76,89,43,11347,29940,2832,14355,42,19654060,58,-62.3303948728066,-3.63361046343716,1,0.142376490455627
3803,7682,75,88,55,11906,29936,2757,14414,43,19254667,58,-62.3303948728066,-4.19262745781211,1,0.697026652850713
3824,7752,74,86,59,12220,29921,2754,14370,42,19334562,57,-62.3303948728066,-4.75164445218705,1,0.20728609833398
3855,7863,74,88,42,12424,29903,2740,14432,42,19560735,57,-62.3303948728066,-5.310661446562,1,0.187299986290238
3870,7936,73,87,59,12704,29908,2717,14476,44,19755848,57,-62.3303948728066,-5.86967844093695,1,0.372923886618814
3902,8017,74,86,72,13009,29943,2676,14550,49,20136031,57,-62.3303948728066,-6.4286954353119,1,0.714923768781972
3965,8174,74,87,63,13306,29931,2701,14585,50,21489194,58,-62.3303948728066,-6.98771242968684,1,0.424524985868919
4072,8460,76,90,61,14904,29925,2690,14612,52,24523232,58,-62.3303948728066,-7.54672942406179,1,0.298829369616201
4115,8587,77,91,76,16115,29934,2539,14724,61,27644577,58,-62.3303948728066,-8.10574641843674,1,0.677596029459186
4122,8631,77,91,96,16447,29937,2448,14844,63,29924277,58,-62.3303948728066,-8.66476341281169,1,0.335091134543956
4273,8965,78,90,110,17592,29918,2224,15072,70,30881860,58,-62.3303948728066,-9.22378040718663,1,0.948137272732482
4381,9613,82,94,244,15168,29892,1859,15751,79,36285795,60,-62.3303948728066,-11.4598483846864,1,0.114699566716714
4400,9795,85,97,187,14493,29797,2119,15604,66,37106982,59,-62.3303948728066,-12.0188653790614,1,0.913315330076147
4438,9986,85,96,174,14661,29857,1862,15642,67,36704037,59,-62.3303948728066,-12.5778823734363,1,0.921933595444363
4279,9789,81,92,155,15003,29887,1813,15692,71,35605998,58,-62.3303948728066,-13.1368993678113,1,0.0137882671398305
4687,10597,92,105,158,14785,29828,1954,15642,64,34629267,60,-62.3303948728066,-13.6959163621862,1,0.0336161186221017
4754,10742,93,106,170,14231,29823,1773,15624,63,34738983,60,-62.3303948728066,-14.2549333565612,1,0.531382408196313
4909,11034,97,110,203,13858,29771,1656,15600,62,36901404,60,-62.3303948728066,-14.8139503509361,1,0.737656824067977
