site,isSoS,phenoYY,phenoDoY,ta,sw,sm
14,1,2001,319,23.7841123308454,273.435944113757,4.00558932002149
14,1,2002,349,25.0307566615514,231.934708994709,5.74504641868283
14,1,2003,339,23.4403165108817,251.972509920635,4.85936483482187
14,1,2004,350,23.3093000139509,245.711554232804,8.0739636388465
14,1,2005,339,23.2049658639091,237.797096560846,7.56934190435961
14,1,2006,349,23.3553536987305,191.263955026455,5.3537454408582
14,1,2007,349,23.7502596609933,277.382648809524,6.46803692222616
14,1,2008,361,24.109874093192,276.42082010582,2.98321450005133
14,1,2009,339,24.7056828962054,231.236832010582,6.34749821125169
14,1,2010,349,24.3754272896903,265.266048280423,6.26279168591363
14,1,2011,339,22.2084852382115,280.156157407407,4.27637841010942
14,1,2012,350,25.7903100585938,278.817896825397,3.68075739861418
14,1,2013,339,23.1126375470843,227.138587962963,3.73637315399954
14,1,2014,349,23.7000801304409,240.710714285714,5.83434600753111
14,1,2015,329,24.8135157557896,258.060710978836,7.23179346996592
14,1,2016,340,25.1535881696429,294.27890542328,2.86673934231516
14,1,2017,339,23.5836113194057,250.435968915344,6.7115055474719
14,1,2018,349,23.837669241769,286.103048941799,2.93262657580851
14,1,2019,315,27.8529767281669,302.145001653439,1.4162576460222
14,0,1999,329,23.5924172973633,219.505891203704,3.01100911467245
14,0,2000,330,20.5516748046875,191.41578042328,0.579819655781254
14,0,2001,319,24.1083509172712,236.350579992224,3.33516560909891
14,0,2002,349,20.3984514508929,166.34066468254,0.670376914960807
14,0,2003,339,23.3543791852679,211.917901269014,3.76727126988948
14,0,2004,350,23.7509401157924,225.181878211612,3.58057791843888
14,0,2005,339,25.005637991769,237.863615499829,4.29090525382411
14,0,2006,349,22.9227519880023,195.141072668651,2.44150617973689
14,0,2007,349,23.9472344534738,213.973014219577,1.3385148068677
14,0,2008,361,22.304228515625,218.785004960317,5.62298979068807
14,0,2009,339,23.0602238246373,223.895529100529,1.42039123146445
14,0,2010,349,23.9072475760324,211.163430631123,5.08392799822407
14,0,2011,339,22.3347423880441,171.029480200066,3.82046998397666
14,0,2012,350,24.693218296596,272.89755816283,2.41960933307754
14,0,2013,339,24.6215034702846,217.98437365214,7.57479814258012
14,0,2014,349,23.8110366385324,207.029840856481,4.09960716242506
14,0,2015,329,23.2079602486747,200.663012872928,6.61883899799848
14,0,2016,340,23.0506540788923,202.944126984127,3.86492306892005
14,0,2017,339,24.5596784319197,222.429521169309,3.27094299167722
14,0,2018,349,22.9037095860073,221.16138723545,4.06980051769157
14,0,2019,315,24.0546087646485,208.195214355509,5.96823377500674
24,1,1999,329,25.4694185093471,221.429798280423,2.49769594387091
24,1,2000,320,25.7604924665179,205.569517195767,3.85008312901365
24,1,2001,309,24.8760225132534,231.290054563492,2.58418725256757
24,1,2002,349,28.8566885811942,298.270958994709,7.81832506932427
24,1,2003,360,29.0337522234236,310.331789021164,1.26712338851576
24,1,2004,330,29.1099149431501,303.19123015873,0.901975803400083
24,1,2005,339,24.8695640781948,190.032698412698,6.23004179206879
24,1,2006,309,24.3639454432896,194.310945767196,3.46351302382761
24,1,2007,339,26.6836462402344,223.144642857143,4.36442842353621
24,1,2008,320,31.4033702741351,316.513835978836,0.194725395702281
24,1,2009,299,27.7363258579799,251.050864502841,1.09861215079412
24,1,2010,329,26.6061475917271,257.65478505291,3.1055752099051
24,1,2011,299,25.6553379603795,202.686023494932,2.71943274830264
24,1,2012,310,29.081816973005,311.449166666667,0.179879352808095
24,1,2013,339,26.5230002702986,240.231904761905,5.18234526067304
24,1,2014,319,27.0669028581892,274.03832010582,0.695301618793064
24,1,2015,350,29.3053676060268,302.691071428571,2.48511980085682
24,1,2016,330,26.4774447195871,214.333296957672,3.13003269078281
24,1,2017,309,28.7720098005022,296.857033730159,0.0795516225161306
24,1,2018,309,27.9059914289202,246.873530092593,0.841288526346966
24,1,2019,309,28.6567123413086,288.40664021164,1.1123047179275
24,0,1999,329,25.8862544032506,187.576147486772,0.108130230654379
24,0,2000,320,25.5520710100447,208.235122354497,0.0452181462101787
24,0,2001,309,27.1235271780832,192.711583994709,0.251241254550601
24,0,2002,349,26.5157638549805,237.942170965609,0.0902646199966868
24,0,2003,360,26.40134765625,210.846264880953,0.550897061691283
24,0,2004,330,25.3058489118304,223.170353835979,0.0946617878669898
24,0,2005,339,23.0509120832171,164.94140542328,0.0530714166118364
24,0,2006,309,23.01553767613,216.283635912698,0.0810351722194983
24,0,2007,339,25.052170148577,226.400663029101,0.0733153944902718
24,0,2008,320,24.6279377528599,222.179895833333,0.0313691576815277
24,0,2009,299,23.6986033412389,195.905300925926,0.414739537048141
24,0,2010,329,26.6354792131696,219.179730489418,0.173041220913268
24,0,2011,299,23.7095817783901,187.169313822751,0.0203599747067396
24,0,2012,310,24.8422376796178,170.197595899471,0.435175088060821
24,0,2013,339,26.9546711512974,192.68023478836,0.0698887762906608
24,0,2014,319,25.839750453404,220.655620039682,0.103487956317559
24,0,2015,350,25.1309318324498,199.526418650794,0.0787122756851425
24,0,2016,330,27.5842530168806,238.528134920635,0.222050127883122
24,0,2017,309,26.7459091186524,213.579290674603,0.127130624228997
24,0,2018,309,26.2283161708287,223.77492228836,0.0954846687090014
24,0,2019,309,25.5492987496512,203.093568121693,0.0435081199509988
40,1,1999,135,22.8449499511719,192.50791005291,1.79990282516899
40,1,2000,126,22.9786906215123,186.994485780423,4.05353298072843
40,1,2001,105,22.984953918457,206.733862433862,2.31081288423039
40,1,2002,64,23.5619980730329,248.531496362434,2.95132709317344
40,1,2003,46,23.3243762207032,214.849027777778,2.29348877733994
40,1,2004,26,23.5794109671457,178.927311507937,4.17457982704034
40,1,2005,85,24.7659685407366,251.328553218135,1.81305344354224
40,1,2006,85,24.4042325265067,245.226462053571,1.84388635767966
40,1,2007,55,24.5752005004883,250.729012896825,1.73551011830376
40,1,2008,86,23.7215625871931,219.51348595049,2.42441871287458
40,1,2009,46,23.7984756905692,234.879431216931,1.80838314895393
40,1,2010,26,23.3412555367606,198.264613095238,2.45198322857751
40,1,2011,15,23.8747982352121,249.473773148148,1.36084839286774
40,1,2012,31,22.5675251552037,207.845472883598,2.59190762233078
40,1,2013,125,23.3555358014788,187.608877314815,2.11310873365133
40,1,2014,105,24.0363331386021,225.604217923281,2.45634183336482
40,1,2015,156,23.0899310302734,179.49146494709,1.83509722439126
40,1,2016,86,23.7452248273577,207.246549680397,2.99906231994037
40,1,2017,95,24.5333436802456,243.203269624256,2.37490136192019
40,1,2018,85,24.4935303606306,251.629521897735,2.93411119429718
40,1,2019,75,24.1040100097656,239.403671541769,4.4602738594937
40,0,1999,135,23.3294220842634,250.26880952381,1.97635469934083
40,0,2000,126,23.2585577392578,261.584794973545,1.78339603322824
40,0,2001,105,23.2219954572405,236.490992063492,2.86309551276014
40,0,2002,64,21.6569745309012,221.284153439154,1.39452167913328
40,0,2003,46,23.4087677437919,251.236266534392,1.5406712779663
40,0,2004,26,23.1799039132255,246.905803571428,0.844789411104249
40,0,2005,85,22.9885924421038,270.14695271164,1.95248607515404
40,0,2006,85,23.6252474975586,264.503253968254,1.24481927116659
40,0,2007,55,22.6079508754185,240.350228174603,1.4805653093477
40,0,2008,86,23.0740612792969,250.017880291005,0.882699822491986
40,0,2009,46,23.4313401576451,257.824371693122,1.05432005929362
40,0,2010,26,22.9068171909877,241.578128306878,1.14443684898078
40,0,2011,15,22.2878849574498,202.441775793651,1.90950429637837
40,0,2012,31,22.6583370535714,244.300577050264,1.06455796243972
40,0,2013,125,23.2170819527763,246.487162698413,1.72730137057978
40,0,2014,105,20.7457451520648,178.274045965608,3.33065264644385
40,0,2015,156,22.8378967285157,253.466478174603,0.676975673756433
40,0,2016,86,20.9391003853934,204.067058531746,1.47807893422397
40,0,2017,95,23.0423144967215,240.373511904762,1.41774659049133
40,0,2018,85,21.6640269252232,210.823998894263,1.72856677166527
40,0,2019,75,23.707170148577,268.094503968254,0.84803090081088
47,1,1999,125,25.5105227661133,190.777700066137,9.71389821614393
47,1,2000,142,25.6803592354911,158.528024140212,9.25721416055879
47,1,2001,125,26.6133380126953,200.480912698413,4.98887751327787
47,1,2002,95,26.9674287632534,216.247911551339,3.1487406332838
47,1,2003,115,27.0859936523438,208.86255787037,4.50329838870375
47,1,2004,116,26.658283429827,191.776858465608,4.81067230419395
47,1,2005,125,26.6130241612026,199.030922619048,7.514308650782
47,1,2006,115,26.7972994559152,212.290079365079,4.71424034341584
47,1,2007,95,28.5561441476005,210.346119895007,2.70748035855392
47,1,2008,126,26.5998624529158,195.239221230159,3.85290330160356
47,1,2009,125,26.5138358415876,200.19746031746,5.49489560860739
47,1,2010,95,27.5224824305943,222.644779937583,5.21743973447125
47,1,2011,125,25.6099303327288,174.214613095238,8.02877176410341
47,1,2012,96,26.5203972516741,192.035834087796,4.43291823928399
