site,igbp,ecoregion,YY,DoY,TA,SW,RF,mat,mar,BIO,randomNum
116,10,11,2019,356,-34.0268505859375,0,0.300853194240728,-13.3927655616173,0.896059076077577,0.4345195,1801
116,10,11,2020,15,-30.2475774468316,0.257433127572016,0.35164391201161,-13.3927655616173,0.896059076077577,0.332993,1073
116,10,11,2020,39,-34.642062242296,13.7630195473251,0.53218901160842,-13.3927655616173,0.896059076077577,0.03813379,338
116,10,11,2020,63,-34.3780126953125,64.9454631369006,0.30232120240125,-13.3927655616173,0.896059076077577,-0.06560187,4725
116,10,11,2020,87,-26.6164575195312,137.765205761317,0.760109921457729,-13.3927655616173,0.896059076077577,0.2923333,1292
116,10,11,2020,111,-15.0262392171224,215.822402263374,0.594494317289385,-13.3927655616173,0.896059076077577,0.3774973,4070
116,10,11,2020,135,-7.52422797309025,258.242782921811,0.675429241655599,-13.3927655616173,0.896059076077577,0.9244094,2081
116,10,11,2020,183,9.68201965332033,195.954043209877,1.21453672562718,-13.3927655616173,0.896059076077577,0.4801874,4208
116,10,11,2020,231,7.28033623589412,130.366154835391,3.08147725427646,-13.3927655616173,0.896059076077577,-0.511663,780
116,10,11,2020,255,-1.16114183213973,76.2313245884774,1.13442576386463,-13.3927655616173,0.896059076077577,-0.1633081,5472
116,10,11,2020,279,-1.15106201171873,30.0451225943232,1.46314757601191,-13.3927655616173,0.896059076077577,0.3151895,888
116,10,11,2020,303,-18.5182746717665,16.0505555555555,0.903693402349127,-13.3927655616173,0.896059076077577,-0.1766879,4377
116,10,11,2020,327,-22.5142392306857,0.755838477366255,0.477639541217849,-13.3927655616173,0.896059076077577,-0.2232329,1367
116,10,11,2020,351,-33.8427306450738,0,0.452160524235644,-13.3927655616173,0.896059076077577,0.1868659,3043
116,10,11,2021,9,-20.1985865614149,0.00595164609053498,0.254328014385199,-13.3927655616173,0.896059076077577,0.1932329,2212
116,10,11,2021,33,-39.6257322184245,8.44723765432098,0.391219043570371,-13.3927655616173,0.896059076077577,-1.120777,5582
116,10,11,2021,105,-9.98573167588973,191.127844650206,0.278306023671751,-13.3927655616173,0.896059076077577,0.5272712,3088
116,10,11,2021,153,-0.222350396050324,230.000967078189,0.682101537734906,-13.3927655616173,0.896059076077577,-0.4194775,3350
116,10,11,2021,201,11.4479396565755,258.346476337449,1.95130896763562,-13.3927655616173,0.896059076077577,-0.07294938,4929
116,10,11,2021,225,6.53176323784725,151.180236625514,1.17971926086803,-13.3927655616173,0.896059076077577,-0.3126366,2527
116,10,11,2021,249,5.48151357014976,81.0297749485596,1.63910898096532,-13.3927655616173,0.896059076077577,-0.6687318,1439
