GOME2_PK_SIF,GOME2_JJ_SIF,OCO2SIF,GOSIF,ELEVATION,BCCMASS,BCdepo,TA,RF,SM,SW,VPD,Ndepo,soilClayContent,soilWaterContent,soilPH,soilBulkDensity,soilTaxa,LAI,longitude,latitude,indRows,indCols,Region,randomNum
4608,9888,82,91,335,15873,2456,29909,2105,485,15975,95,2031,3843,4706,11162,389,43668577,59,-56.7402249290572,-10.3418143959365,55,221,1,0.400800736172277
4436,9704,79,88,353,15827,2593,29900,1913,479,16136,101,1960,3916,4652,11124,135,45953139,59,-56.7402249290572,-10.9008313903115,56,221,1,0.554254592413654
4453,9834,81,91,286,16021,2750,29870,2125,485,16016,92,2224,3713,4675,11182,135,50481182,58,-56.7402249290572,-11.4598483846864,57,221,1,0.44386535683262
4442,9952,79,89,311,15693,2833,29864,1989,486,15934,90,2000,3933,4566,10916,135,52972918,58,-56.7402249290572,-12.0188653790614,58,221,1,0.090384122028611
4371,9901,81,91,337,15034,2655,29857,1853,481,16050,90,2100,3900,4570,10770,135,49845656,59,-56.7402249290572,-12.5778823734363,59,221,1,0.744381309987074
4420,10163,81,91,332,14404,2655,29852,1819,477,16138,89,2250,3925,4700,11400,135,42199477,58,-56.7402249290572,-13.1368993678113,60,221,1,0.0326154493029029
4123,9686,74,83,448,14021,2380,29829,1565,334,16237,93,2100,3900,4700,10500,318,34811120,55,-56.7402249290572,-13.6959163621862,61,221,1,0.429742543433021
4399,10199,82,92,560,13639,2213,29827,1505,236,16283,99,2250,3950,4850,11650,318,32963863,57,-56.7402249290572,-14.2549333565612,62,221,1,0.0372622794740213
3659,6898,75,85,3,4594,836,29928,2054,486,14708,56,2719,3261,4576,11800,340,8229457,57,-56.1812079346822,5.86967844093695,26,222,1,0.97579775303611
3537,6865,75,88,15,4771,1034,29907,2106,542,15790,56,2425,3425,4432,12816,340,11334729,57,-56.1812079346822,5.310661446562,27,222,1,0.522339908013089
3662,7190,80,94,151,4816,990,29887,2030,522,15079,60,2706,3575,4570,13484,340,11539304,57,-56.1812079346822,4.75164445218705,28,222,1,0.909629978597814
3564,7142,78,91,244,4748,1063,29836,2146,525,15016,58,3147,3611,4604,12601,340,11707983,55,-56.1812079346822,4.19262745781211,29,222,1,0.383247921340015
3537,7172,77,91,270,4597,1063,29795,1880,511,14979,63,3436,3806,4647,12216,340,11871225,53,-56.1812079346822,3.63361046343716,30,222,1,0.884452236904782
3499,7236,78,91,251,4534,972,29809,1944,508,15079,67,3678,3660,4670,12432,340,11920868,54,-56.1812079346822,3.07459346906221,31,222,1,0.255017609331153
3475,7300,79,92,232,4592,846,29782,2145,511,15147,66,3627,3627,4627,12240,402,11773024,57,-56.1812079346822,2.51557647468726,32,222,1,0.909049841942801
3521,7415,78,91,259,5017,746,29820,2126,507,15381,75,3793,3379,4582,12788,340,11516732,57,-56.1812079346822,1.95655948031232,33,222,1,0.894560444751255
3653,7627,78,91,267,5237,807,29833,2051,489,15458,76,3838,3229,4542,12427,340,11395073,57,-56.1812079346822,1.39754248593737,34,222,1,0.398517160990578
3763,7806,79,92,238,5342,897,29858,2241,490,15602,73,3843,3343,4638,12378,340,11445663,58,-56.1812079346822,0.838525491562421,35,222,1,0.625020001836008
3866,7909,79,92,236,5637,1022,29884,2314,503,15619,71,3622,3357,4489,12409,340,11841739,59,-56.1812079346822,0.279508497187474,36,222,1,0.567597286185841
3945,7998,79,92,202,6059,1063,29869,2486,517,15486,67,3545,3422,4443,11968,402,12039341,59,-56.1812079346822,-0.279508497187474,37,222,1,0.894511885444997
3979,7991,77,90,121,6698,1148,29913,2722,522,15255,60,3370,3550,4350,11873,402,13237096,60,-56.1812079346822,-0.838525491562421,38,222,1,0.214165803867894
4033,8056,78,90,61,7859,993,29970,2595,496,15314,61,2965,3369,4298,11960,389,15099430,60,-56.1812079346822,-1.39754248593737,39,222,1,0.00385915886072064
3991,8023,79,89,104,9111,993,30039,2928,415,14955,70,2878,3221,4278,12250,262,16141809,60,-56.1812079346822,-1.95655948031232,40,222,1,0.88058146103171
4079,8259,80,94,14,10043,988,29951,3122,469,14729,57,3254,3252,4264,12104,389,19242924,58,-56.1812079346822,-2.51557647468726,41,222,1,0.235121635040512
4020,8202,80,93,34,10561,1195,29905,2992,456,14590,48,3212,3334,4238,12266,389,21832047,58,-56.1812079346822,-3.07459346906221,42,222,1,0.244864622347078
3868,8033,77,90,53,11328,1438,29907,2680,527,14647,52,3328,3400,4218,12189,389,21664281,57,-56.1812079346822,-3.63361046343716,43,222,1,0.640917035139739
4158,8450,80,93,99,12199,1669,29946,2292,474,15004,61,3366,3506,4209,12100,389,21059911,59,-56.1812079346822,-4.19262745781211,44,222,1,0.304524481208468
4199,8566,80,94,124,12905,2008,29926,2600,469,15233,59,3348,3588,4168,11634,402,21479320,59,-56.1812079346822,-4.75164445218705,45,222,1,0.825620811888813
4174,8631,78,93,126,13171,2075,29929,2476,515,15091,65,3352,3364,4236,11853,402,22678088,58,-56.1812079346822,-5.310661446562,46,222,1,0.883688710947261
4252,8872,79,94,133,13344,2244,29928,2415,512,15100,73,3400,3418,4302,11947,402,24290211,58,-56.1812079346822,-5.86967844093695,47,222,1,0.945372957985459
4264,8913,78,94,247,13815,2557,29885,2358,505,15296,77,3318,3387,4326,12241,402,25935617,58,-56.1812079346822,-6.4286954353119,48,222,1,0.39079533840462
4457,9254,81,95,250,14520,2720,29891,2345,504,15371,80,3245,3279,4447,12329,340,26853797,59,-56.1812079346822,-6.98771242968684,49,222,1,0.801320064711665
4445,9300,79,94,255,15239,2720,29889,2307,502,15437,80,3036,3350,4556,12340,340,28707359,59,-56.1812079346822,-7.54672942406179,50,222,1,0.157113287977468
4495,9444,80,93,394,14948,2773,29819,2182,363,15660,83,2628,3583,4633,12078,402,30688463,59,-56.1812079346822,-8.10574641843674,51,222,1,0.625165396779904
4389,9390,78,91,336,14552,2716,29821,2637,383,15645,84,2312,3707,4619,11911,255,33674225,58,-56.1812079346822,-8.66476341281169,52,222,1,0.698985352759655
4477,9542,79,91,202,15321,2482,29896,2255,349,15747,86,2337,3868,4519,11874,389,35393861,59,-56.1812079346822,-9.22378040718663,53,222,1,0.0858689331204349
5167,10691,92,102,262,15763,2386,29920,2080,487,15884,94,2416,3666,4900,11600,389,38869352,61,-56.1812079346822,-9.78279740156158,54,222,1,0.53117957278844
5219,10779,93,103,278,15873,2305,29912,2057,486,16021,98,2400,3650,4950,11150,389,43413017,59,-56.1812079346822,-10.3418143959365,55,222,1,0.888566522140567
4665,10195,83,92,325,15827,2568,29894,1919,479,16221,99,2014,3800,4685,11571,135,46263899,59,-56.1812079346822,-10.9008313903115,56,222,1,0.263666008189626
4351,9735,77,86,336,16021,2758,29864,2070,484,16101,94,2142,3728,4628,11185,135,52054034,58,-56.1812079346822,-11.4598483846864,57,222,1,0.23478552530433
4137,9431,73,81,314,15693,2723,29851,1906,485,16049,94,2100,3900,4500,11000,318,55603119,58,-56.1812079346822,-12.0188653790614,58,222,1,0.839657227724237
4202,9750,75,83,326,14404,2266,29855,1708,476,16362,99,2040,4020,4620,11100,318,44973557,56,-56.1812079346822,-13.1368993678113,60,222,1,0.495540029725937
4238,9947,75,83,402,14021,2236,29828,1613,470,16352,93,2150,3950,4700,10450,318,37616878,56,-56.1812079346822,-13.6959163621862,61,222,1,0.152366366412905
4212,9926,76,86,462,13639,2143,29824,1637,276,16268,93,2225,3825,4850,11400,318,35751393,56,-56.1812079346822,-14.2549333565612,62,222,1,0.230768155809496
3838,7249,79,91,9,4414,776,29929,2026,495,15690,60,2680,3342,4422,12268,340,8852955,58,-55.6221909403073,5.86967844093695,26,223,1,0.657953957084698
3567,6922,74,87,14,4602,843,29915,1886,491,15900,62,2552,3408,4440,12687,340,10738562,57,-55.6221909403073,5.310661446562,27,223,1,0.562948381240076
3605,7093,78,91,80,4626,824,29906,1978,476,15664,65,2874,3607,4662,13074,340,9374144,57,-55.6221909403073,4.75164445218705,28,223,1,0.291828737648848
3624,7267,80,93,177,4555,904,29896,1939,528,15632,66,3119,3578,4552,12957,340,11510599,57,-55.6221909403073,4.19262745781211,29,223,1,0.622304984715124
3578,7303,80,93,229,4519,904,29858,2082,546,15240,68,3066,3572,4552,13075,340,12061346,56,-55.6221909403073,3.63361046343716,30,223,1,0.715905408292378
3451,7218,78,91,288,4507,982,29845,2099,553,15207,70,3347,3652,4641,12779,340,12255904,56,-55.6221909403073,3.07459346906221,31,223,1,0.280731034080199
3367,7199,76,90,425,4509,910,29808,2052,510,15183,69,3752,3583,4654,12216,340,12245847,56,-55.6221909403073,2.51557647468726,32,223,1,0.412273158549075
3490,7452,80,94,361,4698,888,29804,1828,428,15617,77,3952,3285,4618,11981,340,12062148,56,-55.6221909403073,1.95655948031232,33,223,1,0.362205713414129
3809,7970,85,97,346,4937,727,29825,1873,409,15691,78,3713,3303,4552,11501,340,11974307,58,-55.6221909403073,1.39754248593737,34,223,1,0.781392022002529
3872,8079,84,97,331,5105,754,29834,1862,480,15630,79,3846,3287,4521,12222,340,12004662,58,-55.6221909403073,0.838525491562421,35,223,1,0.135487151301981
3886,8100,82,96,283,5367,825,29833,1873,492,15678,80,3795,3321,4524,12226,340,12276271,59,-55.6221909403073,0.279508497187474,36,223,1,0.90206951454967
3972,8171,81,94,270,5741,851,29836,1882,491,15686,79,3640,3338,4523,11824,402,12411618,59,-55.6221909403073,-0.279508497187474,37,223,1,0.28963608587814
4067,8271,81,94,187,6268,997,29860,2063,431,15639,72,3419,3441,4484,11747,402,13640984,60,-55.6221909403073,-0.838525491562421,38,223,1,0.499557926109802
3999,8084,78,90,65,7321,858,29930,2273,459,15673,68,2957,3513,4352,11376,402,16093451,60,-55.6221909403073,-1.39754248593737,39,223,1,0.783590388178023
4149,8469,84,96,89,9706,872,29999,3020,440,15580,67,3330,3287,4295,11989,389,18446541,57,-55.6221909403073,-2.51557647468726,41,223,1,0.677062062697606
4018,8293,82,94,87,10352,1052,29961,2804,475,15251,64,3468,3401,4242,12139,389,21258318,57,-55.6221909403073,-3.07459346906221,42,223,1,0.1498117300189
3921,8189,80,93,91,11246,1396,29943,2494,476,15149,53,3362,3251,4207,12120,389,21803639,57,-55.6221909403073,-3.63361046343716,43,223,1,0.696619479617911
4098,8509,77,92,63,12184,1657,29922,2243,479,15082,58,3900,3300,4500,11100,402,21804720,57,-55.6221909403073,-4.19262745781211,44,223,1,0.129013043122745
4180,8660,79,94,130,12307,1941,29874,2287,508,15048,67,3574,3414,4331,11337,402,22909959,58,-55.6221909403073,-4.75164445218705,45,223,1,0.945946287415715
4212,8776,79,95,153,12255,2014,29882,2236,508,15222,72,3489,3472,4252,12121,402,23888286,58,-55.6221909403073,-5.310661446562,46,223,1,0.886411849242866
4353,9052,80,95,143,12803,2175,29883,2354,510,15256,74,3410,3508,4322,12011,402,25858174,59,-55.6221909403073,-5.86967844093695,47,223,1,0.51500461293742
4430,9205,81,96,243,13539,2464,29897,2338,505,15389,78,3206,3390,4384,12293,389,27767096,59,-55.6221909403073,-6.4286954353119,48,223,1,0.679408745931636
4599,9529,83,97,257,14695,2745,29894,2224,500,15474,79,3141,3366,4463,12205,389,28651148,60,-55.6221909403073,-6.98771242968684,49,223,1,0.976793357833632
4579,9520,82,96,272,15396,2745,29887,2277,500,15568,80,3015,3382,4607,12342,389,30364641,60,-55.6221909403073,-7.54672942406179,50,223,1,0.12546035664003
4668,9725,83,96,327,15476,2755,29880,2119,482,15789,83,2685,3564,4732,12174,389,32147673,59,-55.6221909403073,-8.10574641843674,51,223,1,0.752243051246404
4502,9563,80,92,503,14803,2856,29823,1889,336,15702,84,2374,3733,4665,11771,255,34517267,59,-55.6221909403073,-8.66476341281169,52,223,1,0.827051909456158
4402,9511,77,88,293,14729,2585,29826,2248,367,15757,85,2282,3787,4647,11875,255,35821470,58,-55.6221909403073,-9.22378040718663,53,223,1,0.781430326910244
4732,10072,83,93,273,15561,2411,29886,2164,385,16063,91,2273,3852,4673,11973,389,38469007,60,-55.6221909403073,-9.78279740156158,54,223,1,0.190882666758224
4766,10341,86,95,291,15991,2491,29891,1828,478,16304,97,2200,3566,4633,11466,135,46528946,58,-55.6221909403073,-10.9008313903115,56,223,1,0.428641340603978
4698,10296,83,91,375,15960,2630,29877,1861,481,16164,93,2000,3600,4600,11600,135,53532693,59,-55.6221909403073,-11.4598483846864,57,223,1,0.0144567471162916
3686,7022,76,88,8,4228,776,29920,2049,618,15286,57,2678,3282,4428,12128,340,8729159,57,-55.0631739459323,5.86967844093695,26,224,1,0.325285488719696
3452,6821,73,86,18,4329,843,29900,2040,503,15817,59,2824,3360,4506,12601,340,10522171,57,-55.0631739459323,5.310661446562,27,224,1,0.13470202862637
3524,6968,75,88,99,4321,824,29948,1946,248,15387,71,2959,3442,4702,12702,340,7535779,57,-55.0631739459323,4.75164445218705,28,224,1,0.450517462084021
3492,7081,77,90,137,4336,904,29902,1911,481,15599,69,2992,3550,4575,13195,340,11409539,58,-55.0631739459323,4.19262745781211,29,224,1,0.572274930178577
3395,7053,76,89,144,4351,904,29880,1891,530,15326,73,3220,3662,4539,13141,340,12153803,56,-55.0631739459323,3.63361046343716,30,224,1,0.792023281983178
3385,7122,76,89,201,4378,982,29824,2009,511,15240,71,3854,3745,4595,12134,340,12409989,55,-55.0631739459323,3.07459346906221,31,224,1,0.419736609978054
3414,7301,78,92,345,4371,910,29778,2052,512,15213,68,4044,3530,4570,12010,340,12484033,55,-55.0631739459323,2.51557647468726,32,224,1,0.532536544340956
3530,7558,81,95,497,4492,888,29807,1859,490,15491,76,4030,3190,4539,11699,340,12367659,57,-55.0631739459323,1.95655948031232,33,224,1,0.925704392028016
3605,7727,82,96,356,4676,727,29820,1854,480,15560,78,3878,3208,4513,11708,340,12312468,57,-55.0631739459323,1.39754248593737,34,224,1,0.899081837742182
3702,7887,82,96,347,4891,754,29795,1852,495,15538,77,4044,3398,4505,11956,340,12372106,58,-55.0631739459323,0.838525491562421,35,224,1,0.544833398468742
3662,7857,81,95,341,5145,825,29777,1893,495,15573,75,3932,3329,4568,11972,340,12630250,58,-55.0631739459323,0.279508497187474,36,224,1,0.901123950170368
3841,8112,83,97,347,5448,851,29778,1787,489,15651,76,3817,3255,4606,11744,340,12758850,58,-55.0631739459323,-0.279508497187474,37,224,1,0.0518267089040074
4031,8310,83,96,310,5902,997,29837,1951,493,15685,71,3495,3361,4580,11582,402,13986598,59,-55.0631739459323,-0.838525491562421,38,224,1,0.808602518680107
4024,8197,80,91,144,6889,858,29908,2291,461,15691,69,3225,3498,4459,11453,402,16904882,60,-55.0631739459323,-1.39754248593737,39,224,1,0.334904579377686
4095,8433,85,96,70,9330,872,30052,3320,277,16020,79,3452,3389,4247,12200,389,15752424,58,-55.0631739459323,-2.51557647468726,41,224,1,0.228683117248675
3943,8239,82,96,97,10239,1052,30001,2820,356,15304,73,3647,3405,4295,11550,402,19650591,57,-55.0631739459323,-3.07459346906221,42,224,1,0.822401807645737
4026,8371,81,94,114,11145,1396,29895,2478,515,15260,59,3609,3448,4260,11796,402,21030832,58,-55.0631739459323,-3.63361046343716,43,224,1,0.348234578993427
4241,8714,84,98,92,11732,1657,29880,2258,510,15204,61,3684,3539,4336,10797,402,22662420,58,-55.0631739459323,-4.19262745781211,44,224,1,0.165470595368233
4184,8696,80,95,237,11497,1941,29890,2116,504,15097,71,3559,3625,4361,11548,402,23247654,58,-55.0631739459323,-4.75164445218705,45,224,1,0.0281335680082572
4332,8991,82,97,226,11837,2014,29886,2235,506,15303,73,3457,3557,4300,11951,402,24267883,59,-55.0631739459323,-5.310661446562,46,224,1,0.955369765277556
4440,9186,82,98,233,12516,2175,29882,2263,506,15376,76,3378,3475,4356,12133,389,26321701,59,-55.0631739459323,-5.86967844093695,47,224,1,0.6802907117056
4619,9480,84,100,251,13288,2464,29897,2174,500,15449,80,3175,3551,4392,12385,389,28308370,60,-55.0631739459323,-6.4286954353119,48,224,1,0.860562114724664
4615,9566,83,99,247,14300,2745,29894,2192,499,15495,80,2955,3645,4436,12721,389,29221077,60,-55.0631739459323,-6.98771242968684,49,224,1,0.939093515352434
4570,9528,81,95,259,14480,2745,29879,2285,499,15559,81,2933,3536,4500,12344,389,30986998,59,-55.0631739459323,-7.54672942406179,50,224,1,0.680193964448052
5012,10320,89,102,296,14840,2755,29880,2218,495,15827,82,2600,3800,4700,11700,389,32784413,60,-55.0631739459323,-8.10574641843674,51,224,1,0.917423748447434
4615,9743,82,94,423,14876,2856,29856,1895,477,15831,84,2412,3775,4703,11645,389,34896465,59,-55.0631739459323,-8.66476341281169,52,224,1,0.256691670901158
4402,9483,78,89,441,14319,2585,29804,2227,252,15849,89,2327,3791,4705,11678,135,36002164,58,-55.0631739459323,-9.22378040718663,53,224,1,0.885618134429019
4682,9999,83,93,296,15101,2411,29885,2037,372,16128,98,2620,3900,4780,12100,135,38254055,60,-55.0631739459323,-9.78279740156158,54,224,1,0.920042790118182
4668,10370,82,92,294,16153,2491,29856,1978,482,16123,93,2250,3912,4650,11637,135,46090051,60,-55.0631739459323,-10.9008313903115,56,224,1,0.300063440036683
4550,10246,80,89,354,15871,2630,29871,1843,480,16097,94,2300,3800,4627,11054,135,53094580,59,-55.0631739459323,-11.4598483846864,57,224,1,0.0733909466937926
4455,10230,78,89,358,15738,2575,29862,1720,475,16141,94,2353,3846,4646,11226,318,57747499,57,-55.0631739459323,-12.0188653790614,58,224,1,0.767398734960137
4441,10262,79,89,366,16040,2254,29848,1729,475,16220,94,2350,3950,4750,11300,318,55036618,57,-55.0631739459323,-12.5778823734363,59,224,1,0.084952215865014
4323,10235,76,85,388,15205,2254,29833,1711,474,16320,93,2316,3750,4733,11066,318,48009478,57,-55.0631739459323,-13.1368993678113,60,224,1,0.728764079592672
3818,7214,78,90,5,4221,940,29904,2271,533,15565,55,2892,3319,4368,11919,340,7947541,58,-54.5041569515574,5.86967844093695,26,225,1,0.44788964358771
3443,6835,72,85,17,4272,1108,29887,2104,548,15733,56,2972,3312,4490,12522,340,10165730,56,-54.5041569515574,5.310661446562,27,225,1,0.651248663216932
3373,6811,71,85,89,4257,931,29892,1758,531,15321,66,3160,3457,4705,12591,340,9834132,55,-54.5041569515574,4.75164445218705,28,225,1,0.169501870614945
3433,6968,75,87,106,4301,886,29872,1812,533,15473,68,3291,3498,4598,12639,340,11513775,56,-54.5041569515574,4.19262745781211,29,225,1,0.53144924135958
3321,6922,73,86,169,4340,886,29886,1877,505,15351,74,3402,3465,4509,12905,340,12332886,56,-54.5041569515574,3.63361046343716,30,225,1,0.63380085819396
3358,7091,76,89,190,4373,907,29867,1905,507,15281,74,3578,3598,4522,12683,340,12688067,55,-54.5041569515574,3.07459346906221,31,225,1,0.0140960041826924
3447,7331,79,92,378,4410,939,29833,1915,507,15268,72,3931,3502,4564,12026,340,12964383,54,-54.5041569515574,2.51557647468726,32,225,1,0.470371335231002
3428,7380,78,92,391,4536,796,29826,1811,498,15399,79,4044,3203,4561,12277,340,13052164,55,-54.5041569515574,1.95655948031232,33,225,1,0.886325971168106
3482,7526,79,93,368,4701,779,29828,1835,498,15450,80,4038,3229,4527,11983,340,13097523,56,-54.5041569515574,1.39754248593737,34,225,1,0.114028435678071
3538,7673,80,94,382,4934,835,29817,1820,495,15495,78,4067,3477,4534,12133,340,13303989,57,-54.5041569515574,0.838525491562421,35,225,1,0.442541151650179
3673,7905,83,99,421,5221,812,29778,1874,496,15538,74,3886,3385,4537,12125,340,13644443,57,-54.5041569515574,0.279508497187474,36,225,1,0.659547888161553
3841,8133,85,104,423,5531,766,29790,1768,493,15627,74,3845,3382,4566,11794,340,13814162,57,-54.5041569515574,-0.279508497187474,37,225,1,0.294772970267685
3909,8175,83,97,343,5911,780,29812,1646,486,15567,72,3629,3363,4559,11535,402,14999647,57,-54.5041569515574,-0.838525491562421,38,225,1,0.9503684015149
3959,8276,84,96,175,6721,715,29843,2181,483,15670,69,3515,3441,4555,11323,402,17932375,58,-54.5041569515574,-1.39754248593737,39,225,1,0.694286247565555
3727,7956,80,91,33,9060,861,30002,2716,391,16313,71,4300,3300,4300,10900,389,16063717,58,-54.5041569515574,-2.51557647468726,41,225,1,0.206806527020916
3810,8074,81,95,77,9871,1130,29938,2360,502,15499,63,4057,3363,4320,10473,402,23705901,57,-54.5041569515574,-3.07459346906221,42,225,1,0.554762325956739
3921,8267,82,95,88,10901,1438,29917,1948,495,15261,70,3861,3466,4344,10800,402,23437832,57,-54.5041569515574,-3.63361046343716,43,225,1,0.879278484511919
4057,8480,79,94,176,11163,1572,29870,2210,506,15297,65,3922,3502,4474,11039,402,22906819,57,-54.5041569515574,-4.19262745781211,44,225,1,0.557857690719796
4118,8581,80,95,254,11136,1827,29903,2071,503,15191,72,3574,3544,4395,11487,402,23524264,58,-54.5041569515574,-4.75164445218705,45,225,1,0.752334060151411
4194,8773,80,95,233,11678,2044,29901,2146,502,15327,75,3406,3675,4350,11967,389,24521952,58,-54.5041569515574,-5.310661446562,46,225,1,0.894900792229508
4320,8967,80,96,258,12698,2306,29902,2191,503,15438,77,3202,3522,4346,12199,340,26530933,58,-54.5041569515574,-5.86967844093695,47,225,1,0.84184417306489
4561,9411,83,99,268,13707,2401,29909,2153,499,15510,82,3068,3540,4391,12348,389,28552120,59,-54.5041569515574,-6.4286954353119,48,225,1,0.130856682645948
4670,9652,84,100,271,14069,2855,29889,2145,497,15532,81,3009,3509,4517,12500,389,29624547,60,-54.5041569515574,-6.98771242968684,49,225,1,0.189153933851989
4717,9764,84,99,285,13833,2855,29886,2158,496,15575,80,2869,3499,4576,12479,389,31769635,60,-54.5041569515574,-7.54672942406179,50,225,1,0.153639830892556
4805,9970,85,98,279,13987,2949,29873,2068,492,15747,80,2748,3628,4680,12256,389,33849880,60,-54.5041569515574,-8.10574641843674,51,225,1,0.0289020656650996
4835,10105,85,98,302,14316,2800,29849,1940,473,15844,80,2582,3755,4767,12046,255,35560058,60,-54.5041569515574,-8.66476341281169,52,225,1,0.00908489849181371
4809,10164,85,97,532,14630,2834,29801,1934,283,15967,89,2600,3942,4835,11551,135,36289386,60,-54.5041569515574,-9.22378040718663,53,225,1,0.596451741972037
4890,10370,86,97,333,15248,2569,29851,1877,458,16143,94,2633,4033,4800,11633,48,37791046,60,-54.5041569515574,-9.78279740156158,54,225,1,0.609049324383808
4893,10479,87,96,279,15728,2511,29885,1856,482,16275,94,2300,3733,4866,12283,135,41211973,60,-54.5041569515574,-10.3418143959365,55,225,1,0.918923432010552
4652,10321,82,91,321,16006,2661,29859,1839,482,16041,92,2807,4069,4761,11361,135,43932282,58,-54.5041569515574,-10.9008313903115,56,225,1,0.733574443373122
4583,10319,80,89,354,15799,2764,29871,1752,477,16071,93,2212,3731,4593,11031,135,49580889,59,-54.5041569515574,-11.4598483846864,57,225,1,0.301146952100848
4499,10290,79,89,356,14984,2789,29864,1730,474,16111,92,2157,3768,4597,10825,318,53431286,59,-54.5041569515574,-12.0188653790614,58,225,1,0.49557447903043
4415,10304,78,88,375,14897,2767,29864,1637,471,16165,92,2223,3716,4633,10890,318,51514222,58,-54.5041569515574,-12.5778823734363,59,225,1,0.258163023498381
4350,10231,77,86,410,14571,2767,29848,1655,469,16239,92,2325,3768,4690,10920,318,46443507,58,-54.5041569515574,-13.1368993678113,60,225,1,0.732854363876553
3438,6710,68,80,7,4260,823,29921,2009,352,12298,58,2987,3362,4462,11962,340,3503564,54,-53.9451399571824,5.86967844093695,26,226,1,0.116760751041515
3308,6686,68,81,28,4296,931,29877,2185,478,15444,52,3064,3378,4526,12431,340,10087936,53,-53.9451399571824,5.310661446562,27,226,1,0.746041563257602
3367,6855,71,84,122,4267,878,29859,1809,508,14915,61,3236,3451,4589,12582,340,10529387,54,-53.9451399571824,4.75164445218705,28,226,1,0.809789107094191
3363,6947,73,85,122,4320,890,29873,1792,502,15083,67,3473,3315,4531,12627,340,11518341,55,-53.9451399571824,4.19262745781211,29,226,1,0.745233681211662
3409,7065,75,87,150,4364,890,29875,1716,518,15221,74,3631,3590,4585,12450,340,12509887,56,-53.9451399571824,3.63361046343716,30,226,1,0.337143314113377
3467,7257,79,91,182,4411,850,29890,1695,493,15274,79,3538,3469,4548,12332,340,12955399,54,-53.9451399571824,3.07459346906221,31,226,1,0.584324980436338
3545,7449,81,93,207,4466,837,29885,1753,493,15263,79,3831,3213,4552,12413,340,13446153,55,-53.9451399571824,2.51557647468726,32,226,1,0.468952104955939
3332,7189,76,89,301,4586,824,29856,1748,491,15309,82,3894,3209,4584,12478,340,13762911,55,-53.9451399571824,1.95655948031232,33,226,1,0.0872650344600689
3397,7350,77,91,293,4788,851,29871,1729,490,15361,85,3784,3436,4554,12248,340,13921413,54,-53.9451399571824,1.39754248593737,34,226,1,0.828717426160072
3530,7617,80,94,356,5013,843,29837,1853,492,15520,79,3918,3525,4571,11733,402,14306227,56,-53.9451399571824,0.838525491562421,35,226,1,0.685944708438845
3689,7871,83,98,336,5306,873,29846,1889,492,15593,80,3861,3688,4547,12022,402,14768005,58,-53.9451399571824,0.279508497187474,36,226,1,0.267325055095755
3745,7944,82,98,346,5662,860,29912,1853,494,15552,82,3559,3634,4470,11684,402,14998349,56,-53.9451399571824,-0.279508497187474,37,226,1,0.969483564592453
3647,7862,81,96,335,6053,630,29754,2009,502,15330,62,3701,3504,4555,11083,402,16127632,56,-53.9451399571824,-0.838525491562421,38,226,1,0.183774202665835
3601,7810,79,91,345,6617,853,29913,1757,450,15700,77,3500,3710,4660,10990,402,17700282,59,-53.9451399571824,-1.39754248593737,39,226,1,0.299940922944898
3801,8087,84,98,53,8736,953,29924,2205,421,15360,64,3977,3347,4326,10553,402,22408387,56,-53.9451399571824,-2.51557647468726,41,226,1,0.411184890688863
3858,8177,84,97,126,9541,1092,29899,2072,449,15025,64,4052,3359,4352,10931,402,23565001,57,-53.9451399571824,-3.07459346906221,42,226,1,0.236489187115421
3927,8289,83,96,151,10577,1358,29876,1958,494,15064,66,3941,3333,4416,10858,402,23377894,56,-53.9451399571824,-3.63361046343716,43,226,1,0.195055322681085
4063,8467,81,95,299,10829,1497,29869,2055,502,15150,67,3883,3542,4461,11438,402,23007262,57,-53.9451399571824,-4.19262745781211,44,226,1,0.705379279645915
4056,8545,80,94,210,11086,1789,29914,2017,501,15223,75,3561,3647,4333,11759,389,23658453,57,-53.9451399571824,-4.75164445218705,45,226,1,0.180548253665843
4239,8871,81,96,236,11691,1948,29908,1998,497,15316,78,3409,3651,4388,12237,389,24595619,58,-53.9451399571824,-5.310661446562,46,226,1,0.522332917921855
4332,9017,81,96,226,12793,2184,29884,2097,500,15467,78,3241,3623,4405,12240,389,26483801,58,-53.9451399571824,-5.86967844093695,47,226,1,0.296171823286006
4590,9468,83,99,245,14157,2400,29888,2100,497,15621,78,3087,3691,4415,12343,389,28496298,60,-53.9451399571824,-6.4286954353119,48,226,1,0.462781888284344
4755,9779,85,100,267,14630,2595,29890,1979,492,15647,79,2925,3596,4500,12428,389,29765021,60,-53.9451399571824,-6.98771242968684,49,226,1,0.925232416679281
4896,10029,87,102,288,14058,2595,29879,1986,492,15663,79,2900,3505,4626,12552,389,32387244,60,-53.9451399571824,-7.54672942406179,50,226,1,0.215889142296026
4925,10174,87,101,318,14238,2529,29856,1942,489,15679,79,2662,3669,4735,12292,389,34841057,61,-53.9451399571824,-8.10574641843674,51,226,1,0.00100887850701248
4869,10160,86,99,338,14750,2513,29858,1859,486,15747,80,2587,3737,4694,11987,389,36189792,60,-53.9451399571824,-8.66476341281169,52,226,1,0.906606243116842
4823,10193,85,97,377,15189,2491,29867,1863,482,15985,83,2532,3861,4744,11318,339,36550120,60,-53.9451399571824,-9.22378040718663,53,226,1,0.680041945628298
