GOME2_PK_SIF,GOME2_JJ_SIF,OCO2SIF,GOSIF,ELEVATION,BCCMASS,BCdepo,TA,RF,SM,SW,VPD,Ndepo,soilClayContent,soilWaterContent,soilPH,soilBulkDensity,soilTaxa,LAI,longitude,latitude,indRows,indCols,Region,randomNum
3676,8776,75,94,2037,11111,3608,29598,3258,535,13160,37,3347,4697,5223,10514,220,38514277,53,-65.1254798446814,-17.0500183284359,67,206,1,0.383020104064703
3043,7633,72,90,3333,7311,3463,28642,1820,417,15748,29,3276,4855,5288,9827,264,37894406,51,-65.1254798446814,-17.6090353228108,68,206,1,0.991193747568799
3842,7084,81,97,7,5677,1195,29879,1513,292,14975,68,3100,4600,5300,12300,291,3170824,59,-64.5664628503064,10.3418143959365,18,207,1,0.286827284759212
3985,7792,94,112,68,5182,679,29908,2560,419,15235,69,3502,3750,5233,12727,402,17919151,55,-64.5664628503064,6.98771242968684,24,207,1,0.706191429589364
3802,7543,87,104,270,4957,879,29822,4278,501,14345,51,3539,3773,5254,12251,220,16645238,55,-64.5664628503064,6.4286954353119,25,207,1,0.535205897505445
3726,7435,83,102,621,4801,1158,29750,4785,557,14022,45,3408,3784,5109,12144,220,14061571,54,-64.5664628503064,5.86967844093695,26,207,1,0.193211038592101
3699,7373,80,98,802,4711,1807,29718,4092,554,14235,45,3175,3823,4887,12258,220,11459546,53,-64.5664628503064,5.310661446562,27,207,1,0.689435100924171
3450,7398,75,91,599,4435,2117,29422,4351,571,14431,31,3130,4278,4912,11319,264,11157837,49,-64.5664628503064,4.75164445218705,28,207,1,0.0504550031686729
3429,7430,74,90,1086,4284,1816,29375,2528,492,14739,32,3243,4294,4926,11100,327,13934254,51,-64.5664628503064,4.19262745781211,29,207,1,0.184434115699354
3494,7450,75,90,1018,4478,1816,29447,2512,547,15383,39,3410,4328,4935,10925,255,16794697,53,-64.5664628503064,3.63361046343716,30,207,1,0.0456583234773829
3912,7852,82,96,508,4695,1663,29672,3224,538,15434,42,3017,4186,4761,12241,402,18172771,57,-64.5664628503064,3.07459346906221,31,207,1,0.885041502041251
4141,8060,85,98,167,4934,1920,29691,3784,502,15397,34,2900,3983,4612,12850,402,20513513,59,-64.5664628503064,2.51557647468726,32,207,1,0.839794385798114
4246,8348,87,100,234,5673,1708,29635,2381,554,15079,40,3200,3820,4705,12606,402,22673664,57,-64.5664628503064,1.95655948031232,33,207,1,0.118155245153682
4033,7961,82,95,465,5940,2218,29636,2319,502,15212,40,3143,3937,4686,12406,402,23723820,56,-64.5664628503064,1.39754248593737,34,207,1,0.410414853697837
3803,7337,77,89,252,6735,1904,29865,3212,564,14715,36,2521,3947,4520,12208,402,24826159,59,-64.5664628503064,0.838525491562421,35,207,1,0.12022858999065
3687,7139,74,86,115,7211,1640,29859,3101,486,14251,33,2535,3544,4494,12290,402,24740407,58,-64.5664628503064,0.279508497187474,36,207,1,0.572092522260723
3738,7193,75,87,82,7503,1587,29880,3072,484,14251,34,2646,3146,4349,11541,340,22705415,58,-64.5664628503064,-0.279508497187474,37,207,1,0.949390134629152
3716,7143,74,85,63,7726,1757,29866,2895,483,14121,34,2528,3150,4297,9699,340,24300084,58,-64.5664628503064,-0.838525491562421,38,207,1,0.25638515979688
3821,7294,77,88,66,7918,1869,29862,2774,481,14099,34,2597,3175,4311,9128,389,23812918,59,-64.5664628503064,-1.39754248593737,39,207,1,0.989865435151316
3813,7333,77,89,70,8161,1869,29867,2687,478,14282,34,2646,3197,4300,9224,389,23459799,58,-64.5664628503064,-1.95655948031232,40,207,1,0.349808041044371
3853,7456,78,90,52,8878,1829,29897,2747,472,14374,36,2941,3239,4317,10133,389,22468690,59,-64.5664628503064,-2.51557647468726,41,207,1,0.20852237389343
3692,7317,75,87,50,9389,1719,29915,2766,488,14517,38,3072,3262,4360,9849,340,20532427,57,-64.5664628503064,-3.07459346906221,42,207,1,0.665827160044803
3833,7551,77,89,68,9927,1581,29891,2760,462,14417,38,2805,3259,4197,10455,389,20391371,58,-64.5664628503064,-3.63361046343716,43,207,1,0.97334470672087
3751,7486,75,86,79,10257,1664,29879,2663,468,14391,38,2715,3222,4179,10377,389,20367925,58,-64.5664628503064,-4.19262745781211,44,207,1,0.622699821538518
3799,7585,75,86,85,10520,1794,29889,2573,453,14498,41,2736,3236,4181,10693,389,19702132,58,-64.5664628503064,-4.75164445218705,45,207,1,0.0635378925573686
3855,7726,75,87,86,10799,1783,29897,2666,454,14570,43,2673,3341,4191,10668,389,19546119,58,-64.5664628503064,-5.310661446562,46,207,1,0.373509533241305
3870,7798,75,87,88,11156,1759,29921,2590,451,14644,45,2757,3487,4272,11011,389,19247988,58,-64.5664628503064,-5.86967844093695,47,207,1,0.166251535436548
3935,7962,76,88,77,11523,1738,29918,2602,443,14685,47,2868,3613,4254,11195,389,19410388,58,-64.5664628503064,-6.4286954353119,48,207,1,0.231278078105778
3947,8039,75,87,81,11938,1840,29927,2504,441,14660,48,2976,3725,4189,10512,389,20340602,58,-64.5664628503064,-6.98771242968684,49,207,1,0.0522086332938522
3897,8058,73,85,78,13099,1840,29916,2553,438,14655,49,2747,3739,4210,9899,389,22543763,57,-64.5664628503064,-7.54672942406179,50,207,1,0.901756316713514
3915,8151,72,85,100,13762,2016,29908,2428,428,14698,53,2605,3713,4270,10373,389,24763107,57,-64.5664628503064,-8.10574641843674,51,207,1,0.793291699901326
4033,8370,74,87,108,14576,2158,29906,2411,424,14755,54,2668,3758,4212,10800,389,27182247,57,-64.5664628503064,-8.66476341281169,52,207,1,0.373014324844645
4122,8593,76,89,119,15605,2365,29911,2282,430,14984,57,2966,3742,4242,10930,389,28275801,58,-64.5664628503064,-9.22378040718663,53,207,1,0.832054705376542
4398,9237,80,92,130,16930,2716,29887,2303,478,15085,58,3083,3625,4279,10758,389,30921271,60,-64.5664628503064,-9.78279740156158,54,207,1,0.753834556589773
4330,9205,80,92,163,16965,2571,29873,2199,487,15141,60,2893,3689,4389,11179,389,33442096,59,-64.5664628503064,-10.3418143959365,55,207,1,0.621863097261786
4457,9483,84,97,178,15690,2387,29852,2052,473,15190,58,2818,3725,4403,11203,389,34739340,60,-64.5664628503064,-10.9008313903115,56,207,1,0.394093180849151
4441,9549,84,97,162,14518,2449,29861,1949,503,15281,60,2821,3718,4392,10812,402,37298270,60,-64.5664628503064,-11.4598483846864,57,207,1,0.359277961450212
4325,9454,82,94,146,14390,2444,29874,1933,460,15397,62,2749,3680,4414,10057,402,39426715,59,-64.5664628503064,-12.0188653790614,58,207,1,0.0888524608922825
4565,9864,87,98,147,14814,2138,29885,1877,484,15538,67,3005,3605,4615,10255,389,39602019,59,-64.5664628503064,-12.5778823734363,59,207,1,0.341677003639647
4797,10617,90,100,147,15787,2379,29872,1823,491,15455,77,2600,3500,4800,9700,392,39786406,59,-64.5664628503064,-14.2549333565612,62,207,1,0.548670594067366
4797,10617,90,100,153,15512,2440,29832,1958,504,15293,73,2600,3500,4800,9700,370,40428712,59,-64.5664628503064,-14.8139503509361,63,207,1,0.460547461088786
4623,10336,83,93,164,15088,2405,29815,2054,518,15135,70,2600,3800,4800,10400,389,40564316,57,-64.5664628503064,-15.3729673453111,64,207,1,0.64545237343559
4641,10378,85,95,172,14944,2463,29789,2124,516,14940,66,2568,3881,4793,10800,389,40566414,58,-64.5664628503064,-15.931984339686,65,207,1,0.513520841267514
4796,10756,89,99,185,14573,2530,29720,2304,525,14156,56,2580,3844,4950,11130,389,39877192,59,-64.5664628503064,-16.491001334061,66,207,1,0.814426468563278
4138,9628,79,96,293,12901,2764,29669,2975,547,13374,43,2916,4666,5133,10766,220,38810669,56,-64.5664628503064,-17.0500183284359,67,207,1,0.0971832059869966
3435,8306,74,93,1804,9783,3418,28849,1899,430,14940,25,3310,4932,5252,10095,264,38169388,54,-64.5664628503064,-17.6090353228108,68,207,1,0.463713560645511
3314,6237,75,92,0,4959,2070,29598,1181,431,16487,64,3266,4733,5200,10400,265,6383269,54,-64.0074458559315,10.3418143959365,18,208,1,0.589817489604743
3050,5814,73,89,158,6535,2070,29761,772,350,15999,79,3350,4800,5150,9450,265,18715219,52,-64.0074458559315,9.78279740156158,19,208,1,0.187172070539839
4151,7935,97,112,87,5724,568,29950,1808,437,16145,91,4000,3700,5400,13200,265,19327317,54,-64.0074458559315,7.54672942406179,23,208,1,0.611330146637951
4101,7979,97,115,155,4884,633,29863,1986,436,15955,76,3686,3656,5241,12734,402,17435406,56,-64.0074458559315,6.98771242968684,24,208,1,0.051941981368346
3935,7736,91,108,200,4796,749,29786,2669,423,15330,63,3556,3568,5297,12411,402,16238326,57,-64.0074458559315,6.4286954353119,25,208,1,0.575726948453721
3590,7321,79,96,278,4532,1250,29646,4028,453,15121,43,3360,3880,5021,12242,220,13789273,54,-64.0074458559315,5.86967844093695,26,208,1,0.842344701828773
3768,7498,81,97,313,4612,1430,29730,3575,469,15367,41,3433,3812,4965,12408,402,11320202,55,-64.0074458559315,5.310661446562,27,208,1,0.499725973621345
3411,7056,71,87,1077,4709,1486,29604,4022,563,15495,38,3365,4320,4866,11792,402,11088777,52,-64.0074458559315,4.75164445218705,28,208,1,0.439024887659214
3788,7726,80,99,955,4674,1399,29634,3647,542,15422,38,3399,4104,4890,12125,402,14018757,54,-64.0074458559315,4.19262745781211,29,208,1,0.149057083245688
3965,7967,83,102,1066,4829,1399,29626,2056,524,15226,43,3608,4108,4907,12117,402,17030501,55,-64.0074458559315,3.63361046343716,30,208,1,0.0282794508957929
3468,7337,73,90,958,5011,1353,29489,1860,501,15159,42,3269,4222,4874,11518,402,18448900,49,-64.0074458559315,3.07459346906221,31,208,1,0.756669787984348
3902,7941,81,97,471,4960,1816,29426,1910,492,15154,40,3185,4227,4758,11721,402,20577600,54,-64.0074458559315,2.51557647468726,32,208,1,0.79610623594284
4223,8226,86,101,355,5803,1626,29745,1911,489,15531,51,3045,3893,4678,12508,402,22400040,58,-64.0074458559315,1.95655948031232,33,208,1,0.29355559441744
4095,7913,82,94,595,6347,1665,29841,1887,455,15171,54,2792,4174,4640,12498,402,23287013,57,-64.0074458559315,1.39754248593737,34,208,1,0.115206746018031
3639,7094,72,84,101,6605,1727,29873,2809,488,14397,40,2573,3704,4509,12051,402,24270956,58,-64.0074458559315,0.838525491562421,35,208,1,0.375091630987986
3629,7019,72,84,84,7320,1476,29895,2922,474,14375,40,2430,3552,4429,12073,340,24313312,58,-64.0074458559315,0.279508497187474,36,208,1,0.82889374505677
3716,7178,74,86,73,7610,1457,29902,3023,483,14330,38,2760,3257,4337,10837,340,21867675,58,-64.0074458559315,-0.279508497187474,37,208,1,0.841776581954761
3691,7109,73,84,62,7832,1581,29875,2890,480,14093,35,2734,3228,4306,10294,340,24207403,57,-64.0074458559315,-0.838525491562421,38,208,1,0.665238451557799
3873,7397,78,88,65,8043,1747,29865,2811,479,14089,34,2736,3131,4269,9338,389,23695980,59,-64.0074458559315,-1.39754248593737,39,208,1,0.960139975886254
3861,7420,77,87,68,8282,1747,29865,2680,477,14223,34,2774,3121,4272,9855,389,23402431,59,-64.0074458559315,-1.95655948031232,40,208,1,0.943117892210703
3932,7555,78,88,60,9050,1930,29868,2672,475,14249,35,2845,3301,4258,9987,389,22798415,59,-64.0074458559315,-2.51557647468726,41,208,1,0.112699492380728
3860,7544,77,88,47,9549,1899,29875,2670,473,14264,35,2882,3173,4209,9741,389,21277850,59,-64.0074458559315,-3.07459346906221,42,208,1,0.648287449225586
3853,7603,78,89,50,10102,1705,29927,2783,441,14519,40,2895,3217,4167,10741,389,20437503,58,-64.0074458559315,-3.63361046343716,43,208,1,0.48080405167944
3809,7590,76,88,80,10595,1592,29911,2748,463,14538,41,2827,3403,4202,11134,389,20325534,58,-64.0074458559315,-4.19262745781211,44,208,1,0.0665206919491224
3828,7668,75,86,76,10946,1809,29897,2626,458,14479,41,2809,3344,4211,11195,389,19670828,58,-64.0074458559315,-4.75164445218705,45,208,1,0.897771225532002
3844,7754,75,86,79,11235,1877,29910,2628,453,14557,43,2819,3392,4250,10846,389,19560858,58,-64.0074458559315,-5.310661446562,46,208,1,0.497230128936991
3920,7903,76,87,79,11629,1992,29928,2542,451,14607,45,2811,3406,4305,11033,389,19354675,58,-64.0074458559315,-5.86967844093695,47,208,1,0.771303428858631
3941,8017,76,88,69,11961,1908,29909,2607,441,14588,48,2736,3536,4152,10845,389,19620928,58,-64.0074458559315,-6.4286954353119,48,208,1,0.0603622294239692
3905,8045,74,87,70,12414,1994,29909,2568,437,14596,50,2764,3630,4135,10802,389,20624880,57,-64.0074458559315,-6.98771242968684,49,208,1,0.262457464904029
3913,8124,73,86,81,13606,1994,29910,2581,435,14645,51,2778,3738,4192,10695,389,22984304,57,-64.0074458559315,-7.54672942406179,50,208,1,0.651069368702479
3968,8264,73,86,93,14403,2157,29922,2502,426,14733,55,2622,3671,4246,10414,389,25333467,57,-64.0074458559315,-8.10574641843674,51,208,1,0.133603910449774
4068,8456,75,87,101,15261,2261,29935,2385,414,14840,57,2583,3630,4270,10576,389,27695928,58,-64.0074458559315,-8.66476341281169,52,208,1,0.638545736824786
4318,8997,79,91,109,15996,2453,29913,2391,516,14906,62,3125,3725,4228,11106,389,28855874,59,-64.0074458559315,-9.22378040718663,53,208,1,0.384943094967874
4386,9354,80,94,176,16604,2803,29886,2216,511,15205,64,2940,3740,4740,12080,389,33555631,59,-64.0074458559315,-10.3418143959365,55,208,1,0.7656981256747
4330,9291,83,97,214,15384,2845,29750,2480,315,15009,53,2734,3730,4645,11929,389,34756845,59,-64.0074458559315,-10.9008313903115,56,208,1,0.652915682156136
4434,9534,85,97,174,14256,2558,29816,1946,442,15224,59,2755,3645,4485,11407,389,37121599,59,-64.0074458559315,-11.4598483846864,57,208,1,0.381489065282516
4326,9479,81,93,173,14618,2501,29854,1843,503,15491,62,2664,3779,4504,10904,389,39059394,58,-64.0074458559315,-12.0188653790614,58,208,1,0.300018582740438
4131,9327,78,89,161,14858,2135,29876,1868,462,15509,64,2812,3600,4600,11118,389,39145105,58,-64.0074458559315,-12.5778823734363,59,208,1,0.340139555506767
4424,9857,85,97,151,14839,2135,29879,1839,493,15602,67,2883,3700,4716,11483,392,38997165,60,-64.0074458559315,-13.1368993678113,60,208,1,0.918926536712417
4673,10346,88,98,149,15171,2341,29854,1729,491,15427,70,2800,3636,4863,9754,402,39013637,59,-64.0074458559315,-14.2549333565612,62,208,1,0.456266813303239
4746,10548,89,99,156,14986,2375,29791,1928,499,15239,64,2605,3442,4789,9763,402,39978524,58,-64.0074458559315,-14.8139503509361,63,208,1,0.442496952598123
4682,10521,86,95,183,14883,2343,29780,1893,503,15201,68,2510,3760,4830,10740,389,40551971,57,-64.0074458559315,-15.931984339686,65,208,1,0.454185819615522
4872,10952,91,102,189,14933,2326,29744,1920,512,14788,71,2576,3730,4830,11084,389,39846616,59,-64.0074458559315,-16.491001334061,66,208,1,0.94528200918664
4860,10944,91,103,225,14066,2351,29709,2089,521,14235,68,2550,3700,4850,11800,339,38639193,59,-64.0074458559315,-17.0500183284359,67,208,1,0.219118952550175
3812,9034,79,99,1007,12124,3534,29294,1595,405,14194,44,3350,4761,5230,10675,375,37947100,55,-64.0074458559315,-17.6090353228108,68,208,1,0.882402795931734
3708,8843,83,106,2029,9025,2882,29014,1396,418,14843,35,3400,4977,5222,9859,264,37054691,56,-64.0074458559315,-18.1680523171858,69,208,1,0.0198754228247094
3767,7172,82,102,37,4644,926,29593,1540,511,15754,43,3063,4678,5321,11984,375,11904399,48,-63.4484288615565,10.3418143959365,18,209,1,0.34176488323731
3802,7236,80,100,611,5100,926,29834,970,429,15296,70,3166,4733,5366,12466,291,18126654,47,-63.4484288615565,9.78279740156158,19,209,1,0.766027445694415
3888,7656,88,104,292,4498,611,29767,2360,405,15832,66,3469,3672,5190,12500,402,15333975,57,-63.4484288615565,6.4286954353119,25,209,1,0.342803701519393
3519,7195,75,92,310,4371,984,29599,3326,429,15695,47,3298,4094,4907,12077,402,13244678,54,-63.4484288615565,5.86967844093695,26,209,1,0.618806404154405
3798,7524,81,98,391,4623,1648,29738,3166,445,15671,47,3599,3865,5134,12409,402,11041516,56,-63.4484288615565,5.310661446562,27,209,1,0.453021162091896
3639,7324,75,90,730,4815,1269,29634,2902,548,15903,42,3532,4123,4979,11966,402,10950658,54,-63.4484288615565,4.75164445218705,28,209,1,0.0101626026279142
3585,7429,74,90,744,4888,1261,29543,3056,556,15555,39,3399,4390,4845,11327,402,14187765,52,-63.4484288615565,4.19262745781211,29,209,1,0.599081167470487
4132,8116,85,102,769,4950,1261,29670,2362,480,15203,43,3423,4008,4900,12083,402,17502110,57,-63.4484288615565,3.63361046343716,30,209,1,0.601568348358472
4308,8380,87,104,683,5261,1163,29627,2415,472,15307,42,3569,4083,4852,12230,402,19001161,55,-63.4484288615565,3.07459346906221,31,209,1,0.649417450961366
4038,8133,83,101,936,5527,1472,29530,2130,455,15176,40,3382,4230,4765,11644,402,20705774,53,-63.4484288615565,2.51557647468726,32,209,1,0.342720632582221
4191,8085,85,100,448,6118,1493,29840,2443,503,15396,52,3030,4034,4752,12262,402,21852791,58,-63.4484288615565,1.95655948031232,33,209,1,0.493299255574885
4144,7868,82,95,552,6573,1449,29864,2295,489,14912,50,2729,3811,4561,12302,389,22413397,59,-63.4484288615565,1.39754248593737,34,209,1,0.70177394525353
3556,7107,70,82,93,6753,1563,29884,2987,469,14443,47,2988,4291,4659,11720,340,23160550,54,-63.4484288615565,0.838525491562421,35,209,1,0.88780260142949
3666,7102,73,86,69,7234,1396,29920,2704,458,14630,49,2589,3194,4436,11863,340,23459124,58,-63.4484288615565,0.279508497187474,36,209,1,0.0550578461561846
3736,7200,74,87,58,7569,1440,29904,2808,481,14388,42,2872,3074,4353,10385,340,22810414,58,-63.4484288615565,-0.279508497187474,37,209,1,0.0983619505457304
3766,7241,75,87,57,7836,1420,29889,2894,480,14048,37,3088,3059,4297,10346,340,22260080,58,-63.4484288615565,-0.838525491562421,38,209,1,0.649782785472762
3850,7375,77,88,61,8127,1630,29871,2789,478,14055,34,2923,3191,4245,10251,389,23462105,59,-63.4484288615565,-1.39754248593737,39,209,1,0.764070891236327
3895,7466,78,88,64,8411,1630,29866,2673,475,14162,34,2771,3119,4227,9332,389,23287695,59,-63.4484288615565,-1.95655948031232,40,209,1,0.98795894159784
3899,7530,78,87,63,9273,1912,29869,2690,474,14214,35,2699,3183,4215,9350,389,22912904,59,-63.4484288615565,-2.51557647468726,41,209,1,0.125324791415593
3882,7575,77,88,58,9835,1877,29873,2751,473,14254,35,2783,3141,4154,9588,389,21629357,59,-63.4484288615565,-3.07459346906221,42,209,1,0.3644771752026
3894,7684,78,91,45,10450,1674,29935,2838,426,14534,41,3025,3074,4192,10716,389,20251815,58,-63.4484288615565,-3.63361046343716,43,209,1,0.676230090282253
3915,7761,78,91,71,10964,1599,29948,2795,458,14436,43,3167,3196,4220,11229,389,17576051,58,-63.4484288615565,-4.19262745781211,44,209,1,0.375758171217492
3876,7758,76,87,73,11340,1819,29898,2785,460,14471,40,2938,3300,4136,11022,389,19608219,58,-63.4484288615565,-4.75164445218705,45,209,1,0.863458491467109
3813,7731,74,87,71,11671,1882,29920,2654,453,14579,44,2937,3323,4252,11141,389,19590335,58,-63.4484288615565,-5.310661446562,46,209,1,0.291976750986029
3909,7930,75,87,62,12031,1985,29936,2554,455,14596,45,2870,3364,4267,10689,389,19568049,58,-63.4484288615565,-5.86967844093695,47,209,1,0.133474990584297
3939,8027,75,88,73,12370,1869,29909,2666,443,14547,48,2830,3554,4185,10689,389,20042008,58,-63.4484288615565,-6.4286954353119,48,209,1,0.672650514427429
3959,8161,75,88,80,12846,2095,29913,2627,437,14594,50,2803,3603,4125,10819,389,21193435,58,-63.4484288615565,-6.98771242968684,49,209,1,0.202584980871927
3927,8177,73,86,84,14087,2095,29921,2577,432,14692,52,2731,3656,4191,10572,389,23865387,57,-63.4484288615565,-7.54672942406179,50,209,1,0.868515198201092
4019,8370,74,87,91,14785,2278,29939,2502,419,14775,56,2755,3725,4285,11236,389,26474184,58,-63.4484288615565,-8.10574641843674,51,209,1,0.751157321899609
4092,8523,76,89,97,15595,2380,29950,2428,437,14843,59,2816,3773,4270,11260,389,28521869,58,-63.4484288615565,-8.66476341281169,52,209,1,0.419379649992969
4240,8861,79,92,101,16245,2530,29927,2326,514,14946,66,3300,3533,4233,11366,389,29730380,59,-63.4484288615565,-9.22378040718663,53,209,1,0.000231065199416736
4416,9435,81,93,173,15870,2771,29887,2207,507,15249,69,2620,3673,4560,12066,389,33782702,59,-63.4484288615565,-10.3418143959365,55,209,1,0.149463732367703
4368,9369,83,97,286,15197,2784,29774,2367,461,15241,58,2782,3762,4721,12059,389,34791857,59,-63.4484288615565,-10.9008313903115,56,209,1,0.273834301544268
4236,9287,81,93,200,14611,2643,29819,2003,334,15292,61,2526,3601,4608,11744,389,36768258,58,-63.4484288615565,-11.4598483846864,57,209,1,0.87242501896288
4220,9382,79,90,190,14970,2568,29869,1878,499,15508,65,2592,3692,4577,11281,389,38324753,58,-63.4484288615565,-12.0188653790614,58,209,1,0.601251143911812
4173,9453,79,91,179,15080,2304,29882,1820,465,15492,66,2879,3653,4610,11215,389,38231277,58,-63.4484288615565,-12.5778823734363,59,209,1,0.321188452831265
4505,10079,87,99,148,15024,2304,29861,1910,498,15566,64,2941,3755,4715,11402,389,37730613,60,-63.4484288615565,-13.1368993678113,60,209,1,0.284293074456312
4983,10948,96,108,145,14939,2267,29883,1729,485,15596,73,2800,3966,4900,11350,392,37308434,61,-63.4484288615565,-13.6959163621862,61,209,1,0.435315805784207
4905,10938,97,110,156,14518,2211,29835,1881,498,15454,64,2809,3887,4941,10990,389,37468100,61,-63.4484288615565,-14.2549333565612,62,209,1,0.903759051181981
4789,10802,94,106,170,14041,2172,29787,1797,498,15269,62,2702,3695,5010,11310,389,39078149,60,-63.4484288615565,-14.8139503509361,63,209,1,0.925105644987009
4870,10942,94,106,177,13710,2165,29780,1783,497,15258,65,2633,3400,5200,11683,389,40598564,60,-63.4484288615565,-15.3729673453111,64,209,1,0.505292452205831
4653,10505,84,93,186,13839,2359,29772,1800,501,15246,68,2533,3833,4966,10866,318,41010022,58,-63.4484288615565,-15.931984339686,65,209,1,0.62758180927003
4033,9467,83,103,556,13528,2203,29545,1312,360,14794,70,3230,4870,5220,10720,255,37502522,56,-63.4484288615565,-17.6090353228108,68,209,1,0.71926392682241
3872,9160,84,105,1619,12245,2120,29408,1256,379,15266,66,3350,5000,5187,9762,375,37056990,56,-63.4484288615565,-18.1680523171858,69,209,1,0.0239128813596552
4164,7773,90,107,215,4528,610,29806,1822,530,15861,43,3094,3989,5400,11847,255,6249213,50,-62.8894118671816,10.3418143959365,18,210,1,0.5749325019969
3929,7405,82,96,167,4609,610,29876,1466,491,15291,58,3355,3560,5202,11416,340,17405532,52,-62.8894118671816,9.78279740156158,19,210,1,0.0465344640640383
3801,7169,79,91,94,4704,538,29977,1205,447,15758,90,3300,3500,5100,11800,291,18423536,52,-62.8894118671816,9.22378040718663,20,210,1,0.422531388268483
4018,7931,97,115,204,4496,515,29863,1867,403,16826,73,3700,4100,5000,12300,291,14589445,52,-62.8894118671816,7.54672942406179,23,210,1,0.467734261291993
3926,7813,93,112,315,4441,659,29874,1887,345,16536,73,3412,3558,5100,12645,255,15127254,56,-62.8894118671816,6.98771242968684,24,210,1,0.0226279867559067
3784,7571,86,103,340,4245,940,29764,1925,412,15953,68,3337,3823,5074,12279,255,14453993,56,-62.8894118671816,6.4286954353119,25,210,1,0.0650740424646463
3640,7384,79,97,541,4003,1555,29695,2551,414,15811,54,3517,4033,5043,11991,402,12747028,56,-62.8894118671816,5.86967844093695,26,210,1,0.923956335725144
3817,7556,80,98,479,4211,1410,29727,3155,441,15564,48,3662,3890,5139,12295,220,10820868,57,-62.8894118671816,5.310661446562,27,210,1,0.53414286394427
3737,7464,75,92,486,4666,1222,29714,2845,513,15888,44,3746,3843,5048,12373,255,10869932,56,-62.8894118671816,4.75164445218705,28,210,1,0.366796468997375
4076,7946,83,102,732,4943,1122,29636,2150,513,15707,46,3661,4032,4950,12258,402,14391691,57,-62.8894118671816,4.19262745781211,29,210,1,0.363946179540744
4153,8118,85,103,628,5284,1122,29726,2616,538,15359,47,3263,4382,4887,11898,402,17985785,56,-62.8894118671816,3.63361046343716,30,210,1,0.151373665826451
4484,8505,90,108,434,5624,1036,29722,2179,491,15357,48,3371,3788,4731,12241,402,19556049,58,-62.8894118671816,3.07459346906221,31,210,1,0.149608598632666
4501,8500,89,108,639,5920,1219,29733,1989,470,15167,49,3303,3858,4731,12380,402,20834245,58,-62.8894118671816,2.51557647468726,32,210,1,0.350802091637144
4277,8084,84,99,608,6506,1289,29860,2124,484,15241,56,3077,3745,4756,12423,402,21310599,59,-62.8894118671816,1.95655948031232,33,210,1,0.335966095668561
4113,7791,81,93,149,6593,1422,29867,2481,504,14781,47,2806,3472,4607,12507,389,21546873,59,-62.8894118671816,1.39754248593737,34,210,1,0.784027846268716
3759,7236,72,84,479,6930,1446,29888,2151,452,14437,52,2558,3643,4469,12060,340,22048767,58,-62.8894118671816,0.838525491562421,35,210,1,0.486739211626018
3560,6938,69,82,52,7200,1378,29924,2590,449,14581,50,2616,3250,4433,11366,340,22580237,56,-62.8894118671816,0.279508497187474,36,210,1,0.464798012873766
3787,7291,76,89,48,7485,1415,29898,2804,511,14363,43,3082,3110,4339,10289,340,22845131,58,-62.8894118671816,-0.279508497187474,37,210,1,0.13125255159679
3770,7252,75,88,45,7773,1389,29911,2847,507,14034,39,3195,3030,4309,9123,340,20322269,58,-62.8894118671816,-0.838525491562421,38,210,1,0.886391470888295
3905,7461,78,89,54,8123,1449,29875,2935,485,14067,34,3084,3271,4219,10596,389,22016308,59,-62.8894118671816,-1.39754248593737,39,210,1,0.674557425628767
3897,7477,78,89,56,8493,1449,29868,2747,475,14147,34,2740,3192,4235,9022,340,22603747,59,-62.8894118671816,-1.95655948031232,40,210,1,0.835159638023036
3928,7582,79,89,62,9597,1899,29873,2735,473,14245,36,2800,3180,4162,9186,389,22998377,59,-62.8894118671816,-2.51557647468726,41,210,1,0.656487934875432
3912,7644,77,89,59,10209,1900,29879,2826,474,14287,36,2861,3141,4152,10073,389,20064818,59,-62.8894118671816,-3.07459346906221,42,210,1,0.983916976496475
3895,7716,77,91,50,10875,1800,29935,2849,488,14545,40,3047,3204,4285,11079,340,19021695,58,-62.8894118671816,-3.63361046343716,43,210,1,0.979789871891285
3822,7702,76,89,47,11400,1761,29938,2856,459,14426,41,2936,3275,4136,11270,389,19779317,58,-62.8894118671816,-4.19262745781211,44,210,1,0.250153013597979
3821,7714,75,87,61,11791,1884,29919,2707,461,14443,41,2923,3334,4126,11028,389,19533983,58,-62.8894118671816,-4.75164445218705,45,210,1,0.62457070354219
3835,7778,74,88,61,12076,1916,29933,2607,457,14530,44,2972,3450,4217,11308,389,19600556,57,-62.8894118671816,-5.310661446562,46,210,1,0.728242423153538
3881,7951,74,88,46,12373,1917,29919,2645,453,14558,44,2718,3352,4159,9483,389,19746920,58,-62.8894118671816,-5.86967844093695,47,210,1,0.498170315267308
3917,8040,74,87,70,12707,1884,29915,2710,444,14566,48,2759,3432,4207,9497,389,20284660,57,-62.8894118671816,-6.4286954353119,48,210,1,0.849828294959274
3965,8191,75,88,77,13132,2133,29933,2602,434,14606,51,2912,3819,4287,11046,389,21427720,58,-62.8894118671816,-6.98771242968684,49,210,1,0.190918203621887
3960,8250,74,88,75,14295,2133,29944,2573,421,14664,52,2789,3744,4215,11128,389,24170901,58,-62.8894118671816,-7.54672942406179,50,210,1,0.124143787222168
