GPP_cedar,GPP_fluxsat,GPP_zhang,GPP_MOD17A3HGF,GOME2_PK_SIF,GOME2_JJ_SIF,OCO2SIF,GOSIF,SIFOCO2,ELEVATION,BCCMASS,BCdepo,TA,RF,SM,SW,VPD,soilClayContent,soilWaterContent,soilPH,soilBulkDensity,soilTaxa,Ndepo,LAI,BIOMASS,longitude,latitude,indRows,indCols,Region,randomNum
8.27,8.37,8,7.80821917808219,0.4577,0.952,0.425,0.388,0.398,242,12338,1983,29838,2009,478,15222,59,2663,3599,4543,11884,389,25532516,59,28836,-67.9205648165561,-11.4598483846864,57,201,1,0.2068487698259
8.31,8.5,8.21917808219178,7.83561643835616,0.456,0.9573,0.425,0.392,0.402,237,12069,2033,29832,2116,498,15209,61,2734,3852,4612,11307,402,26450286,59,29304,-67.9205648165561,-12.0188653790614,58,201,1,0.105165521104586
8.29,7.3,8.16438356164384,7.83561643835616,0.4531,0.958,0.42,0.384,0.397,208,12171,2029,29836,2213,509,15116,64,2639,3802,4756,11353,402,27765132,59,29373,-67.9205648165561,-12.5778823734363,59,201,1,0.153632517968856
8.26,7.2,7.75342465753425,7.91780821917808,0.4589,0.9764,0.435,0.388,0.404,207,12278,2029,29836,2257,503,15008,67,2525,3654,4829,11661,389,30644510,58,28493,-67.9205648165561,-13.1368993678113,60,201,1,0.873329549947576
8.43,7.88,7.67123287671233,7.97260273972603,0.4662,0.994,0.45,0.412,0.413,340,11917,2042,29793,2067,508,15019,65,2683,3808,5012,12121,255,33451628,59,28628,-67.9205648165561,-13.6959163621862,61,201,1,0.724371498334733
8.51,8.13,7.15068493150685,7.91780821917808,0.4293,0.9378,0.42,0.408,0.394,963,11105,2035,29664,1868,431,14615,58,3094,4215,5192,12217,255,34156928,57,28540,-67.9205648165561,-14.2549333565612,62,201,1,0.00358417601612571
8.33,7.78,6.87671232876712,7.75342465753425,0.4018,0.9036,0.405,0.4,0.377,1573,10011,2086,29392,3738,471,13115,27,3241,4621,5235,11515,264,33703658,56,29173,-67.9205648165561,-14.8139503509361,63,201,1,0.810415238012061
8.33,7.06,6.35616438356164,7.75342465753425,0.387,0.8832,0.385,0.38,0.359,1664,8781,2551,29351,3058,465,12636,31,3325,4884,5229,10441,375,33176289,53,28954,-67.9205648165561,-15.3729673453111,64,201,1,0.245622407967823
7.7,5.71,5.6986301369863,7.86301369863014,0.304,0.7357,0.32,0.324,0.31,3710,7497,3044,29178,4019,478,12856,30,3269,4824,5225,9846,261,32518106,48,27700,-67.9205648165561,-15.931984339686,65,201,1,0.885936548815393
6.64,5.3,5.04109589041096,7.15068493150685,0.1882,0.5288,0.25,0.26,0.244,4366,5768,2407,28075,1693,419,16567,18,2820,4860,5300,9340,256,29184102,39,26580,-67.9205648165561,-16.491001334061,66,201,1,0.839280649475202
8,5.93,7.26027397260274,8.49315068493151,0.2981,0.5908,0.335,0.352,0.298,12,5846,1203,29565,1533,435,16350,56,2840,4440,5100,10700,265,11416050,49,28880,-67.3615478221812,10.3418143959365,18,202,1,0.355567385189081
8.19,7.44,6.84931506849315,7.72602739726027,0.3983,0.757,0.405,0.388,0.373,74,5268,1410,29931,2782,483,15463,65,3032,4451,4689,12756,265,25753183,59,23729,-67.3615478221812,5.86967844093695,26,202,1,0.315247116832202
8.16,7.11,6.54794520547945,7.3972602739726,0.3838,0.731,0.385,0.376,0.362,84,5095,1888,29841,3114,510,14902,45,2955,4233,4792,12582,255,23176896,58,24761,-67.3615478221812,5.310661446562,27,202,1,0.154186308339116
7.99,7.33,5.86301369863014,6.95890410958904,0.3488,0.6786,0.345,0.34,0.336,103,4801,1527,29806,4271,509,14381,33,2910,4227,4826,12171,255,22616911,55,23673,-67.3615478221812,4.75164445218705,28,202,1,0.388423229604318
8.21,7.44,6.13698630136986,6.93150684931507,0.3705,0.6969,0.375,0.36,0.359,104,5219,1482,29856,3476,499,14421,34,2796,3803,4739,12851,340,22439002,57,23784,-67.3615478221812,4.19262745781211,29,202,1,0.305439848198947
8.32,6.93,5.78082191780822,6.82191780821918,0.364,0.6826,0.37,0.34,0.338,104,5740,1482,29875,3311,566,14241,37,2252,3073,4904,12778,340,22782161,57,26952,-67.3615478221812,3.63361046343716,30,202,1,0.82117581307302
8.27,7.58,5.45205479452055,6.68493150684932,0.3399,0.6424,0.345,0.32,0.325,108,5845,1379,29864,3386,571,14041,34,2125,3057,4850,12464,340,23072899,56,28908,-67.3615478221812,3.07459346906221,31,202,1,0.279882346584207
8.27,7.9,5.67123287671233,6.71232876712329,0.3421,0.6488,0.355,0.332,0.337,133,5932,1403,29859,3463,574,13931,32,2100,3137,4881,12519,340,23508104,56,31963,-67.3615478221812,2.51557647468726,32,202,1,0.851453947760294
8.34,8.04,5.83561643835616,6.71232876712329,0.3461,0.6567,0.365,0.34,0.347,161,6210,1563,29844,3531,494,13974,31,2181,3146,4861,12217,340,24025381,57,32612,-67.3615478221812,1.95655948031232,33,202,1,0.195285155964464
8.35,8.06,5.89041095890411,6.71232876712329,0.3476,0.6637,0.37,0.344,0.347,159,6376,1768,29842,3668,495,13988,30,2192,3119,4657,12002,340,24268863,57,32706,-67.3615478221812,1.39754248593737,34,202,1,0.355002466794182
8.36,8.04,5.72602739726027,6.79452054794521,0.3406,0.6452,0.355,0.332,0.337,109,6567,2002,29860,3457,492,13897,31,1997,3347,4578,11391,340,24318062,56,31265,-67.3615478221812,0.838525491562421,35,202,1,0.345975581098889
8.39,8.12,5.83561643835616,6.98630136986301,0.3505,0.6591,0.365,0.34,0.343,106,6804,1752,29864,3399,481,13876,32,2056,3405,4519,11088,340,23497193,56,31356,-67.3615478221812,0.279508497187474,36,202,1,0.585631351305979
8.36,8.03,5.80821917808219,7.12328767123288,0.3349,0.6336,0.345,0.328,0.335,101,7084,1756,29857,3262,455,13920,31,1927,3353,4512,9905,340,23391363,55,31808,-67.3615478221812,-0.279508497187474,37,202,1,0.456250795406776
8.33,8.02,5.89041095890411,7.17808219178082,0.3365,0.6404,0.35,0.328,0.335,99,7336,1868,29855,3058,490,14006,32,2014,3459,4396,9355,340,23042613,55,31126,-67.3615478221812,-0.838525491562421,38,202,1,0.0384487116383723
8.36,8.05,6.21917808219178,7.26027397260274,0.3579,0.6806,0.375,0.344,0.344,96,7573,1884,29853,3135,499,14051,32,2409,3421,4351,10071,340,21943574,57,32290,-67.3615478221812,-1.39754248593737,39,202,1,0.380015594346897
8.29,7.98,6.6027397260274,7.26027397260274,0.3634,0.7031,0.385,0.356,0.361,87,7860,1884,29851,3100,487,14036,31,2687,3463,4320,10379,389,21213839,57,31945,-67.3615478221812,-1.95655948031232,40,202,1,0.546487045006288
8.24,7.89,6.76712328767123,7.20547945205479,0.366,0.7122,0.39,0.36,0.364,109,8490,1576,29876,3057,480,13991,33,2772,3499,4334,9735,389,20677104,57,31376,-67.3615478221812,-2.51557647468726,41,202,1,0.0682580666253524
8.19,7.59,6.87671232876712,7.36986301369863,0.3726,0.7281,0.39,0.36,0.362,89,8700,1735,29882,3007,480,14043,34,2996,3621,4303,10205,389,19984744,58,31596,-67.3615478221812,-3.07459346906221,42,202,1,0.213226465005379
8.26,7.97,6.73972602739726,7.45205479452055,0.3608,0.7169,0.38,0.348,0.355,78,8905,1764,29874,2838,481,14153,34,2808,3608,4277,9510,389,19705980,57,33259,-67.3615478221812,-3.63361046343716,43,202,1,0.771897567107188
8.27,8.08,6.71232876712329,7.50684931506849,0.3642,0.726,0.375,0.344,0.349,105,9138,1728,29865,2835,478,14213,35,2777,3710,4251,9629,389,19002807,57,34133,-67.3615478221812,-4.19262745781211,44,202,1,0.630379369335341
8.25,8.06,6.68493150684932,7.50684931506849,0.3652,0.7315,0.375,0.344,0.35,111,9369,1776,29863,2768,546,14386,38,2739,3727,4219,9253,389,18375681,57,35276,-67.3615478221812,-4.75164445218705,45,202,1,0.808721360720695
8.29,7.97,6.76712328767123,7.56164383561644,0.3785,0.7559,0.385,0.348,0.356,125,9590,1823,29883,2659,489,14474,40,2738,3906,4211,9966,389,18180138,58,34228,-67.3615478221812,-5.310661446562,46,202,1,0.0214900082320982
8.25,8.04,6.63013698630137,7.58904109589041,0.376,0.7583,0.375,0.348,0.35,139,9773,1811,29874,2663,516,14510,41,2706,3901,4163,10129,389,17802137,58,34724,-67.3615478221812,-5.86967844093695,47,202,1,0.0117568878880779
8.24,8.17,6.6027397260274,7.67123287671233,0.3814,0.7705,0.375,0.352,0.354,118,10006,1675,29868,2553,543,14571,44,2712,3958,4161,9647,389,17958470,57,34450,-67.3615478221812,-6.4286954353119,48,202,1,0.398796665192688
8.24,8.3,6.57534246575342,7.6986301369863,0.3895,0.7923,0.38,0.352,0.356,143,10273,1590,29875,2412,530,14632,48,2696,4000,4172,9869,389,19015981,58,33116,-67.3615478221812,-6.98771242968684,49,202,1,0.209695674834458
8.23,8.29,6.6027397260274,7.72602739726027,0.3969,0.8083,0.38,0.356,0.356,153,10926,1590,29872,2409,530,14710,48,2726,3799,4162,10005,389,21529701,58,32265,-67.3615478221812,-7.54672942406179,50,202,1,0.587914740177718
8.24,8.33,6.68493150684932,7.75342465753425,0.4133,0.8356,0.39,0.36,0.364,173,11368,1660,29875,2232,428,14910,49,2783,3816,4183,10944,389,23862761,58,31557,-67.3615478221812,-8.10574641843674,51,202,1,0.822721895086327
8.25,8.36,6.87671232876712,7.78082191780822,0.4325,0.8699,0.405,0.372,0.379,173,12530,1808,29879,2242,427,14977,50,2845,3823,4181,11015,389,24982514,58,31515,-67.3615478221812,-8.66476341281169,52,202,1,0.749075982358463
8.3,8.4,7.17808219178082,7.78082191780822,0.4572,0.916,0.42,0.384,0.394,176,13464,2011,29869,2182,490,15022,55,2875,3818,4181,11154,389,25210381,59,30021,-67.3615478221812,-9.22378040718663,53,202,1,0.929144914732334
8.14,7.27,7.20547945205479,7.75342465753425,0.4608,0.9244,0.415,0.372,0.397,184,13557,1944,29865,2065,515,15121,58,2900,4200,4400,11700,389,25697573,59,18300,-67.3615478221812,-9.78279740156158,54,202,1,0.524545534321685
8.31,8.59,7.75342465753425,7.78082191780822,0.4676,0.9555,0.435,0.392,0.4,183,13245,1992,29858,2002,517,15229,59,2954,3793,4438,11400,389,26119022,59,28493,-67.3615478221812,-10.3418143959365,55,202,1,0.538645416634196
8.34,8.52,7.89041095890411,7.75342465753425,0.4679,0.961,0.435,0.396,0.402,202,12958,2043,29842,2049,463,15204,57,3005,3804,4426,11047,389,26317694,59,29719,-67.3615478221812,-10.9008313903115,56,202,1,0.667294499380659
8.31,8.28,8.08219178082192,7.72602739726027,0.4593,0.9577,0.425,0.388,0.401,215,12844,2186,29846,2012,463,15212,58,2933,3615,4402,11167,389,26526980,59,30207,-67.3615478221812,-11.4598483846864,57,202,1,0.871261196741571
8.29,8.29,8.16438356164384,7.75342465753425,0.453,0.9572,0.42,0.388,0.401,203,12967,2296,29838,2096,501,15223,62,2760,3730,4453,10953,402,27441777,59,30444,-67.3615478221812,-12.0188653790614,58,202,1,0.181324929181593
8.26,7.68,8.10958904109589,7.80821917808219,0.4487,0.9562,0.415,0.38,0.396,206,13131,2229,29842,2146,506,15167,65,2668,3771,4621,10784,402,28708555,58,30076,-67.3615478221812,-12.5778823734363,59,202,1,0.699106624590959
8.08,6.05,7.75342465753425,7.80821917808219,0.4482,0.9629,0.42,0.376,0.397,192,13207,2229,29849,2188,503,15093,68,2604,3833,4747,11004,402,31475154,58,28166,-67.3615478221812,-13.1368993678113,60,202,1,0.188910203261924
8.4,7.2,7.94520547945205,7.91780821917808,0.4719,1.0083,0.455,0.412,0.424,231,13105,2198,29821,2155,470,15082,64,2629,3855,4894,11161,389,34176986,59,29661,-67.3615478221812,-13.6959163621862,61,202,1,0.199816212424685
8.52,8.18,7.6986301369863,8.02739726027397,0.4682,1.0041,0.455,0.42,0.418,467,12729,2139,29809,2059,485,14890,63,2703,3981,5125,12062,389,34873837,59,28644,-67.3615478221812,-14.2549333565612,62,202,1,0.770965949106791
8.48,8.48,7.31506849315068,7.94520547945205,0.4508,0.9841,0.435,0.42,0.409,851,12003,2085,29598,2519,443,13667,40,3080,4255,5179,12602,255,34537222,58,28514,-67.3615478221812,-14.8139503509361,63,202,1,0.529896188205266
8.45,8.49,6.93150684931507,7.75342465753425,0.4256,0.9545,0.42,0.412,0.4,1094,10774,2695,29488,2564,456,13239,33,3226,4704,5263,11753,375,34125225,55,28657,-67.3615478221812,-15.3729673453111,64,202,1,0.00471463719527176
8.11,7.37,5.83561643835616,7.86301369863014,0.3303,0.7968,0.35,0.348,0.326,1480,8881,2973,29235,2554,462,13145,27,3415,4929,5181,9639,375,33531123,50,28825,-67.3615478221812,-15.931984339686,65,202,1,0.955361050072058
7.7,6.49,5.26027397260274,7.61643835616438,0.2517,0.6617,0.31,0.304,0.272,3204,6792,2601,28642,1909,447,14555,22,3156,4756,5206,8987,261,30352403,45,27487,-67.3615478221812,-16.491001334061,66,202,1,0.877279000485839
8.72,7.64,8.68493150684932,8.79452054794521,0.3968,0.749,0.41,0.412,0.366,542,5846,1036,29681,1339,489,16557,55,3230,4480,5220,12400,375,11035091,53,29780,-66.8025308278062,10.3418143959365,18,203,1,0.872308896383523
8.5,7.72,8.19178082191781,8.24657534246575,0.3672,0.6968,0.38,0.388,0.341,481,6562,1036,29790,1478,485,16508,77,3050,4550,5200,12100,19,25895047,51,28350,-66.8025308278062,9.78279740156158,19,203,1,0.494025234903589
8.14,6.25,7.23287671232877,7.45205479452055,0.3582,0.737,0.395,0.38,0.356,44,6636,1079,29998,2570,404,16094,93,3100,4600,4700,12800,262,26555418,54,28900,-66.8025308278062,6.98771242968684,24,203,1,0.531101692692875
8.45,6.43,7.12328767123288,7.91780821917808,0.3873,0.7485,0.405,0.392,0.373,79,5904,1363,29702,2477,446,14985,60,3117,4342,4755,12742,265,25219636,58,28882,-66.8025308278062,6.4286954353119,25,203,1,0.0322607179908051
8.35,7.68,6.54794520547945,7.89041095890411,0.3484,0.7204,0.37,0.364,0.345,190,5268,1429,29509,3352,515,14713,40,3123,4416,4784,12070,327,22547337,56,28098,-66.8025308278062,5.86967844093695,26,203,1,0.750156708319586
8.57,8.13,6.57534246575342,7.72602739726027,0.3663,0.7267,0.38,0.38,0.361,442,5095,1216,29627,2757,528,15223,43,3175,4356,4859,12186,327,19855112,57,28094,-66.8025308278062,5.310661446562,27,203,1,0.758352012919249
8.38,7.75,5.72602739726027,6.93150684931507,0.3167,0.6836,0.33,0.336,0.325,635,4801,1496,29667,2539,478,15194,52,3047,4244,4936,11084,327,19173693,53,29727,-66.8025308278062,4.75164445218705,28,203,1,0.583562739006172
8.56,7.41,6.46575342465753,7.06849315068493,0.3859,0.7232,0.395,0.38,0.376,343,5219,2037,29878,2750,470,14937,51,2976,4006,4856,12584,255,20036041,59,27882,-66.8025308278062,4.19262745781211,29,203,1,0.370117008266112
8.26,7.25,5.64383561643836,6.76712328767123,0.3444,0.6485,0.34,0.328,0.327,111,5740,2037,29864,3792,551,14514,34,2463,3370,4829,12801,340,20958901,56,25715,-66.8025308278062,3.63361046343716,30,203,1,0.491999937510986
8.36,7.64,5.64383561643836,6.71232876712329,0.3449,0.6535,0.345,0.324,0.327,112,5845,1667,29860,3725,564,14397,33,2220,3216,4758,12740,340,21438804,56,30948,-66.8025308278062,3.07459346906221,31,203,1,0.527182458093841
8.35,7.75,5.58904109589041,6.71232876712329,0.3354,0.6358,0.34,0.32,0.323,111,5932,1382,29866,3711,574,14360,33,2067,3150,4829,12440,340,22580832,55,31427,-66.8025308278062,2.51557647468726,32,203,1,0.448724465375686
8.4,7.87,5.61643835616438,6.73972602739726,0.3363,0.6398,0.35,0.324,0.329,109,6210,1633,29866,3675,568,14439,32,2018,3080,4609,12033,340,23797252,56,31744,-66.8025308278062,1.95655948031232,33,203,1,0.142400905148274
8.35,7.98,5.78082191780822,6.76712328767123,0.3388,0.6468,0.355,0.332,0.337,109,6376,2044,29861,3764,522,14327,32,2214,3174,4458,12428,340,24382334,56,31200,-66.8025308278062,1.39754248593737,34,203,1,0.652743732329403
8.32,8.05,5.86301369863014,6.87671232876712,0.3428,0.6581,0.365,0.336,0.343,101,6567,2430,29827,3131,490,14193,31,2309,3435,4505,12077,340,24816887,56,31138,-66.8025308278062,0.838525491562421,35,203,1,0.674670288382137
8.43,8.28,6.43835616438356,7.15068493150685,0.385,0.7285,0.41,0.372,0.379,105,6804,1694,29842,2967,488,14275,31,2540,3325,4428,12265,340,24374157,59,30177,-66.8025308278062,0.279508497187474,36,203,1,0.749762774891718
8.44,8.14,6.46575342465753,7.20547945205479,0.3745,0.7053,0.395,0.364,0.37,105,7084,1696,29859,3048,479,14238,31,2640,3140,4416,11562,340,23738125,58,31862,-66.8025308278062,-0.279508497187474,37,203,1,0.3059258561246
8.34,8.05,6.19178082191781,7.23287671232877,0.3493,0.6642,0.365,0.34,0.35,77,7336,1802,29851,3008,487,14188,32,2289,3243,4393,9695,340,23600604,56,31633,-66.8025308278062,-0.838525491562421,38,203,1,0.804347592128608
8.28,8.04,6.38356164383562,7.26027397260274,0.3624,0.6915,0.38,0.348,0.353,87,7573,1768,29857,3029,505,14202,33,2503,3343,4349,9182,340,22507951,57,32563,-66.8025308278062,-1.39754248593737,39,203,1,0.299966798532055
8.13,7.85,6.65753424657534,7.20547945205479,0.3755,0.721,0.39,0.356,0.36,79,7860,1768,29891,3091,495,14227,35,2946,3400,4328,9892,389,21798474,58,30826,-66.8025308278062,-1.95655948031232,40,203,1,0.274086675032318
8.13,7.59,6.93150684931507,7.20547945205479,0.3839,0.7385,0.4,0.364,0.365,61,8490,1430,29905,3028,477,14181,35,3046,3535,4394,10117,394,21063951,58,29415,-66.8025308278062,-2.51557647468726,41,203,1,0.270484982062664
8.18,7.81,6.76712328767123,7.36986301369863,0.3665,0.7224,0.385,0.348,0.356,62,8700,1697,29869,3015,488,14147,33,2795,3291,4302,9768,389,20682981,57,33189,-66.8025308278062,-3.07459346906221,42,203,1,0.763490929279078
8.26,8.02,6.76712328767123,7.45205479452055,0.3658,0.7254,0.38,0.348,0.354,83,8905,1714,29864,2748,557,14251,36,2775,3488,4310,9774,389,20262111,57,34152,-66.8025308278062,-3.63361046343716,43,203,1,0.31857521544177
8.26,8.07,6.82191780821918,7.47945205479452,0.372,0.738,0.385,0.348,0.355,92,9138,1710,29873,2702,512,14373,37,2880,3736,4270,10425,389,19416423,58,33962,-66.8025308278062,-4.19262745781211,44,203,1,0.357004448273479
8.28,8,6.79452054794521,7.47945205479452,0.3765,0.7471,0.385,0.348,0.357,102,9369,1729,29874,2671,502,14502,38,2819,3822,4203,10468,389,18769238,58,34016,-66.8025308278062,-4.75164445218705,45,203,1,0.675481877125386
8.26,8.01,6.76712328767123,7.53424657534247,0.3796,0.7573,0.38,0.344,0.35,93,9590,1764,29869,2677,535,14520,40,2724,3711,4136,9576,389,18556570,58,35043,-66.8025308278062,-5.310661446562,46,203,1,0.0335382250580746
8.26,8.18,6.71232876712329,7.56164383561644,0.3783,0.7623,0.375,0.348,0.352,112,9773,1798,29873,2617,525,14573,42,2696,3828,4130,9775,389,18144630,58,34843,-66.8025308278062,-5.86967844093695,47,203,1,0.150022544057828
8.24,8.23,6.65753424657534,7.61643835616438,0.3822,0.7754,0.375,0.352,0.357,125,10006,1694,29883,2432,486,14723,45,2686,4010,4125,9911,389,18242851,58,33993,-66.8025308278062,-6.4286954353119,48,203,1,0.421550122095638
8.26,8.3,6.65753424657534,7.67123287671233,0.3906,0.7958,0.38,0.356,0.357,128,10273,1584,29879,2415,447,14742,47,2684,3979,4122,9947,389,19228245,58,33321,-66.8025308278062,-6.98771242968684,49,203,1,0.212894144789799
8.22,8.19,6.63013698630137,7.67123287671233,0.3972,0.8117,0.38,0.352,0.356,141,10926,1584,29885,2399,502,14740,48,2809,3942,4150,10199,389,21579524,58,32515,-66.8025308278062,-7.54672942406179,50,203,1,0.760072124538572
8.21,8.23,6.68493150684932,7.72602739726027,0.4089,0.8354,0.39,0.36,0.362,124,11368,1666,29879,2355,430,14842,49,2774,3862,4122,11338,389,23820201,58,31751,-66.8025308278062,-8.10574641843674,51,203,1,0.643306136555478
8.2,8.19,6.73972602739726,7.72602739726027,0.4153,0.8513,0.39,0.364,0.367,138,12530,1756,29876,2308,450,14868,51,2774,3938,4141,11536,389,25348904,58,31158,-66.8025308278062,-8.66476341281169,52,203,1,0.839646713945293
8.19,8.18,7.01369863013699,7.75342465753425,0.4363,0.8905,0.4,0.372,0.377,146,13464,1997,29875,2153,514,14967,56,2853,3965,4168,11515,389,25908921,59,30404,-66.8025308278062,-9.22378040718663,53,203,1,0.207795764772368
8.23,8.08,7.45205479452055,7.75342465753425,0.4593,0.9355,0.42,0.384,0.396,167,13557,2134,29871,2094,492,15081,57,3003,3996,4313,10955,389,27059434,59,29268,-66.8025308278062,-9.78279740156158,54,203,1,0.43834759272771
8.25,8.44,7.47945205479452,7.75342465753425,0.4571,0.9407,0.42,0.384,0.392,170,13245,2128,29867,2078,495,15138,57,3086,3774,4438,10587,389,28165067,59,30054,-66.8025308278062,-10.3418143959365,55,203,1,0.732119751641718
8.32,8.64,7.6986301369863,7.72602739726027,0.4629,0.9558,0.43,0.392,0.398,185,12958,2154,29870,2043,463,15199,58,3092,3726,4451,10792,389,28718187,59,30095,-66.8025308278062,-10.9008313903115,56,203,1,0.104751718583339
8.22,8.06,7.89041095890411,7.58904109589041,0.4551,0.9528,0.425,0.384,0.401,177,12844,2233,29872,1938,447,15243,59,3064,3720,4500,10295,389,29492608,59,28953,-66.8025308278062,-11.4598483846864,57,203,1,0.444564714157358
8.21,7.93,8.19178082191781,7.53424657534247,0.4527,0.9578,0.42,0.384,0.399,191,12967,2286,29862,2002,465,15271,66,2950,3706,4500,10616,389,31028982,59,29113,-66.8025308278062,-12.0188653790614,58,203,1,0.490552705674478
8.07,6.24,7.89041095890411,7.45205479452055,0.4455,0.957,0.405,0.364,0.38,182,13131,1998,29863,1966,478,15313,69,2700,3900,4600,10600,402,32045750,56,23800,-66.8025308278062,-12.5778823734363,59,203,1,0.694426353284342
8.52,8.33,8.10958904109589,7.91780821917808,0.4864,1.0456,0.47,0.428,0.424,202,12003,2389,29774,2304,518,14658,62,2533,3750,5150,11833,339,36505668,59,29216,-66.8025308278062,-14.8139503509361,63,203,1,0.930807985481853
8.49,8.45,7.58904109589041,8.13698630136986,0.4444,0.9838,0.43,0.412,0.404,697,10774,2353,29682,2231,525,14217,52,3045,4139,5213,12265,255,36193180,58,27979,-66.8025308278062,-15.3729673453111,64,203,1,0.155150775370797
8.44,8.29,6.76712328767123,8.13698630136986,0.3937,0.9106,0.4,0.404,0.376,1015,8881,2753,29471,2677,475,13728,36,3355,4630,5243,10691,264,35730548,55,29205,-66.8025308278062,-15.931984339686,65,203,1,0.0526812206681669
8.03,7.3,6.02739726027397,8.13698630136986,0.3044,0.759,0.35,0.36,0.331,1692,6792,3544,28722,2358,451,14145,17,3334,4763,5177,9291,264,33196444,50,29273,-66.8025308278062,-16.491001334061,66,203,1,0.608676453040973
8.66,7.59,8.79452054794521,8.84931506849315,0.4144,0.7747,0.415,0.416,0.375,1037,5823,1036,29752,1752,489,16619,44,3193,4358,5274,12332,220,9483348,54,27154,-66.2435138334313,10.3418143959365,18,204,1,0.242940784548139
8.51,7.64,8.54794520547945,8.54794520547945,0.3916,0.7391,0.405,0.412,0.358,486,6252,1036,29789,1676,499,16601,67,3112,4437,5262,12037,19,23507198,53,26775,-66.2435138334313,9.78279740156158,19,204,1,0.558302196431607
8.29,6.27,7.15068493150685,7.64383561643836,0.3542,0.7288,0.39,0.384,0.363,40,5811,1079,29892,2390,491,16060,84,3061,4352,4791,12369,265,23434061,54,28380,-66.2435138334313,6.98771242968684,24,204,1,0.678500674432211
8.52,7.18,7.17808219178082,7.86301369863014,0.3679,0.736,0.4,0.388,0.37,284,5184,1363,29732,2043,461,14750,64,3154,4202,4891,12373,255,22056678,55,28019,-66.2435138334313,6.4286954353119,25,204,1,0.466504768523564
8.61,7.85,6.9041095890411,7.6986301369863,0.3435,0.7282,0.38,0.384,0.36,625,4874,1429,29529,3714,529,14457,41,3132,4315,4971,11796,375,19303385,55,27205,-66.2435138334313,5.86967844093695,26,204,1,0.658405065829952
8.81,7.97,7.04109589041096,7.6986301369863,0.3905,0.7457,0.415,0.404,0.386,704,5093,1216,29778,3071,474,15261,53,3319,4098,5262,12066,220,16532255,59,28088,-66.2435138334313,5.310661446562,27,204,1,0.808349338923948
8.64,7.69,6.54794520547945,7.34246575342466,0.3784,0.7109,0.385,0.368,0.364,976,5418,1496,29909,3124,439,15623,59,3196,3858,5225,12088,255,15945343,58,28045,-66.2435138334313,4.75164445218705,28,204,1,0.856439235517049
8.68,7.53,6.68493150684932,6.87671232876712,0.3901,0.7358,0.4,0.38,0.377,191,5429,2037,29880,3412,480,15152,45,2921,3873,4914,12500,255,17459074,59,27862,-66.2435138334313,4.19262745781211,29,204,1,0.710877914024559
8.5,7.85,6.68493150684932,6.93150684931507,0.386,0.7462,0.4,0.38,0.374,125,5389,2037,29810,3841,509,14773,31,2944,3939,4752,12605,255,19044937,59,28005,-66.2435138334313,3.63361046343716,30,204,1,0.263333615762483
8.45,7.84,6.10958904109589,6.82191780821918,0.359,0.6881,0.37,0.344,0.348,115,5467,1667,29857,3740,559,14816,33,2668,3565,4619,12398,340,19858164,57,31175,-66.2435138334313,3.07459346906221,31,204,1,0.296107240124455
8.41,7.75,5.83561643835616,6.87671232876712,0.3357,0.6406,0.345,0.324,0.334,106,5799,1382,29867,3716,573,14716,33,2275,3338,4608,12325,340,21676831,56,30638,-66.2435138334313,2.51557647468726,32,204,1,0.185845249420964
8.42,7.83,5.86301369863014,6.93150684931507,0.3351,0.6386,0.345,0.328,0.335,109,6149,1633,29864,3374,571,14720,34,2276,3348,4442,11828,340,23574838,56,29948,-66.2435138334313,1.95655948031232,33,204,1,0.599376706569911
8.26,7.96,5.75342465753425,7.04109589041096,0.3205,0.6143,0.335,0.324,0.327,104,6237,2044,29839,3196,571,14266,35,2640,3814,4425,11690,340,24492982,55,27788,-66.2435138334313,1.39754248593737,34,204,1,0.778297442119277
8.24,8.1,5.91780821917808,7.01369863013699,0.3387,0.6478,0.345,0.328,0.33,108,6339,2430,29761,4072,500,14024,28,2923,4128,4660,11534,340,25304714,54,28413,-66.2435138334313,0.838525491562421,35,204,1,0.0957662280920685
8.36,8.32,6.24657534246575,7.28767123287671,0.3539,0.6751,0.37,0.348,0.354,106,6656,1694,29834,3202,493,14307,30,2674,3665,4431,12006,340,24896752,57,30181,-66.2435138334313,0.279508497187474,36,204,1,0.409976448842909
8.43,8.22,6.46575342465753,7.28767123287671,0.3711,0.7048,0.39,0.356,0.362,101,7156,1696,29869,2986,487,14288,32,2617,3147,4382,11743,340,24029646,58,31321,-66.2435138334313,-0.279508497187474,37,204,1,0.631245711201028
8.37,8.17,6.41095890410959,7.26027397260274,0.3656,0.6959,0.385,0.348,0.354,90,7443,1802,29858,2959,487,14198,32,2492,3239,4356,10663,340,24153688,58,31729,-66.2435138334313,-0.838525491562421,38,204,1,0.765313364891196
8.29,8.07,6.38356164383562,7.26027397260274,0.3687,0.7029,0.38,0.348,0.351,84,7678,1768,29875,2943,494,14230,35,2469,3333,4366,8863,340,22954971,57,31453,-66.2435138334313,-1.39754248593737,39,204,1,0.515606699960211
8.14,7.61,6.79452054794521,7.23287671232877,0.3868,0.7413,0.405,0.36,0.365,70,7967,1768,29898,3019,516,14289,35,3017,3356,4390,9875,340,22155075,59,28568,-66.2435138334313,-1.95655948031232,40,204,1,0.0467893532856348
