GPP_cedar,GPP_fluxsat,GPP_zhang,GPP_MOD17A3HGF,GOME2_PK_SIF,GOME2_JJ_SIF,OCO2SIF,GOSIF,SIFOCO2,ELEVATION,BCCMASS,BCdepo,TA,RF,SM,SW,VPD,soilClayContent,soilWaterContent,soilPH,soilBulkDensity,soilTaxa,Ndepo,LAI,BIOMASS,longitude,latitude,indRows,indCols,Region,randomNum
8.22,6.23,7.3972602739726,7.3972602739726,0.4102,0.8216,0.4,0.372,0.368,56,11154,1209,29990,2758,462,14472,55,3227,3300,4272,12545,389,17080185,58,25809,-57.8582589178071,-3.07459346906221,42,219,1,0.260603011691282
8.15,7.78,7.31506849315068,7.56164383561644,0.3925,0.8006,0.375,0.36,0.358,19,11760,1397,29953,2553,447,14453,50,2959,3166,4212,12350,389,17449395,57,27729,-57.8582589178071,-3.63361046343716,43,219,1,0.899945852728827
8.28,8.02,7.34246575342466,7.58904109589041,0.3884,0.801,0.37,0.356,0.357,45,12297,1651,29948,2362,433,14554,55,3005,3343,4207,12238,389,19101339,57,29562,-57.8582589178071,-4.19262745781211,44,219,1,0.0172462356909631
8.26,8.18,7.28767123287671,7.67123287671233,0.3896,0.8078,0.37,0.352,0.354,68,12715,2028,29920,2468,442,14762,57,3214,3381,4188,11684,389,19511421,57,32431,-57.8582589178071,-4.75164445218705,45,219,1,0.227921137348044
8.34,8.26,7.42465753424658,7.72602739726027,0.397,0.826,0.375,0.356,0.357,86,13060,2313,29936,2415,497,14908,66,3339,3347,4176,11068,402,19887522,57,33520,-57.8582589178071,-5.310661446562,46,219,1,0.716858192704059
8.4,8.23,7.45205479452055,7.6986301369863,0.4037,0.8446,0.38,0.36,0.361,105,13451,2407,29950,2406,411,15187,73,3465,3291,4216,11446,402,20652144,58,32015,-57.8582589178071,-5.86967844093695,47,219,1,0.0996278537257523
8.42,8.11,7.61643835616438,7.80821917808219,0.4224,0.8823,0.39,0.372,0.373,160,14056,2352,29961,2464,504,15269,74,3240,3434,4226,11786,402,21571059,59,31510,-57.8582589178071,-6.4286954353119,48,219,1,0.717017521803656
8.3,7.93,7.6986301369863,7.80821917808219,0.4235,0.8903,0.39,0.372,0.373,149,14429,2389,29929,2678,450,15195,77,3216,3430,4256,12100,402,22692119,59,29509,-57.8582589178071,-6.98771242968684,49,219,1,0.239580553677171
8.28,8.16,7.61643835616438,7.83561643835616,0.4297,0.9057,0.39,0.368,0.374,156,14549,2389,29959,2652,433,15192,82,3091,3772,4269,11404,402,24909567,59,30188,-57.8582589178071,-7.54672942406179,50,219,1,0.41283890879748
8.49,8.36,7.78082191780822,7.94520547945205,0.4447,0.9371,0.405,0.38,0.386,182,14800,2277,29982,2398,336,15645,89,2979,3724,4302,11714,402,27371936,60,30267,-57.8582589178071,-8.10574641843674,51,219,1,0.289439868054638
8.29,8.41,7.83561643835616,8.02739726027397,0.4521,0.9535,0.41,0.38,0.39,188,15061,2193,29942,2415,395,15581,83,2734,3644,4354,12232,389,31686009,60,27579,-57.8582589178071,-8.66476341281169,52,219,1,0.151618258803281
8.31,8.52,7.91780821917808,8.05479452054795,0.4649,0.9733,0.42,0.388,0.399,226,15512,2111,29878,2481,302,15285,80,2635,3630,4445,12020,389,34287495,60,26486,-57.8582589178071,-9.22378040718663,53,219,1,0.309801640534927
8.46,7.44,8.13698630136986,7.58904109589041,0.5005,1.0361,0.445,0.404,0.416,255,15850,2696,29907,2301,495,15577,87,2400,3466,4666,11944,389,39520242,60,25677,-57.8582589178071,-9.78279740156158,54,219,1,0.633439302040717
8.47,7.23,8.08219178082192,7.56164383561644,0.4902,1.0242,0.44,0.396,0.408,238,16011,2804,29925,1969,485,15971,98,2300,3433,4700,12000,389,43536032,60,24266,-57.8582589178071,-10.3418143959365,55,219,1,0.0225924003937511
8.4,7.2,8.24657534246575,7.6986301369863,0.4872,1.0391,0.445,0.4,0.412,288,16147,2548,29911,2165,489,15937,92,2415,3700,4640,11585,389,44961192,61,27300,-57.8582589178071,-10.9008313903115,56,219,1,0.624159799163395
8.35,6.9,8.05479452054795,7.75342465753425,0.4716,1.0233,0.43,0.384,0.399,321,16188,2416,29906,2080,488,15983,94,2316,3800,4533,10850,135,47596992,60,25366,-57.8582589178071,-11.4598483846864,57,219,1,0.200188822080674
8.16,7.12,7.83561643835616,7.91780821917808,0.4502,0.9997,0.41,0.368,0.383,307,16255,2429,29865,2045,486,15778,84,2100,4019,4530,10334,318,48564978,59,25242,-57.8582589178071,-12.0188653790614,58,219,1,0.397056404257779
7.96,6.79,7.42465753424658,7.91780821917808,0.4232,0.9711,0.385,0.348,0.361,313,15979,2402,29844,1972,481,15801,85,1995,3900,4618,11327,135,45461769,57,21618,-57.8582589178071,-12.5778823734363,59,219,1,0.465830567404375
7.77,6.43,7.17808219178082,7.89041095890411,0.4064,0.9443,0.365,0.336,0.339,370,15155,2402,29805,1961,483,15991,84,2031,3843,4781,11675,318,38111535,56,20468,-57.8582589178071,-13.1368993678113,60,219,1,0.798357544490119
8.27,6.3,6.95890410958904,8.38356164383562,0.3611,0.6933,0.395,0.36,0.364,17,4710,1039,29891,2448,581,15368,50,2517,3330,4495,12243,340,11379247,56,19126,-57.2992419234321,5.86967844093695,26,220,1,0.221004357443454
8.42,7.69,6.57534246575342,8.32876712328767,0.3477,0.6765,0.38,0.356,0.352,31,4841,892,29873,2196,437,14900,48,2363,3368,4487,12664,340,12036989,56,26216,-57.2992419234321,5.310661446562,27,220,1,0.382385956179222
8.73,8.73,6.73972602739726,8.6027397260274,0.3603,0.707,0.405,0.38,0.371,79,4816,977,29863,1944,394,14760,55,2799,3576,4684,13064,340,12239715,57,29561,-57.2992419234321,4.75164445218705,28,220,1,0.906787435726044
8.83,9.17,6.98630136986301,8.84931506849315,0.3673,0.7273,0.425,0.396,0.383,111,4738,870,29855,1999,508,14762,57,3182,3653,4804,12822,340,11584692,57,27859,-57.2992419234321,4.19262745781211,29,220,1,0.123876076420517
8.73,9.04,6.82191780821918,8.76712328767123,0.3621,0.7246,0.415,0.384,0.373,131,4639,870,29859,2185,518,14714,61,3183,3585,4731,13016,340,11585732,57,27467,-57.2992419234321,3.63361046343716,30,220,1,0.0450573171495012
8.63,8.82,6.49315068493151,8.57534246575342,0.3478,0.7105,0.395,0.368,0.356,164,4647,812,29842,2317,524,14734,61,3131,3500,4575,13162,340,11416701,57,26589,-57.2992419234321,3.07459346906221,31,220,1,0.689603793919938
8.56,8.71,6.46575342465753,8.46575342465753,0.3472,0.7161,0.39,0.364,0.355,249,4719,852,29844,2348,524,14771,62,3406,3425,4533,12565,340,11064004,57,26415,-57.2992419234321,2.51557647468726,32,220,1,0.298120940307296
8.53,8.72,6.38356164383562,8.27397260273973,0.3488,0.7208,0.38,0.364,0.352,243,5126,936,29815,2709,489,14656,58,3717,3408,4593,12715,340,10702545,57,27251,-57.2992419234321,1.95655948031232,33,220,1,0.996560332046831
8.52,8.68,6.38356164383562,8.13698630136986,0.3571,0.7339,0.375,0.36,0.349,260,5358,1056,29826,2566,490,14714,59,3729,3303,4640,12648,340,10532045,57,27895,-57.2992419234321,1.39754248593737,34,220,1,0.183931533594716
8.54,8.61,6.41095890410959,8.13698630136986,0.3636,0.741,0.38,0.364,0.356,404,5520,1178,29839,2530,526,15096,62,3775,3313,4665,12468,340,10617717,57,29238,-57.2992419234321,0.838525491562421,35,220,1,0.555146746375634
8.54,8.58,6.63013698630137,8.10958904109589,0.382,0.7675,0.385,0.36,0.357,250,5822,1266,29870,2656,527,15172,62,3755,3306,4496,12427,340,11206347,58,30312,-57.2992419234321,0.279508497187474,36,220,1,0.591298466506725
8.49,8.53,6.71232876712329,7.94520547945205,0.3921,0.7768,0.38,0.356,0.353,213,6298,1275,29867,2672,529,15062,60,3620,3477,4377,12373,340,11500257,58,31442,-57.2992419234321,-0.279508497187474,37,220,1,0.499036806057356
8.5,8.5,6.93150684931507,7.86301369863014,0.4057,0.794,0.39,0.364,0.364,154,7012,1235,29892,2639,529,14728,56,3588,3536,4326,12157,340,12648506,59,31302,-57.2992419234321,-0.838525491562421,38,220,1,0.462559690946915
8.45,8.36,6.84931506849315,7.72602739726027,0.4006,0.7889,0.385,0.356,0.353,138,8019,1128,29901,2629,520,14532,55,3407,3464,4256,11935,340,15090601,59,31170,-57.2992419234321,-1.39754248593737,39,220,1,0.152769114952622
8.25,7.96,6.93150684931507,7.50684931506849,0.3907,0.781,0.38,0.352,0.351,104,9001,1128,29920,2805,491,14502,51,3219,3458,4261,12017,389,16442228,58,29996,-57.2992419234321,-1.95655948031232,40,220,1,0.258558826701801
8.18,7.57,7.17808219178082,7.45205479452055,0.4002,0.7987,0.39,0.368,0.362,33,10374,1056,29983,2927,445,14461,52,3224,3309,4239,12027,262,17247976,58,28933,-57.2992419234321,-2.51557647468726,41,220,1,0.722380433394533
8.21,7.31,7.20547945205479,7.47945205479452,0.3961,0.8017,0.385,0.368,0.363,16,10904,1222,29955,2883,488,14359,48,3181,3227,4229,12372,389,19107949,57,29700,-57.2992419234321,-3.07459346906221,42,220,1,0.996347414340064
8.23,8.09,7.23287671232877,7.64383561643836,0.3931,0.8026,0.38,0.36,0.359,28,11555,1482,29934,2595,417,14477,48,3150,3307,4164,12176,389,19440515,57,30751,-57.2992419234321,-3.63361046343716,43,220,1,0.555310311717323
8.26,8.23,7.26027397260274,7.67123287671233,0.3857,0.8002,0.37,0.352,0.353,68,12196,1775,29921,2575,437,14618,50,3220,3329,4179,12052,389,19798678,57,32653,-57.2992419234321,-4.19262745781211,44,220,1,0.643678816727025
8.26,8.34,7.42465753424658,7.67123287671233,0.3971,0.8219,0.375,0.356,0.359,90,12771,2003,29910,2609,494,14809,56,3371,3299,4217,11802,389,20309985,57,33254,-57.2992419234321,-4.75164445218705,45,220,1,0.68080671506056
8.3,8.21,7.42465753424658,7.72602739726027,0.4035,0.839,0.375,0.356,0.361,138,13187,2128,29931,2489,507,14989,65,3437,3202,4238,11513,402,20835730,58,32687,-57.2992419234321,-5.310661446562,46,220,1,0.952809615586593
8.38,8.26,7.58904109589041,7.75342465753425,0.4199,0.8706,0.39,0.372,0.371,165,13495,2412,29972,2273,424,15277,72,3351,3379,4238,11922,402,21597768,58,31412,-57.2992419234321,-5.86967844093695,47,220,1,0.366399040866368
8.25,8.36,7.58904109589041,7.75342465753425,0.4189,0.8753,0.385,0.372,0.368,127,13889,2612,29926,2855,519,15162,67,3307,3312,4255,11880,402,23143463,58,30954,-57.2992419234321,-6.4286954353119,48,220,1,0.469221788901091
8.29,8.31,7.67123287671233,7.6986301369863,0.4252,0.8913,0.39,0.372,0.373,183,14348,2770,29926,2584,400,15057,75,3270,3332,4343,12200,402,24118322,59,29870,-57.2992419234321,-6.98771242968684,49,220,1,0.128539707924391
8.22,8.24,7.83561643835616,7.61643835616438,0.4385,0.9195,0.395,0.372,0.377,231,14740,2770,29899,2544,328,15134,80,3009,3598,4361,12163,402,26196682,59,27567,-57.2992419234321,-7.54672942406179,50,220,1,0.0798067021343954
8.31,8.36,7.94520547945205,7.75342465753425,0.4492,0.9419,0.405,0.38,0.385,154,14537,2619,29952,2471,388,15633,87,2699,3725,4358,11969,402,28488505,60,27161,-57.2992419234321,-8.10574641843674,51,220,1,0.544008124821951
8.22,8.35,7.80821917808219,7.80821917808219,0.4477,0.9447,0.405,0.376,0.385,174,14750,2566,29948,2507,432,15660,84,2603,3742,4394,12057,402,32028334,59,26691,-57.2992419234321,-8.66476341281169,52,220,1,0.672306958059288
8.29,8.25,7.91780821917808,7.89041095890411,0.4721,0.9814,0.42,0.388,0.397,243,15567,2408,29879,2334,313,15400,83,2638,3688,4470,12077,389,34748475,60,27468,-57.2992419234321,-9.22378040718663,53,220,1,0.843506947991935
8.47,7.52,8.32876712328767,7.67123287671233,0.5028,1.0383,0.45,0.404,0.417,264,15868,2435,29905,2167,491,15650,89,2466,3511,4755,11944,389,39468094,61,24677,-57.2992419234321,-9.78279740156158,54,220,1,0.598324752118874
8.42,7.59,7.78082191780822,7.67123287671233,0.4623,0.9879,0.415,0.372,0.387,302,15790,2665,29911,2007,486,16018,97,2123,3776,4750,11696,389,43796356,59,23926,-57.2992419234321,-10.3418143959365,55,220,1,0.0624011177335974
8.52,7.2,7.91780821917808,7.75342465753425,0.46,0.9954,0.415,0.376,0.389,387,15772,2591,29921,2000,483,16064,100,2143,3780,4746,11746,389,45797758,60,24896,-57.2992419234321,-10.9008313903115,56,220,1,0.737645613791579
8.5,7.2,7.86301369863014,7.91780821917808,0.4549,1.0127,0.415,0.372,0.383,297,15985,2521,29944,1807,482,16066,105,2000,3900,4550,10300,135,49694755,60,25200,-57.2992419234321,-11.4598483846864,57,220,1,0.153585449474272
8.13,7.45,7.6986301369863,7.86301369863014,0.4439,0.9906,0.405,0.364,0.38,306,16602,2688,29852,2167,485,15817,84,2033,3961,4575,10808,318,51657817,59,24447,-57.2992419234321,-12.0188653790614,58,220,1,0.0851073713166624
8.06,7.17,7.67123287671233,7.86301369863014,0.4322,0.9844,0.4,0.36,0.373,301,16043,2587,29850,1976,481,15810,83,2018,3977,4602,11030,318,48483567,58,24377,-57.2992419234321,-12.5778823734363,59,220,1,0.0490069903861494
7.88,6.7,7.36986301369863,7.89041095890411,0.4195,0.9713,0.38,0.34,0.354,356,15342,2587,29835,1885,480,15921,83,2070,3880,4710,11290,318,40812437,57,19910,-57.2992419234321,-13.1368993678113,60,220,1,0.0804031963487781
7.77,6.27,7.31506849315068,7.75342465753425,0.4213,0.9771,0.38,0.34,0.355,509,14442,2359,29764,1540,470,16345,89,1850,3750,4900,11700,318,33408241,55,17400,-57.2992419234321,-13.6959163621862,61,220,1,0.213290497535409
8.44,6.05,7.15068493150685,8.54794520547945,0.3789,0.7121,0.4,0.364,0.36,8,4594,911,29919,2324,573,15706,55,2628,3368,4517,11560,340,10764310,58,16451,-56.7402249290572,5.86967844093695,26,221,1,0.388538275065089
8.49,7.77,6.46575342465753,8.35616438356164,0.3471,0.6728,0.365,0.344,0.337,20,4771,994,29891,2276,625,15759,53,2380,3403,4463,12691,340,11937431,56,25042,-56.7402249290572,5.310661446562,27,221,1,0.287982380489148
8.71,8.83,6.65753424657534,8.63013698630137,0.3626,0.7122,0.395,0.372,0.362,91,4816,1138,29839,1923,518,14902,56,3055,3696,4775,12665,340,12006245,57,29762,-56.7402249290572,4.75164445218705,28,221,1,0.149711341131578
8.67,9.02,6.49315068493151,8.71232876712329,0.3553,0.7045,0.39,0.368,0.356,160,4748,946,29841,1774,508,14905,60,3140,3684,4691,12541,340,11846459,55,29238,-56.7402249290572,4.19262745781211,29,221,1,0.633817003627647
8.63,8.97,6.41095890410959,8.79452054794521,0.348,0.7044,0.385,0.36,0.351,203,4597,946,29825,1865,502,14990,66,3372,3805,4775,12568,340,11680896,55,28981,-56.7402249290572,3.63361046343716,30,221,1,0.113690917502882
8.69,8.92,6.63013698630137,8.79452054794521,0.3581,0.7296,0.405,0.372,0.361,193,4534,705,29831,2031,505,15081,69,3445,3604,4684,13030,340,11584756,57,28041,-56.7402249290572,3.07459346906221,31,221,1,0.734481428050498
8.62,8.84,6.71232876712329,8.71232876712329,0.3581,0.7387,0.4,0.372,0.365,229,4592,773,29840,2173,508,15130,69,3302,3511,4590,13113,340,11300344,58,26883,-56.7402249290572,2.51557647468726,32,221,1,0.890022406662325
8.59,8.79,6.6027397260274,8.52054794520548,0.3548,0.7373,0.39,0.364,0.354,261,5017,820,29824,2525,512,15229,67,3636,3391,4620,12763,340,10973941,58,28047,-56.7402249290572,1.95655948031232,33,221,1,0.442910302494869
8.56,8.72,6.52054794520548,8.32876712328767,0.3603,0.7469,0.385,0.36,0.352,288,5237,859,29842,2420,518,15282,69,3727,3309,4613,12734,340,10819721,57,28872,-56.7402249290572,1.39754248593737,34,221,1,0.408086391050608
8.56,8.59,6.52054794520548,8.32876712328767,0.3667,0.7526,0.38,0.364,0.358,300,5342,916,29874,2534,507,15437,68,3566,3273,4581,12542,340,10893699,58,29547,-56.7402249290572,0.838525491562421,35,221,1,0.413853497783082
8.61,8.64,6.71232876712329,8.3013698630137,0.3872,0.7804,0.39,0.368,0.362,249,5637,1259,29881,2518,513,15474,65,3567,3248,4450,12424,340,11418144,59,30640,-56.7402249290572,0.279508497187474,36,221,1,0.878701888866586
8.53,8.55,6.79452054794521,8.16438356164384,0.3958,0.7896,0.385,0.36,0.358,190,6059,1236,29885,2718,523,15390,62,3448,3520,4334,12431,340,11679952,59,31660,-56.7402249290572,-0.279508497187474,37,221,1,0.527216252103076
8.44,8.38,6.84931506849315,8.08219178082192,0.3948,0.7845,0.38,0.352,0.351,125,6698,1165,29913,2848,512,15093,56,3389,3597,4291,11941,402,12844703,59,32232,-56.7402249290572,-0.838525491562421,38,221,1,0.12774379705434
8.32,8.06,6.98630136986301,7.86301369863014,0.3998,0.7925,0.385,0.356,0.354,112,7859,1031,29962,2640,496,14980,58,3153,3389,4274,11882,402,15113906,59,30762,-56.7402249290572,-1.39754248593737,39,221,1,0.211536127402121
8.24,7.81,7.15068493150685,7.61643835616438,0.3997,0.796,0.39,0.36,0.357,91,9111,1031,30007,3024,437,14770,61,3190,3317,4251,11762,389,16719205,59,29791,-56.7402249290572,-1.95655948031232,40,221,1,0.168247588674638
8.27,7.03,7.47945205479452,7.56164383561644,0.4146,0.8276,0.4,0.376,0.365,26,10043,1045,29999,2892,432,14618,60,3200,3300,4266,12300,262,16916294,58,29583,-56.7402249290572,-2.51557647468726,41,221,1,0.354724107416145
8.29,7.82,7.42465753424658,7.64383561643836,0.3978,0.8086,0.39,0.368,0.365,26,10561,1226,29937,2944,455,14505,48,3118,3194,4236,12423,389,20079571,58,29291,-56.7402249290572,-3.07459346906221,42,221,1,0.364558685951674
8.35,8.33,7.45205479452055,7.75342465753425,0.3961,0.8132,0.385,0.356,0.359,44,11328,1462,29901,2670,505,14562,50,3237,3335,4199,12192,389,20214020,58,31823,-56.7402249290572,-3.63361046343716,43,221,1,0.551676753449916
8.32,8.52,7.58904109589041,7.72602739726027,0.4048,0.8297,0.385,0.364,0.365,86,12199,1701,29922,2617,522,14839,57,3332,3509,4195,12087,389,20309559,58,33264,-56.7402249290572,-4.19262745781211,44,221,1,0.131341868059563
8.32,8.27,7.64383561643836,7.72602739726027,0.41,0.8405,0.39,0.368,0.371,111,12905,2001,29949,2371,423,15140,62,3459,3397,4216,11727,402,20832828,58,33165,-56.7402249290572,-4.75164445218705,45,221,1,0.710387727276987
8.33,8.35,7.56164383561644,7.78082191780822,0.4122,0.8532,0.385,0.372,0.37,156,13171,2155,29923,2635,464,15137,61,3549,3218,4257,11600,402,21449849,58,32366,-56.7402249290572,-5.310661446562,46,221,1,0.354987809184588
8.37,8.49,7.58904109589041,7.78082191780822,0.4196,0.8735,0.39,0.372,0.371,154,13344,2479,29950,2342,510,15159,75,3448,3358,4249,11961,402,22696611,58,31634,-56.7402249290572,-5.86967844093695,47,221,1,0.647080208023738
8.24,8.5,7.67123287671233,7.78082191780822,0.4226,0.8811,0.385,0.372,0.367,162,13815,2537,29881,2607,512,15130,74,3414,3414,4348,11811,402,24074181,58,28080,-56.7402249290572,-6.4286954353119,48,221,1,0.425283021804849
8.24,8.48,7.6986301369863,7.75342465753425,0.4311,0.9006,0.39,0.376,0.377,161,14520,2782,29877,2544,508,15220,77,3265,3354,4458,12331,340,25030147,58,27356,-56.7402249290572,-6.98771242968684,49,221,1,0.757335017355644
8.24,8.39,7.86301369863014,7.6986301369863,0.4367,0.9162,0.395,0.376,0.379,220,15239,2782,29880,2384,504,15334,80,3105,3297,4524,12465,340,27033575,59,27100,-56.7402249290572,-7.54672942406179,50,221,1,0.242964184989073
8.18,8.23,7.86301369863014,7.58904109589041,0.4367,0.9258,0.395,0.372,0.373,198,14948,2813,29813,2298,387,15419,81,2602,3574,4530,11986,402,29221824,58,25246,-56.7402249290572,-8.10574641843674,51,221,1,0.188444196337688
8.06,8.3,7.75342465753425,7.53424657534247,0.4417,0.9398,0.395,0.368,0.376,217,14552,2568,29844,2797,428,15510,81,2403,3720,4464,11909,402,32827797,59,25119,-56.7402249290572,-8.66476341281169,52,221,1,0.152735920449503
8.13,8.16,7.75342465753425,7.53424657534247,0.4532,0.9561,0.4,0.372,0.386,197,15321,2414,29906,2242,400,15701,84,2477,3812,4400,11829,389,34963604,59,26745,-56.7402249290572,-9.22378040718663,53,221,1,0.991213812253641
8.48,7.37,8.35616438356164,7.64383561643836,0.507,1.0451,0.45,0.4,0.417,259,15763,2290,29909,2250,492,15843,90,2380,3540,4820,11800,389,39268514,61,24920,-56.7402249290572,-9.78279740156158,54,221,1,0.974719163955551
8.34,7.25,7.6986301369863,7.61643835616438,0.4608,0.9888,0.41,0.364,0.38,335,15873,2456,29909,2105,485,15975,95,2031,3843,4706,11162,389,43668577,59,23350,-56.7402249290572,-10.3418143959365,55,221,1,0.92210120062995
8.28,7.12,7.56164383561644,7.64383561643836,0.4436,0.9704,0.395,0.352,0.369,353,15827,2593,29900,1913,479,16136,101,1960,3916,4652,11124,135,45953139,59,23124,-56.7402249290572,-10.9008313903115,56,221,1,0.451302690084197
8.25,7.03,7.78082191780822,7.56164383561644,0.4453,0.9834,0.405,0.364,0.378,286,16021,2750,29870,2125,485,16016,92,2224,3713,4675,11182,135,50481182,58,23700,-56.7402249290572,-11.4598483846864,57,221,1,0.201801107156956
8.01,7.33,7.67123287671233,7.64383561643836,0.4442,0.9952,0.395,0.356,0.37,311,15693,2833,29864,1989,486,15934,90,2000,3933,4566,10916,135,52972918,58,21933,-56.7402249290572,-12.0188653790614,58,221,1,0.375567162041209
8.13,7.55,7.91780821917808,7.67123287671233,0.4371,0.9901,0.405,0.364,0.374,337,15034,2655,29857,1853,481,16050,90,2100,3900,4570,10770,135,49845656,59,25940,-56.7402249290572,-12.5778823734363,59,221,1,0.743166312812861
8.09,6.84,7.67123287671233,7.72602739726027,0.442,1.0163,0.405,0.364,0.376,332,14404,2655,29852,1819,477,16138,89,2250,3925,4700,11400,135,42199477,58,22700,-56.7402249290572,-13.1368993678113,60,221,1,0.901100782137483
7.73,6.19,7.31506849315068,7.56164383561644,0.4123,0.9686,0.37,0.332,0.342,448,14021,2380,29829,1565,334,16237,93,2100,3900,4700,10500,318,34811120,55,19600,-56.7402249290572,-13.6959163621862,61,221,1,0.860453293948196
8.51,5.88,7.80821917808219,7.3972602739726,0.4399,1.0199,0.41,0.368,0.376,560,13639,2213,29827,1505,236,16283,99,2250,3950,4850,11650,318,32963863,57,20150,-56.7402249290572,-14.2549333565612,62,221,1,0.973288979289841
8.39,5.96,6.73972602739726,8.57534246575342,0.3659,0.6898,0.375,0.34,0.342,3,4594,836,29928,2054,486,14708,56,2719,3261,4576,11800,340,8229457,57,16719,-56.1812079346822,5.86967844093695,26,222,1,0.151505139294492
8.49,8.06,6.65753424657534,8.46575342465753,0.3537,0.6865,0.375,0.352,0.348,15,4771,1034,29907,2106,542,15790,56,2425,3425,4432,12816,340,11334729,57,25952,-56.1812079346822,5.310661446562,27,222,1,0.123157717024781
8.73,8.84,6.76712328767123,8.6027397260274,0.3662,0.719,0.4,0.376,0.367,151,4816,990,29887,2030,522,15079,60,2706,3575,4570,13484,340,11539304,57,28691,-56.1812079346822,4.75164445218705,28,222,1,0.193804249534416
8.68,8.91,6.6027397260274,8.73972602739726,0.3564,0.7142,0.39,0.364,0.356,244,4748,1063,29836,2146,525,15016,58,3147,3611,4604,12601,340,11707983,55,29103,-56.1812079346822,4.19262745781211,29,222,1,0.257629088405677
8.68,8.93,6.43835616438356,8.73972602739726,0.3537,0.7172,0.385,0.364,0.352,270,4597,1063,29795,1880,511,14979,63,3436,3806,4647,12216,340,11871225,53,28433,-56.1812079346822,3.63361046343716,30,222,1,0.728177093254306
8.67,8.94,6.43835616438356,8.71232876712329,0.3499,0.7236,0.39,0.364,0.356,251,4534,972,29809,1944,508,15079,67,3678,3660,4670,12432,340,11920868,54,27698,-56.1812079346822,3.07459346906221,31,222,1,0.223366229935471
8.65,8.65,6.57534246575342,8.87671232876712,0.3475,0.73,0.395,0.368,0.358,232,4592,846,29782,2145,511,15147,66,3627,3627,4627,12240,402,11773024,57,28059,-56.1812079346822,2.51557647468726,32,222,1,0.597042186791992
8.59,8.69,6.63013698630137,8.73972602739726,0.3521,0.7415,0.39,0.364,0.355,259,5017,746,29820,2126,507,15381,75,3793,3379,4582,12788,340,11516732,57,28213,-56.1812079346822,1.95655948031232,33,222,1,0.174088560782455
8.61,8.49,6.54794520547945,8.54794520547945,0.3653,0.7627,0.39,0.364,0.353,267,5237,807,29833,2051,489,15458,76,3838,3229,4542,12427,340,11395073,57,28197,-56.1812079346822,1.39754248593737,34,222,1,0.575221320773925
8.63,8.47,6.63013698630137,8.49315068493151,0.3763,0.7806,0.395,0.368,0.359,238,5342,897,29858,2241,490,15602,73,3843,3343,4638,12378,340,11445663,58,28540,-56.1812079346822,0.838525491562421,35,222,1,0.458982778696048
8.63,8.64,6.76712328767123,8.52054794520548,0.3866,0.7909,0.395,0.368,0.365,236,5637,1022,29884,2314,503,15619,71,3622,3357,4489,12409,340,11841739,59,28899,-56.1812079346822,0.279508497187474,36,222,1,0.882937972621323
8.53,8.63,6.93150684931507,8.43835616438356,0.3945,0.7998,0.395,0.368,0.36,202,6059,1063,29869,2486,517,15486,67,3545,3422,4443,11968,402,12039341,59,31404,-56.1812079346822,-0.279508497187474,37,222,1,0.00650198951103231
8.49,8.39,7.06849315068493,8.3013698630137,0.3979,0.7991,0.385,0.36,0.358,121,6698,1148,29913,2722,522,15255,60,3370,3550,4350,11873,402,13237096,60,32250,-56.1812079346822,-0.838525491562421,38,222,1,0.367411161350731
8.39,7.77,7.12328767123288,8,0.4033,0.8056,0.39,0.36,0.357,61,7859,993,29970,2595,496,15314,61,2965,3369,4298,11960,389,15099430,60,28488,-56.1812079346822,-1.39754248593737,39,222,1,0.162736921017905
8.33,7.31,7.12328767123288,7.80821917808219,0.3991,0.8023,0.395,0.356,0.357,104,9111,993,30039,2928,415,14955,70,2878,3221,4278,12250,262,16141809,60,24321,-56.1812079346822,-1.95655948031232,40,222,1,0.0762916483789469
8.34,7.3,7.53424657534247,7.53424657534247,0.4079,0.8259,0.4,0.376,0.363,14,10043,988,29951,3122,469,14729,57,3254,3252,4264,12104,389,19242924,58,28519,-56.1812079346822,-2.51557647468726,41,222,1,0.901150625634785
8.4,8.06,7.53424657534247,7.67123287671233,0.402,0.8202,0.4,0.372,0.368,34,10561,1195,29905,2992,456,14590,48,3212,3334,4238,12266,389,21832047,58,29834,-56.1812079346822,-3.07459346906221,42,222,1,0.427891618442538
8.4,8.39,7.3972602739726,7.72602739726027,0.3868,0.8033,0.385,0.36,0.364,53,11328,1438,29907,2680,527,14647,52,3328,3400,4218,12189,389,21664281,57,32338,-56.1812079346822,-3.63361046343716,43,222,1,0.546476648041144
8.41,8.64,7.80821917808219,7.75342465753425,0.4158,0.845,0.4,0.372,0.379,99,12199,1669,29946,2292,474,15004,61,3366,3506,4209,12100,389,21059911,59,31824,-56.1812079346822,-4.19262745781211,44,222,1,0.0870373480211519
8.38,8.17,7.78082191780822,7.78082191780822,0.4199,0.8566,0.4,0.376,0.374,124,12905,2008,29926,2600,469,15233,59,3348,3588,4168,11634,402,21479320,59,32571,-56.1812079346822,-4.75164445218705,45,222,1,0.58889574263249
8.29,8.49,7.67123287671233,7.89041095890411,0.4174,0.8631,0.39,0.372,0.369,126,13171,2075,29929,2476,515,15091,65,3352,3364,4236,11853,402,22678088,58,32597,-56.1812079346822,-5.310661446562,46,222,1,0.407885337026936
