GPP_cedar,GPP_fluxsat,GPP_zhang,GPP_MOD17A3HGF,GOME2_PK_SIF,GOME2_JJ_SIF,OCO2SIF,GOSIF,SIFOCO2,ELEVATION,BCCMASS,BCdepo,TA,RF,SM,SW,VPD,soilClayContent,soilWaterContent,soilPH,soilBulkDensity,soilTaxa,Ndepo,LAI,BIOMASS,longitude,latitude,indRows,indCols,Region,randomNum
8.56,8.72,6.46575342465753,8.52054794520548,0.3403,0.7143,0.375,0.356,0.349,187,4228,828,29879,1619,489,15190,75,3505,3366,4492,12369,340,12725659,544,28257,-53.3861229628075,3.07459346906221,31,227,1,0.0453952746616395
8.73,8.92,6.82191780821918,8.68493150684932,0.3632,0.7585,0.4,0.38,0.375,203,4265,804,29866,1670,489,15183,75,3877,3226,4629,12300,340,13303175,548,26334,-53.3861229628075,2.51557647468726,32,227,1,0.84172974476101
8.57,8.86,6.52054794520548,8.71232876712329,0.3439,0.7351,0.375,0.364,0.36,299,4401,783,29842,1670,488,15224,78,3984,3290,4566,12495,340,13718462,552,28520,-53.3861229628075,1.95655948031232,33,227,1,0.048249917605632
8.52,8.8,6.43835616438356,8.76712328767123,0.3381,0.7312,0.37,0.36,0.355,285,4562,767,29862,1610,484,15277,82,3631,3481,4500,12524,340,13926411,553,29526,-53.3861229628075,1.39754248593737,34,227,1,0.316320497497147
8.57,9.02,6.38356164383562,8.68493150684932,0.3488,0.752,0.38,0.372,0.365,346,4791,805,29841,1670,488,15493,79,3850,3647,4527,11827,340,14415324,549,27810,-53.3861229628075,0.838525491562421,35,227,1,0.783419430439279
8.58,8.9,6.63013698630137,8.68493150684932,0.3621,0.7725,0.39,0.376,0.372,357,5011,760,29902,1667,483,15542,84,3653,3673,4521,11844,402,14987344,572,27898,-53.3861229628075,0.279508497187474,36,227,1,0.972400059712246
8.57,8.83,6.84931506849315,8.57534246575342,0.3747,0.7939,0.4,0.384,0.383,268,5289,778,29918,1698,486,15437,83,3533,3643,4420,12043,402,15272804,571,26496,-53.3861229628075,-0.279508497187474,37,227,1,0.586464080739028
8.6,8.83,6.98630136986301,8.43835616438356,0.366,0.7869,0.4,0.388,0.379,360,5527,963,29827,2036,497,15333,66,3480,3714,4471,11256,402,16403150,579,27486,-53.3861229628075,-0.838525491562421,38,227,1,0.778043849281618
8.37,7.78,6.9041095890411,8.27397260273973,0.3669,0.7729,0.39,0.364,0.366,329,6083,687,29918,1837,487,15646,74,3312,3559,4366,10993,402,17680679,579,28230,-53.3861229628075,-1.39754248593737,39,227,1,0.727697443692381
8.26,8.03,7.17808219178082,8.02739726027397,0.3542,0.7596,0.385,0.372,0.375,108,6682,687,29974,2061,404,15220,70,3610,3284,4305,11157,389,17757548,526,23357,-53.3861229628075,-1.95655948031232,40,227,1,0.650986797126378
8.44,8.72,7.50684931506849,8.05479452054795,0.3762,0.797,0.405,0.388,0.385,97,7752,918,29900,2105,452,14746,62,3893,3357,4357,10594,389,22382619,547,28910,-53.3861229628075,-2.51557647468726,41,227,1,0.664615020149917
8.52,9.3,7.80821917808219,8.08219178082192,0.3883,0.8183,0.415,0.4,0.396,163,8509,1087,29884,2063,508,14725,63,4158,3423,4356,10922,402,23073183,569,29685,-53.3861229628075,-3.07459346906221,42,227,1,0.938779800520264
8.41,8.8,8.35616438356164,8.13698630136986,0.4087,0.8453,0.415,0.404,0.393,192,9207,1305,29895,2174,508,14844,63,4227,3460,4407,11712,402,22884018,586,29712,-53.3861229628075,-3.63361046343716,43,227,1,0.53508126571778
8.39,8.86,8.46575342465753,8.13698630136986,0.4146,0.8631,0.42,0.408,0.403,266,9580,1459,29900,2202,514,14810,64,3712,3569,4354,11707,389,22509823,592,30561,-53.3861229628075,-4.19262745781211,44,227,1,0.398440118410103
8.31,9.09,8.13698630136986,8.10958904109589,0.413,0.8689,0.4,0.388,0.39,189,10002,1904,29902,2180,508,14997,71,3672,3681,4350,11954,389,23191705,586,31902,-53.3861229628075,-4.75164445218705,45,227,1,0.670457661455949
8.23,8.99,8.10958904109589,8.05479452054795,0.4231,0.8872,0.395,0.384,0.385,208,10679,2183,29889,2062,504,15185,74,3441,3653,4386,12311,389,24165399,586,30929,-53.3861229628075,-5.310661446562,46,227,1,0.440534471776437
8.29,8.77,8.46575342465753,8.02739726027397,0.445,0.9219,0.405,0.392,0.395,243,11902,2580,29876,2027,500,15347,74,3257,3675,4473,12351,389,26126222,596,30187,-53.3861229628075,-5.86967844093695,47,227,1,0.13287394477806
8.43,8.97,8.68493150684932,7.86301369863014,0.4714,0.9729,0.415,0.4,0.402,258,13487,2970,29866,1971,494,15542,75,3019,3690,4548,12370,389,28250589,609,30390,-53.3861229628075,-6.4286954353119,48,227,1,0.439203747941782
8.53,9.06,8.79452054794521,7.80821917808219,0.4875,0.9995,0.425,0.404,0.407,257,14462,3038,29869,2027,493,15575,78,3034,3713,4561,12284,389,29645433,613,29866,-53.3861229628075,-6.98771242968684,49,227,1,0.547642742273276
8.46,9.07,8.9041095890411,7.80821917808219,0.4967,1.0163,0.43,0.408,0.41,270,13990,3038,29869,2066,495,15617,77,2861,3614,4584,12278,389,32549375,616,28565,-53.3861229628075,-7.54672942406179,50,227,1,0.395136375845411
8.46,8.83,8.87671232876712,7.86301369863014,0.4966,1.0258,0.43,0.4,0.412,354,14486,3051,29860,1973,490,15772,77,2726,3753,4601,12401,389,35229297,618,25817,-53.3861229628075,-8.10574641843674,51,227,1,0.39827199452513
8.4,8.58,8.73972602739726,7.86301369863014,0.4885,1.0222,0.42,0.392,0.409,324,15214,2964,29858,1962,490,15783,78,2603,3850,4722,12112,389,36409756,615,23181,-53.3861229628075,-8.66476341281169,52,227,1,0.751348651125886
8.45,8.48,8.82191780821918,7.83561643835616,0.4903,1.0317,0.425,0.396,0.411,335,15793,3037,29862,1793,482,15929,83,2544,3871,4758,11377,339,36585011,617,23689,-53.3861229628075,-9.22378040718663,53,227,1,0.522350346054575
8.39,7.63,8.68493150684932,7.86301369863014,0.4826,1.0305,0.42,0.388,0.406,341,16121,3083,29858,1834,313,15962,86,2568,4065,4808,11543,339,36982053,610,21668,-53.3861229628075,-9.78279740156158,54,227,1,0.490433033651247
8.25,7.83,8.43835616438356,7.80821917808219,0.4722,1.0308,0.41,0.372,0.394,369,16000,3069,29864,1811,465,15977,88,2336,3840,4738,11379,339,38327350,609,21510,-53.3861229628075,-10.3418143959365,55,227,1,0.0886789345424768
8.15,7.99,8.24657534246575,7.6986301369863,0.4579,1.0227,0.395,0.36,0.382,369,15894,2973,29890,1752,476,16080,93,2175,3676,4644,11092,318,39504381,606,22635,-53.3861229628075,-10.9008313903115,56,227,1,0.250851633092814
8.14,7.8,8.21917808219178,7.64383561643836,0.4526,1.0273,0.395,0.36,0.382,326,15877,2931,29894,1666,473,16126,94,2149,3721,4574,10471,318,42829205,603,22745,-53.3861229628075,-11.4598483846864,57,227,1,0.447559022780024
8.11,7.39,8.21917808219178,7.61643835616438,0.4504,1.0319,0.39,0.36,0.379,333,15369,2878,29906,1581,469,16143,97,2172,3775,4632,10581,318,44371520,602,21444,-53.3861229628075,-12.0188653790614,58,227,1,0.637960896081718
8.01,7.38,8,7.47945205479452,0.4433,1.0293,0.385,0.348,0.365,327,14880,2804,29891,1599,468,16183,97,2210,3674,4647,10562,318,44081069,594,20911,-53.3861229628075,-12.5778823734363,59,227,1,0.709445291503946
7.89,7.07,7.78082191780822,7.23287671232877,0.4286,1.0067,0.37,0.34,0.352,352,14336,2804,29878,1540,466,16308,99,2340,3650,4650,11020,135,42646768,580,20030,-53.3861229628075,-13.1368993678113,60,227,1,0.992619809281419
8.09,7.94,5.94520547945205,8.16438356164384,0.3283,0.675,0.315,0.316,0.309,124,4175,1099,29845,2359,527,14802,49,3297,3413,4475,12345,340,10018844,498,26089,-52.8271059684325,4.75164445218705,28,228,1,0.9321948700926
8.36,8.5,6.02739726027397,8.13698630136986,0.3345,0.6957,0.34,0.332,0.328,149,4181,1102,29830,2149,522,14451,51,3593,3369,4507,12602,340,11201206,509,29152,-52.8271059684325,4.19262745781211,29,228,1,0.0922294963888484
8.44,8.7,6.13698630136986,8.16438356164384,0.3371,0.7043,0.355,0.34,0.336,178,4248,1102,29848,1978,508,14615,61,3681,3302,4527,12672,340,12392237,516,29983,-52.8271059684325,3.63361046343716,30,228,1,0.953539972829461
8.57,8.88,6.41095890410959,8.35616438356164,0.3572,0.7351,0.375,0.356,0.351,228,4338,1071,29857,1946,503,14661,65,3566,3589,4598,12369,340,12949321,531,29966,-52.8271059684325,3.07459346906221,31,228,1,0.162795658817501
8.63,8.93,6.52054794520548,8.46575342465753,0.3623,0.7515,0.385,0.368,0.363,215,4354,970,29872,1886,497,14727,69,3573,3391,4526,11800,340,13760366,540,28060,-52.8271059684325,2.51557647468726,32,228,1,0.970455087271826
8.54,8.9,6.35616438356164,8.41095890410959,0.3486,0.7381,0.37,0.36,0.353,289,4514,1044,29869,1878,493,14870,74,3940,3220,4502,12443,340,14439236,532,27631,-52.8271059684325,1.95655948031232,33,228,1,0.597006665267872
8.43,8.85,6.13698630136986,8.32876712328767,0.3338,0.7189,0.355,0.348,0.343,283,4700,923,29874,1779,491,14948,76,3863,3640,4468,12050,340,14776736,520,28018,-52.8271059684325,1.39754248593737,34,228,1,0.240227119123713
8.48,8.92,6.13698630136986,8.41095890410959,0.3378,0.7317,0.365,0.356,0.349,340,4938,854,29800,1742,491,15170,70,3775,3711,4509,11566,402,15444094,534,27821,-52.8271059684325,0.838525491562421,35,228,1,0.0702951614777546
8.59,8.88,6.54794520547945,8.6027397260274,0.3547,0.7592,0.39,0.38,0.376,275,5041,738,29874,1626,481,15217,77,3765,3621,4465,11556,402,16098763,569,27827,-52.8271059684325,0.279508497187474,36,228,1,0.300041215108974
8.52,8.82,6.54794520547945,8.32876712328767,0.3568,0.7652,0.385,0.376,0.375,208,5272,862,29915,1645,482,15119,78,3615,3664,4416,11219,402,16425509,552,28459,-52.8271059684325,-0.279508497187474,37,228,1,0.813544823896987
8.52,8.56,6.87671232876712,8.35616438356164,0.3651,0.775,0.395,0.376,0.372,276,5579,613,29938,1804,449,15178,73,3596,3630,4430,11259,402,17490181,574,27724,-52.8271059684325,-0.838525491562421,38,228,1,0.0767098742008153
8.29,7.72,6.68493150684932,8.08219178082192,0.3532,0.7472,0.375,0.356,0.362,202,5946,685,29969,2016,409,15194,71,3652,3547,4415,10577,402,18363568,551,27694,-52.8271059684325,-1.39754248593737,39,228,1,0.354473095439048
8.33,8.44,7.15068493150685,7.89041095890411,0.3635,0.767,0.385,0.376,0.377,49,6545,685,29952,2238,418,15015,64,3703,3212,4314,10896,389,18230569,521,27107,-52.8271059684325,-1.95655948031232,40,228,1,0.132010874408976
8.52,9.04,7.42465753424658,7.94520547945205,0.3815,0.796,0.41,0.388,0.388,135,7704,899,29917,2216,488,14891,61,3898,3328,4366,11025,389,22744415,535,28558,-52.8271059684325,-2.51557647468726,41,228,1,0.158179630334593
8.54,9.32,7.64383561643836,8,0.3888,0.8128,0.42,0.404,0.399,171,8405,1111,29909,2161,510,14973,64,4378,3305,4384,11021,389,23074000,556,29626,-52.8271059684325,-3.07459346906221,42,228,1,0.0621470516173679
8.52,8.79,8.43835616438356,8.16438356164384,0.4124,0.8465,0.43,0.412,0.403,151,9133,1197,29914,2116,479,14989,66,4242,3401,4490,11462,402,22826270,584,26355,-52.8271059684325,-3.63361046343716,43,228,1,0.701843478892324
8.36,8.98,8.49315068493151,8.19178082191781,0.4094,0.8566,0.425,0.408,0.406,178,9684,1347,29910,2105,509,14941,67,3755,3550,4361,11826,389,22399546,590,27902,-52.8271059684325,-4.19262745781211,44,228,1,0.0864816970794666
8.33,8.95,8.27397260273973,8.16438356164384,0.4086,0.8606,0.405,0.396,0.394,191,10073,1750,29903,2043,490,15069,74,3672,3543,4351,12279,389,22638987,586,30265,-52.8271059684325,-4.75164445218705,45,228,1,0.616787239562239
8.23,8.8,8.16438356164384,8.05479452054795,0.4154,0.8762,0.395,0.38,0.381,201,10680,2019,29911,2036,493,15257,76,3320,3601,4353,12609,389,23689687,587,31309,-52.8271059684325,-5.310661446562,46,228,1,0.173771583224603
8.35,8.79,8.63013698630137,8.02739726027397,0.4537,0.939,0.415,0.4,0.399,237,11720,2479,29924,1862,494,15472,80,3240,3522,4503,12226,389,25718838,605,30196,-52.8271059684325,-5.86967844093695,47,228,1,0.651401064738548
8.55,8.85,8.98630136986301,7.89041095890411,0.4849,0.9911,0.43,0.416,0.412,272,13227,2848,29879,2034,495,15533,75,3066,3633,4600,12933,389,28088592,615,29300,-52.8271059684325,-6.4286954353119,48,228,1,0.498696405983114
8.75,9,9.15068493150685,7.80821917808219,0.5038,1.0255,0.445,0.424,0.421,295,14075,3065,29871,2127,494,15670,76,2913,3744,4626,12582,389,29842944,621,28648,-52.8271059684325,-6.98771242968684,49,228,1,0.284510688567093
8.72,9.12,9.3972602739726,7.83561643835616,0.5137,1.0444,0.455,0.428,0.425,305,13929,3065,29898,1883,489,15935,81,2806,3745,4687,12310,389,32445536,626,26364,-52.8271059684325,-7.54672942406179,50,228,1,0.830559738735304
8.62,8.91,9.0958904109589,7.78082191780822,0.5055,1.0385,0.44,0.412,0.418,297,14658,3091,29911,1891,470,16144,88,2684,3722,4671,12149,389,36027307,623,25480,-52.8271059684325,-8.10574641843674,51,228,1,0.81835988248334
8.51,8.76,8.95890410958904,7.72602739726027,0.5047,1.0465,0.44,0.404,0.418,312,15838,3113,29892,2005,488,16085,82,2681,3914,4780,12002,389,36863808,620,23445,-52.8271059684325,-8.66476341281169,52,228,1,0.938169403753504
8.43,8.43,8.82191780821918,7.50684931506849,0.4949,1.0396,0.43,0.396,0.411,306,16713,3226,29873,1912,426,16076,85,2697,4022,4832,11712,389,36712982,613,21603,-52.8271059684325,-9.22378040718663,53,228,1,0.000326096340118931
8.27,7.57,8.41095890410959,7.53424657534247,0.4762,1.0213,0.41,0.372,0.398,328,16830,3092,29905,1752,448,16062,92,2454,3976,4765,11675,388,35573512,604,19659,-52.8271059684325,-9.78279740156158,54,228,1,0.640389224633762
8.16,7.19,8.16438356164384,7.6986301369863,0.4609,1.0085,0.395,0.36,0.383,339,16542,2944,29907,1782,480,16118,98,2284,3807,4700,11026,262,36616157,607,20755,-52.8271059684325,-10.3418143959365,55,228,1,0.00735569277648584
8.18,7.18,8.38356164383562,7.64383561643836,0.4651,1.0363,0.4,0.364,0.378,331,16169,2858,29913,1704,477,16230,106,2215,3706,4668,10993,135,37453586,606,21496,-52.8271059684325,-10.9008313903115,56,228,1,0.106421106692614
8.09,7.4,8.24657534246575,7.56164383561644,0.4526,1.0267,0.39,0.356,0.369,315,16063,2881,29891,1754,475,16176,100,2158,3684,4665,10780,318,38665860,604,21676,-52.8271059684325,-11.4598483846864,57,228,1,0.106794413254953
8.09,7.11,8.21917808219178,7.53424657534247,0.4496,1.035,0.39,0.352,0.371,307,15681,2790,29905,1659,472,16180,105,2187,3707,4650,10552,318,39737389,598,20557,-52.8271059684325,-12.0188653790614,58,228,1,0.3671090438542
7.96,6.95,8,7.36986301369863,0.436,1.019,0.375,0.344,0.363,312,14700,2572,29896,1603,471,16248,104,2186,3628,4637,11020,318,40006314,592,19240,-52.8271059684325,-12.5778823734363,59,228,1,0.239607700586711
7.93,6.65,7.94520547945205,7.06849315068493,0.4311,1.0149,0.37,0.34,0.348,335,13902,2572,29885,1550,469,16352,104,2300,3533,4711,11033,318,40413166,582,19033,-52.8271059684325,-13.1368993678113,60,228,1,0.346140201697452
7.88,6.95,6.08219178082192,8.46575342465753,0.3384,0.6849,0.325,0.32,0.319,60,4217,1305,29865,2705,480,14684,47,3377,3432,4513,11816,340,7293563,509,22494,-52.2680889740576,4.75164445218705,28,229,1,0.249619835400228
8.23,8.39,6.19178082191781,8.10958904109589,0.3368,0.6991,0.335,0.324,0.327,100,4259,1183,29842,2432,532,14407,48,3442,3397,4492,12406,340,10810637,504,27666,-52.2680889740576,4.19262745781211,29,229,1,0.387064314143913
8.3,8.52,6.10958904109589,8.02739726027397,0.3319,0.6984,0.34,0.332,0.33,126,4352,1183,29844,2114,512,14394,57,3528,3229,4492,12490,340,11928570,509,29557,-52.2680889740576,3.63361046343716,30,229,1,0.421038370433554
8.35,8.68,6.21917808219178,8.10958904109589,0.3391,0.7084,0.35,0.34,0.339,138,4455,1102,29850,2051,506,14457,61,3550,3400,4529,12584,340,12500208,521,29862,-52.2680889740576,3.07459346906221,31,229,1,0.640077289145426
8.45,8.77,6.35616438356164,8.19178082191781,0.3487,0.7267,0.365,0.356,0.353,147,4427,945,29854,2025,499,14506,64,3572,3401,4518,12592,340,13763137,533,29871,-52.2680889740576,2.51557647468726,32,229,1,0.787552972956609
8.45,8.79,6.38356164383562,8.16438356164384,0.3452,0.7282,0.365,0.352,0.351,177,4579,921,29863,1916,493,14749,69,3686,3201,4501,12680,340,15075495,537,28809,-52.2680889740576,1.95655948031232,33,229,1,0.269994423620667
8.38,8.68,6.19178082191781,8.10958904109589,0.3321,0.7088,0.355,0.348,0.347,188,4813,919,29881,1878,493,14820,73,3434,3334,4431,12519,340,15719650,529,27560,-52.2680889740576,1.39754248593737,34,229,1,0.84398236072591
8.33,8.64,6.10958904109589,8.08219178082192,0.3305,0.7101,0.345,0.344,0.343,255,5045,928,29861,1787,431,14865,69,3631,3647,4428,11435,340,16630797,517,26982,-52.2680889740576,0.838525491562421,35,229,1,0.740468380221871
8.45,8.79,6.35616438356164,8.21917808219178,0.3434,0.7348,0.365,0.364,0.361,331,5172,767,29857,1801,484,14919,68,3921,3573,4480,10817,402,17091224,538,28297,-52.2680889740576,0.279508497187474,36,229,1,0.826101948913986
8.53,8.57,6.71232876712329,8.27397260273973,0.3587,0.7585,0.385,0.376,0.373,175,5307,780,29877,1824,484,15022,69,3825,3554,4459,10760,402,17320803,552,28382,-52.2680889740576,-0.279508497187474,37,229,1,0.182192247374924
8.38,7.94,6.68493150684932,8.08219178082192,0.3507,0.7423,0.375,0.364,0.366,98,5564,698,29950,1853,395,15152,70,3662,3415,4385,11241,402,18202288,535,24039,-52.2680889740576,-0.838525491562421,38,229,1,0.0654361827556491
8.32,7.22,6.6027397260274,8,0.3545,0.7435,0.38,0.36,0.367,88,5812,841,29984,1957,380,15034,69,3588,3380,4428,11052,340,17404734,530,22128,-52.2680889740576,-1.39754248593737,39,229,1,0.610350262112943
8.37,7.36,7.06849315068493,7.94520547945205,0.365,0.7589,0.39,0.38,0.379,10,6342,841,29973,2305,407,15047,63,3472,3268,4340,11635,389,17371441,537,26105,-52.2680889740576,-1.95655948031232,40,229,1,0.701552809275043
8.53,8.44,7.50684931506849,8,0.3918,0.8067,0.42,0.396,0.396,94,7654,987,29944,2263,441,15184,60,3748,3317,4321,11614,389,20348536,546,27608,-52.2680889740576,-2.51557647468726,41,229,1,0.111617712753208
8.64,7.78,7.6986301369863,8.02739726027397,0.4029,0.8281,0.43,0.404,0.397,133,8500,1131,29929,2138,488,15222,63,3600,3400,4400,12200,389,22780216,565,27000,-52.2680889740576,-3.07459346906221,42,229,1,0.0958237324700979
8.32,8.87,8.16438356164384,8.16438356164384,0.3967,0.824,0.415,0.404,0.395,187,9450,1282,29906,2205,489,14879,65,4268,3300,4475,11156,389,22968256,579,28281,-52.2680889740576,-3.63361046343716,43,229,1,0.597833772320779
8.32,9.25,8.19178082191781,8.19178082191781,0.3933,0.8277,0.405,0.396,0.39,178,9858,1437,29891,2169,509,14828,70,4122,3484,4359,11334,389,23563884,577,29953,-52.2680889740576,-4.19262745781211,44,229,1,0.812232610355035
8.27,9.11,8.19178082191781,8.16438356164384,0.4003,0.8456,0.395,0.388,0.384,194,10139,1798,29890,2030,495,15088,76,3587,3603,4383,12200,389,24294036,582,29808,-52.2680889740576,-4.75164445218705,45,229,1,0.81457817403632
8.18,8.92,8.13698630136986,8.10958904109589,0.4075,0.8629,0.385,0.376,0.375,208,10730,2016,29894,1899,494,15274,78,3319,3617,4400,12614,389,25085989,584,29849,-52.2680889740576,-5.310661446562,46,229,1,0.0894369651433987
8.32,9.07,8.54794520547945,8.02739726027397,0.4416,0.9187,0.405,0.392,0.392,211,11580,2462,29871,2051,497,15445,76,3422,3681,4496,12134,389,26684545,596,29203,-52.2680889740576,-5.86967844093695,47,229,1,0.731278705325746
8.83,9.13,9.58904109589041,7.91780821917808,0.5267,1.0624,0.465,0.44,0.435,308,13308,3112,29882,1943,490,15804,76,2989,3806,4758,12268,389,28160687,632,24220,-52.2680889740576,-6.98771242968684,49,229,1,0.903856576224039
8.83,9.15,9.3972602739726,7.86301369863014,0.5107,1.0431,0.45,0.428,0.427,272,13788,3112,29839,1965,487,15995,81,2923,4078,4765,12376,48,32841869,628,26971,-52.2680889740576,-7.54672942406179,50,229,1,0.452231787215498
8.81,8.73,9.23287671232877,7.78082191780822,0.5035,1.0355,0.44,0.416,0.419,290,14184,3171,29854,2030,381,15915,86,2745,3982,4701,12211,255,35754465,624,25834,-52.2680889740576,-8.10574641843674,51,229,1,0.0706876763586191
8.45,8.38,8.87671232876712,7.67123287671233,0.4888,1.0198,0.425,0.392,0.405,294,15824,3277,29867,2131,377,15956,85,2598,3942,4715,11778,389,35405680,615,23849,-52.2680889740576,-8.66476341281169,52,229,1,0.241278155067504
8.48,7.96,8.79452054794521,7.3972602739726,0.4952,1.0399,0.425,0.388,0.405,298,17128,3399,29905,1712,455,16123,93,2376,3817,4771,11844,389,34902622,613,21580,-52.2680889740576,-9.22378040718663,53,229,1,0.731865059823696
8.36,7.27,8.27397260273973,7.26027397260274,0.4747,1.0155,0.405,0.36,0.39,297,16818,3213,29934,1639,471,16111,101,2285,3887,4707,11643,262,34763725,603,20039,-52.2680889740576,-9.78279740156158,54,229,1,0.0404916156591709
8.19,6.68,8.13698630136986,7.31506849315068,0.4738,1.0228,0.4,0.356,0.382,315,16356,2911,29936,1619,473,16163,107,2233,3733,4633,11433,135,35644108,609,19733,-52.2680889740576,-10.3418143959365,55,229,1,0.424522762856597
8.25,6.39,8.3013698630137,7.12328767123288,0.4685,1.0372,0.405,0.364,0.382,319,16111,2821,29925,1719,473,16415,108,2250,3550,4650,11050,135,36006918,604,18750,-52.2680889740576,-10.9008313903115,56,229,1,0.540215087042906
8.05,6.68,8.08219178082192,7.20547945205479,0.4488,1.0249,0.385,0.352,0.366,319,15809,2891,29906,1719,472,16275,107,2168,3562,4700,10275,135,36779559,595,21081,-52.2680889740576,-11.4598483846864,57,229,1,0.953827837894086
8.05,6.62,8.10958904109589,7.04109589041096,0.4441,1.0244,0.38,0.348,0.361,317,15121,2836,29931,1514,466,16325,115,2220,3527,4803,10313,135,37636858,597,20910,-52.2680889740576,-12.0188653790614,58,229,1,0.208905741989429
7.91,6.41,7.83561643835616,6.71232876712329,0.4286,1.0056,0.37,0.336,0.342,331,14252,2375,29909,1589,471,16406,113,2266,3433,4916,10450,135,38286157,586,19450,-52.2680889740576,-12.5778823734363,59,229,1,0.116332096224402
7.81,5.51,7.6986301369863,6.43835616438356,0.4249,1.0112,0.365,0.328,0.337,336,13481,2375,29907,1572,472,16436,115,2300,3300,4900,11500,318,39604196,532,14100,-52.2680889740576,-13.1368993678113,60,229,1,0.646220067892793
8.17,7.49,6.57534246575342,8.38356164383562,0.3626,0.7219,0.35,0.336,0.328,70,4309,1481,29880,2661,450,14505,49,3388,3488,4562,11586,340,8148027,516,22967,-51.7090719796826,4.19262745781211,29,230,1,0.108411089785024
8.16,8,6.41095890410959,8.02739726027397,0.3411,0.7089,0.345,0.332,0.332,110,4377,1481,29843,2378,519,14234,53,3579,3212,4520,12171,340,11560493,496,27597,-51.7090719796826,3.63361046343716,30,230,1,0.983496924216579
8.29,8.39,6.41095890410959,8.05479452054795,0.3475,0.7227,0.35,0.336,0.335,122,4493,1339,29836,2258,499,14226,55,3717,3222,4526,12225,340,12124277,499,29924,-51.7090719796826,3.07459346906221,31,230,1,0.248344038446042
8.27,8.53,6.27397260273973,7.91780821917808,0.3392,0.7104,0.34,0.34,0.337,164,4511,1161,29828,2189,505,14213,56,3896,3297,4487,12304,340,13662278,500,29508,-51.7090719796826,2.51557647468726,32,230,1,0.606355720132135
8.3,8.54,6.3013698630137,7.94520547945205,0.3339,0.7075,0.345,0.344,0.342,185,4707,996,29841,2076,496,14567,62,3673,3154,4470,12350,340,15374608,519,28506,-51.7090719796826,1.95655948031232,33,230,1,0.816695272780671
8.34,8.64,6.3013698630137,7.91780821917808,0.3424,0.7232,0.35,0.344,0.34,174,4930,881,29867,1979,493,14702,67,3545,3293,4428,12282,340,16211939,536,29336,-51.7090719796826,1.39754248593737,34,230,1,0.830054212606881
8.37,8.4,6.35616438356164,7.94520547945205,0.3468,0.7335,0.355,0.348,0.342,164,5130,885,29884,1982,398,14672,67,3886,3463,4437,11672,340,17259684,540,29714,-51.7090719796826,0.838525491562421,35,230,1,0.489039332451187
8.28,8.08,6.27397260273973,8.02739726027397,0.3449,0.7262,0.35,0.348,0.344,187,5177,799,29896,1958,392,14744,67,3680,3553,4408,11015,340,17560689,528,27350,-51.7090719796826,0.279508497187474,36,230,1,0.76072825611808
8.25,7.92,6.6027397260274,8.21917808219178,0.369,0.7646,0.385,0.36,0.36,186,5254,710,29916,1981,397,15060,67,3739,3174,4451,10809,340,17710533,542,26965,-51.7090719796826,-0.279508497187474,37,230,1,0.915107935348786
8.44,6.97,6.84931506849315,8.13698630136986,0.3814,0.7767,0.4,0.368,0.381,82,5446,784,29971,1925,364,14927,66,3324,3422,4533,11370,340,16841843,539,16785,-51.7090719796826,-0.838525491562421,38,230,1,0.900974956264358
8.34,7.05,6.79452054794521,7.83561643835616,0.3582,0.7413,0.38,0.364,0.369,23,5754,931,29974,2157,370,15088,64,3180,3415,4483,11576,340,18663040,539,22995,-51.7090719796826,-1.39754248593737,39,230,1,0.214237510073561
8.37,7.76,6.95890410958904,7.86301369863014,0.356,0.7416,0.39,0.368,0.37,12,6318,931,29958,2289,406,15209,65,3213,3241,4335,11925,389,20803148,552,27489,-51.7090719796826,-1.95655948031232,40,230,1,0.547061105978206
8.5,8.64,7.17808219178082,7.94520547945205,0.3613,0.7503,0.39,0.372,0.372,61,7597,1073,29966,2321,410,15242,65,3430,3324,4337,11685,389,22698196,557,28674,-51.7090719796826,-2.51557647468726,41,230,1,0.78470948099561
8.45,8.63,7.36986301369863,8.02739726027397,0.3639,0.7574,0.395,0.38,0.379,102,8582,1312,29957,2294,427,15204,65,3720,3580,4300,11520,389,23459051,564,28860,-51.7090719796826,-3.07459346906221,42,230,1,0.194441094252232
8.38,8.92,7.83561643835616,8.13698630136986,0.3805,0.7985,0.405,0.392,0.391,138,9686,1467,29918,2223,466,14840,67,4233,3533,4350,11411,389,23742527,571,30572,-51.7090719796826,-3.63361046343716,43,230,1,0.746889151997501
8.36,9.34,8,8.16438356164384,0.3927,0.8205,0.405,0.392,0.39,211,10039,1525,29898,2118,493,14810,72,4241,3477,4427,11182,402,24092631,579,31548,-51.7090719796826,-4.19262745781211,44,230,1,0.475558224441359
8.26,9.18,8.08219178082192,8.16438356164384,0.3978,0.8386,0.395,0.38,0.383,230,10388,1803,29894,1925,490,15101,77,3529,3620,4367,12176,389,24825151,581,30856,-51.7090719796826,-4.75164445218705,45,230,1,0.583258581227704
8.29,9.13,8.46575342465753,8.16438356164384,0.4247,0.8883,0.405,0.396,0.394,233,10872,2152,29894,1824,489,15275,78,3367,3605,4347,12566,389,25544461,597,31213,-51.7090719796826,-5.310661446562,46,230,1,0.260548081851841
8.46,9.09,8.84931506849315,8.08219178082192,0.4581,0.9455,0.43,0.416,0.412,234,11411,2437,29864,1774,489,15349,75,3208,3725,4616,11941,389,26998277,605,28466,-51.7090719796826,-5.86967844093695,47,230,1,0.0848224596308363
