GOME2_PK_SIF,GOME2_JJ_SIF,OCO2SIF,GOSIF,ELEVATION,BCCMASS,BCdepo,TA,RF,SW,VPD,Ndepo,LAI,longitude,latitude,indRows,indCols,Region,randomNum
3738,7642,73,95,23,5480,909,29953,2837,12946,59,7197079,55,-50.5910379909327,0.279508497187474,36,232,1,0.817370524039485
3512,7344,69,86,10,5602,917,29969,2968,13727,62,14319890,53,-50.5910379909327,-0.279508497187474,37,232,1,0.766266219369973
3479,7255,70,86,18,5915,1062,29961,2238,15239,65,18306629,55,-50.5910379909327,-0.838525491562421,38,232,1,0.374175557582085
3615,7427,75,87,19,6343,1056,29969,2303,15545,69,19972800,56,-50.5910379909327,-1.39754248593737,39,232,1,0.18986247780247
3686,7541,80,91,24,7049,1056,29983,2290,15546,69,19462380,56,-50.5910379909327,-1.95655948031232,40,232,1,0.646501755218381
3572,7360,77,90,45,8618,1209,29988,2180,15224,76,24352063,55,-50.5910379909327,-2.51557647468726,41,232,1,0.00360530450734453
3567,7410,78,90,73,9828,1400,29984,2203,15185,78,25446681,55,-50.5910379909327,-3.07459346906221,42,232,1,0.282887905349612
3997,8198,79,95,87,11175,1610,29967,2265,15489,80,25764157,58,-50.5910379909327,-3.63361046343716,43,232,1,0.638600594751137
4202,8731,86,102,213,11882,1867,29910,2014,15358,80,27135065,59,-50.5910379909327,-4.75164445218705,45,232,1,0.592074579603645
4440,9172,85,102,218,12290,1939,29907,1867,15408,80,27564672,59,-50.5910379909327,-5.310661446562,46,232,1,0.325289204685754
4336,9128,83,99,232,12612,2104,29847,1773,15356,73,28441396,59,-50.5910379909327,-5.86967844093695,47,232,1,0.988951251221728
4600,9601,88,104,293,12373,2053,29865,1815,16160,83,29492838,61,-50.5910379909327,-6.4286954353119,48,232,1,0.123235846277873
4787,10128,83,92,240,14540,2161,29976,2008,16264,108,32504843,59,-50.5910379909327,-9.78279740156158,54,232,1,0.73587698636635
4214,9403,73,81,224,14281,2249,30011,1853,16383,118,32891111,57,-50.5910379909327,-10.3418143959365,55,232,1,0.156617020109506
4214,9403,73,81,214,14610,2317,30093,1739,16470,142,33531305,57,-50.5910379909327,-10.9008313903115,56,232,1,0.434647411424697
3279,6736,62,81,11,5015,1204,29947,3395,12101,59,10279138,50,-50.0320209965578,1.95655948031232,33,233,1,0.832243218102738
3495,7019,68,85,11,5143,1184,29943,3233,13199,57,5540080,52,-50.0320209965578,1.39754248593737,34,233,1,0.359909561454824
3882,8049,85,98,10,5416,1035,29954,3449,14546,56,2266745,54,-50.0320209965578,0.279508497187474,36,233,1,0.0762380475474331
3685,7623,76,88,8,5605,1009,29951,2872,13571,60,15001891,54,-50.0320209965578,-0.279508497187474,37,233,1,0.556925545740794
3657,7518,75,88,18,5978,1083,29940,2425,15081,63,19800853,55,-50.0320209965578,-0.838525491562421,38,233,1,0.273930224222276
3647,7477,75,87,20,6472,1092,29973,2267,15770,73,19532490,56,-50.0320209965578,-1.39754248593737,39,233,1,0.13205467930969
3664,7477,76,90,18,7117,1092,29999,2410,16131,72,18363439,55,-50.0320209965578,-1.95655948031232,40,233,1,0.699654848968811
3578,7383,77,89,44,8818,1258,30007,2203,15746,78,24699560,54,-50.0320209965578,-2.51557647468726,41,233,1,0.485904907517832
3636,7485,79,92,69,9732,1487,30024,2166,15765,83,25754542,56,-50.0320209965578,-3.07459346906221,42,233,1,0.182716250813704
4047,8238,85,98,95,10620,1734,30002,2293,15888,83,26133149,58,-50.0320209965578,-3.63361046343716,43,233,1,0.101214538189656
4069,8307,83,97,138,11214,1693,30014,2429,15719,82,26880851,58,-50.0320209965578,-4.19262745781211,44,233,1,0.201584327245249
4044,8433,83,99,182,11811,1902,29932,2328,15605,75,27655718,58,-50.0320209965578,-4.75164445218705,45,233,1,0.13474601073799
4239,8808,83,99,219,12321,2009,29925,2074,15673,76,28045199,59,-50.0320209965578,-5.310661446562,46,233,1,0.323789153997764
4344,9161,82,98,210,12708,2200,29910,1768,15841,78,28842130,58,-50.0320209965578,-5.86967844093695,47,233,1,0.950545048096336
4306,9191,83,99,386,12540,2011,29913,1621,16251,91,29775141,59,-50.0320209965578,-6.4286954353119,48,233,1,0.532130560615834
5124,10501,92,103,301,13371,2009,29992,1892,16347,110,33508580,62,-50.0320209965578,-8.10574641843674,51,233,1,0.24768570993469
4473,9703,77,86,208,13492,1960,30045,1880,16671,125,31539578,59,-50.0320209965578,-9.78279740156158,54,233,1,0.437276253172887
3796,7751,75,88,9,5593,1009,29964,2991,14211,62,11963254,54,-49.4730040021828,-0.279508497187474,37,234,1,0.669087783169736
3897,7874,79,91,20,6020,1083,29950,2440,15145,65,19087036,55,-49.4730040021828,-0.838525491562421,38,234,1,0.547695710952879
3747,7618,76,88,22,6513,1092,29978,2443,16180,71,18211149,55,-49.4730040021828,-1.39754248593737,39,234,1,0.609054494316718
3822,7662,77,87,17,7185,1092,30014,2433,15613,73,15926597,56,-49.4730040021828,-1.95655948031232,40,234,1,0.863134760252027
4222,8322,87,99,34,8941,1258,30009,2276,15825,77,23614264,59,-49.4730040021828,-2.51557647468726,41,234,1,0.380695949821835
3832,7810,81,93,56,9775,1487,30020,2182,15872,86,26343995,57,-49.4730040021828,-3.07459346906221,42,234,1,0.748955615477151
3879,7951,83,95,83,10432,1734,30028,2157,15815,91,26392938,58,-49.4730040021828,-3.63361046343716,43,234,1,0.156696797557896
3656,7434,72,83,24,6267,1174,29991,2299,16200,70,15956586,53,-48.9139870078079,-1.39754248593737,39,235,1,0.0581238178949717
3860,7785,73,90,13,6990,1174,29999,2333,16601,75,19744339,57,-48.9139870078079,-1.95655948031232,40,235,1,0.339706962070075
4000,8064,83,95,23,8845,1780,30001,2122,15972,82,25287794,56,-48.9139870078079,-2.51557647468726,41,235,1,0.817176415224338
3926,7985,81,92,36,9579,1882,30011,2030,15970,88,26924066,57,-48.9139870078079,-3.07459346906221,42,235,1,0.377547669768167
3841,7915,81,93,52,10190,1988,30005,2067,15815,93,27575907,57,-48.9139870078079,-3.63361046343716,43,235,1,0.972604932176721
3822,7921,82,96,86,11113,2124,30011,1935,15776,97,28865815,58,-48.9139870078079,-4.19262745781211,44,235,1,0.605318590650978
4183,8754,84,101,118,11859,1858,29970,2112,16116,85,29892738,61,-48.9139870078079,-4.75164445218705,45,235,1,0.338236165549055
4204,8816,84,101,148,12309,1907,29991,1833,16276,87,28389818,60,-48.9139870078079,-5.310661446562,46,235,1,0.927983722291575
4414,9183,86,101,157,12445,1974,29965,1916,16270,86,30924005,60,-48.9139870078079,-5.86967844093695,47,235,1,0.898424694301282
3996,8033,83,95,15,6797,1223,29974,1984,15903,78,20952430,60,-48.354970013433,-1.95655948031232,40,236,1,0.850706460713442
3974,8054,81,92,37,8611,1790,29993,1911,16096,85,25427341,51,-48.354970013433,-2.51557647468726,41,236,1,0.256791917068097
3869,7929,80,92,60,9417,1972,29999,1873,16111,90,27214101,56,-48.354970013433,-3.07459346906221,42,236,1,0.285495500891502
3822,7905,80,93,83,10098,2104,29981,1806,16029,94,27935338,56,-48.354970013433,-3.63361046343716,43,236,1,0.779946910428948
3789,7902,80,93,136,10952,2269,29954,1705,16016,94,29363000,57,-48.354970013433,-4.19262745781211,44,236,1,0.701395228244418
4183,8699,83,96,193,11527,1893,29986,1618,16472,105,30457842,57,-48.354970013433,-4.75164445218705,45,236,1,0.492511776265171
3868,7875,79,90,48,8376,1802,29987,1830,15990,84,25585109,56,-47.795953019058,-2.51557647468726,41,237,1,0.967667748479233
3935,8084,81,93,68,9118,1997,30000,1821,16058,90,27658784,57,-47.795953019058,-3.07459346906221,42,237,1,0.476161494330651
3912,8113,83,95,99,9822,2132,29975,1743,16123,95,28515545,56,-47.795953019058,-3.63361046343716,43,237,1,0.994905517152424
4123,8264,85,96,54,7948,1633,29919,1856,15776,72,24934041,58,-47.2369360246831,-2.51557647468726,41,238,1,0.490578621847789
4036,8218,86,98,69,8274,1794,29932,1719,15880,79,27200883,56,-47.2369360246831,-3.07459346906221,42,238,1,0.503453396492993
3665,7767,76,88,113,8817,1919,29951,1649,15918,88,28171377,55,-47.2369360246831,-3.63361046343716,43,238,1,0.768772875919031
3783,8076,79,91,212,9381,1910,29929,1631,16045,91,30097372,50,-47.2369360246831,-4.19262745781211,44,238,1,0.388084482070887
4487,8757,96,109,60,6213,1001,29935,1853,15583,71,21090044,59,-46.6779190303081,-1.95655948031232,40,239,1,0.453259259537158
3755,7751,80,91,115,7517,1576,29930,1843,15599,72,24426519,53,-46.6779190303081,-2.51557647468726,41,239,1,0.132853968150371
3759,7839,81,92,129,7950,1639,29939,1726,15671,76,26768851,54,-46.6779190303081,-3.07459346906221,42,239,1,0.758506328245576
3674,7806,80,92,124,8580,1637,29918,1663,15838,82,27791309,54,-46.6779190303081,-3.63361046343716,43,239,1,0.56523693408585
3698,7889,81,93,226,8852,1706,29931,1463,15967,89,29822636,56,-46.6779190303081,-4.19262745781211,44,239,1,0.648636599114185
3715,8077,80,92,244,9758,1743,29904,1520,16315,92,31683604,57,-46.6779190303081,-4.75164445218705,45,239,1,0.798058063124077
3599,7863,75,88,284,10662,1687,29908,1340,16525,97,32493748,56,-46.6779190303081,-5.310661446562,46,239,1,0.220448242881705
3807,7773,79,92,40,5724,942,29939,2415,16369,60,17498017,54,-46.1189020359332,-1.39754248593737,39,240,1,0.857890771063757
3807,7869,82,94,84,7206,1362,29938,1906,15594,73,23411475,54,-46.1189020359332,-2.51557647468726,41,240,1,0.904728919137344
3744,7812,80,92,88,7894,1458,29934,1827,15606,73,25904787,54,-46.1189020359332,-3.07459346906221,42,240,1,0.29201988504298
3749,7992,82,93,117,8445,1523,29956,1553,15867,84,27031173,53,-46.1189020359332,-3.63361046343716,43,240,1,0.725869758147902
3662,8023,80,92,239,9073,1688,29875,1383,16194,88,31594949,57,-46.1189020359332,-4.75164445218705,45,240,1,0.339445804371305
3798,7863,83,90,24,5980,944,29958,1826,15668,67,17316904,52,-45.0008680471833,-1.95655948031232,40,242,1,0.272681226854142
3938,8160,86,94,26,6747,944,29988,1837,15888,75,21715315,53,-45.0008680471833,-2.51557647468726,41,242,1,0.170274589896562
3798,7863,83,90,19,5950,926,29979,2054,12769,66,5905787,52,-44.4418510528083,-1.95655948031232,40,243,1,0.664018225811431
3770,7797,84,92,18,6518,986,30005,1968,13875,74,13584435,53,-44.4418510528083,-2.51557647468726,41,243,1,0.535851657583605
3952,9905,74,90,233,5443,833,29723,1080,15214,65,6038553,52,-39.9697150978087,-18.7270693115607,70,251,1,0.829109418219232
4038,10028,76,92,267,5446,842,29739,1114,15786,66,6431075,53,-39.9697150978087,-19.2860863059357,71,251,1,0.26736208064657
3799,9682,95,117,286,4767,991,29637,947,14759,53,11441301,55,-39.4106981034338,-14.8139503509361,63,252,1,0.176155780622799
3433,8934,92,113,266,4706,862,29609,989,14788,53,11696523,52,-39.4106981034338,-15.3729673453111,64,252,1,0.431186366407187
3758,9386,82,99,249,4799,784,29694,979,14963,62,10864632,53,-39.4106981034338,-16.491001334061,66,252,1,0.475655037798496
3748,9546,84,101,199,4919,805,29705,998,15193,63,9375450,54,-39.4106981034338,-17.0500183284359,67,252,1,0.78522090790695
3647,9045,82,98,220,5158,981,29734,883,15828,66,12054222,55,-38.8516811090588,-12.5778823734363,59,253,1,0.130651597357995
3308,6431,60,82,156,25010,6328,29895,1902,13983,57,45024229,50,4.19262745781211,6.98771242968684,24,330,2,0.0513557326803022
2966,6064,56,75,11,24587,6064,29973,2088,11227,56,21806292,43,4.19262745781211,6.4286954353119,25,330,2,0.627506476971335
3449,6865,67,83,281,23360,5477,29819,1643,14456,70,46814220,44,4.75164445218705,7.54672942406179,23,331,2,0.0290875518506981
3333,6655,64,81,185,24199,6294,29841,1957,13814,57,47581034,45,4.75164445218705,6.98771242968684,24,331,2,0.136194609644932
2987,5983,53,74,12,24413,6197,29923,2690,14107,48,39470961,41,4.75164445218705,6.4286954353119,25,331,2,0.694555598689595
3377,6546,57,79,27,24372,5761,29898,2686,13670,47,47659192,45,5.310661446562,6.4286954353119,25,332,2,0.515678957454232
2654,5432,42,66,11,24527,5522,29931,2781,13690,47,35826316,37,5.310661446562,5.86967844093695,26,332,2,0.542582420314772
2196,4876,40,63,10,25189,6392,29910,2971,13040,46,46774039,31,5.86967844093695,5.310661446562,27,333,2,0.808483508969732
2027,4687,37,62,15,24494,6746,29947,2775,13555,55,38885212,30,5.86967844093695,4.75164445218705,28,333,2,0.793686029689862
3046,6040,58,73,46,25644,5623,29950,2066,13787,69,54913928,38,6.4286954353119,5.86967844093695,26,334,2,0.501867087038036
2691,5595,52,69,14,25933,6435,29929,2627,13441,59,54114440,35,6.4286954353119,5.310661446562,27,334,2,0.276632057868203
2424,5183,36,63,13,25325,6809,29919,3035,12832,50,52948546,34,6.4286954353119,4.75164445218705,28,334,2,0.119664941102955
2044,4601,31,52,16,25325,6809,29928,2795,13178,48,56880764,50,6.98771242968684,4.75164445218705,28,335,2,0.886597760157759
3209,6552,57,76,131,25685,4898,29986,1907,14072,84,62639743,37,8.10574641843674,5.86967844093695,26,337,2,0.970288991112123
3231,6534,56,76,107,24670,7433,29901,2468,13355,57,64160091,38,8.10574641843674,5.310661446562,27,337,2,0.942526312878199
2997,5938,47,65,27,24107,6418,29907,3736,12585,42,46948661,29,8.10574641843674,4.75164445218705,28,337,2,0.638128132512361
3410,6839,66,82,87,23651,5216,30028,1809,14368,103,59619254,40,8.66476341281169,6.4286954353119,25,338,2,0.0905901520413662
3222,6539,60,79,51,23741,4672,29915,2317,13806,73,62173386,38,8.66476341281169,5.86967844093695,26,338,2,0.07470811489881
3057,6353,56,76,67,22089,13876,29826,2805,13139,48,64645746,36,8.66476341281169,5.310661446562,27,338,2,0.18245093620079
2946,6037,42,67,33,21755,10320,29907,4070,12060,42,59486568,32,8.66476341281169,4.75164445218705,28,338,2,0.0316876620019078
3355,6794,62,81,138,19993,6787,29745,3063,14299,68,58930031,42,9.22378040718663,6.4286954353119,25,339,2,0.724936308045872
3306,6629,60,78,109,20887,7125,29828,3569,13560,59,61940207,40,9.22378040718663,5.86967844093695,26,339,2,0.144158809946439
3163,6438,54,76,253,21211,11442,29769,3008,13202,51,64888573,46,9.22378040718663,5.310661446562,27,339,2,0.635926816608026
3043,6305,47,74,42,19108,9583,29748,3343,12436,36,65507242,41,9.22378040718663,4.75164445218705,28,339,2,0.789847558684815
2881,6585,41,77,83,20867,9175,29698,3739,12950,32,62207001,38,9.22378040718663,4.19262745781211,29,339,2,0.566253126608988
2739,5792,49,71,0,24482,7176,29838,2494,12319,48,10221627,42,9.22378040718663,-0.279508497187474,37,339,2,0.377413923888473
2732,5553,47,68,10,24925,7623,29840,2802,12874,47,23262853,40,9.22378040718663,-0.838525491562421,38,339,2,0.821586115511533
3120,6080,52,72,13,25784,7529,29833,2596,13106,46,15880819,43,9.22378040718663,-1.39754248593737,39,339,2,0.304880829506504
3579,6731,51,75,0,26958,7529,29832,1995,11291,43,9430586,44,9.22378040718663,-1.95655948031232,40,339,2,0.319373097536832
3110,6614,60,78,454,17221,4174,29551,2851,14737,70,57902937,38,9.78279740156158,6.4286954353119,25,340,2,0.78497989138293
3191,6554,56,78,164,15439,7325,29513,4585,13912,48,61426924,44,9.78279740156158,5.86967844093695,26,340,2,0.503736437057276
2994,6272,52,74,198,16641,8178,29595,4395,13363,44,64914796,45,9.78279740156158,5.310661446562,27,340,2,0.260996731933566
3197,6613,58,77,430,17821,7526,29771,3246,12788,38,66055762,41,9.78279740156158,4.75164445218705,28,340,2,0.732475524156582
3258,6632,58,78,677,20652,7780,29875,2906,12671,41,64963894,39,9.78279740156158,4.19262745781211,29,340,2,0.162949965018604
2954,6183,43,71,196,21777,7780,29898,3060,12051,42,22396633,36,9.78279740156158,3.63361046343716,30,340,2,0.921075222102221
2864,6030,56,76,0,20901,11639,29863,2978,11097,44,11173180,38,9.78279740156158,2.51557647468726,32,340,2,0.222223462665215
2894,6110,59,78,0,20125,13211,29819,2770,11283,36,29572387,42,9.78279740156158,1.95655948031232,33,340,2,0.0836087173480035
2625,5613,48,71,0,19799,15435,29799,3024,12665,38,34546990,38,9.78279740156158,1.39754248593737,34,340,2,0.0737015537421595
2709,5620,44,71,24,20452,16015,29817,2709,12041,40,32037918,38,9.78279740156158,0.838525491562421,35,340,2,0.769551657662049
2862,5764,49,74,23,22060,10249,29850,2717,11948,43,29384205,40,9.78279740156158,0.279508497187474,36,340,2,0.817677026694343
2804,5662,52,73,49,23566,9097,29839,2655,12627,47,33048818,40,9.78279740156158,-0.279508497187474,37,340,2,0.7404255352805
2962,5877,55,72,45,24490,9513,29855,2480,12618,50,28318659,41,9.78279740156158,-0.838525491562421,38,340,2,0.758248787177962
3041,5912,47,70,19,25329,10524,29828,2640,12606,48,28252767,43,9.78279740156158,-1.39754248593737,39,340,2,0.961194980110539
3171,6190,43,70,20,26168,10524,29810,2261,12991,42,27804998,43,9.78279740156158,-1.95655948031232,40,340,2,0.466424962099562
3314,6387,41,70,0,28431,8466,29817,1744,11247,43,11112590,42,9.78279740156158,-2.51557647468726,41,340,2,0.786996488000829
3176,6734,56,77,330,15542,4692,29293,3069,14802,51,63628359,42,10.3418143959365,5.310661446562,27,341,2,0.422568083677206
3297,6838,63,79,394,17533,8191,29766,2608,13167,41,64900696,42,10.3418143959365,4.75164445218705,28,341,2,0.943729958429594
3189,6635,54,77,52,18772,8677,29801,3028,12698,36,66795658,40,10.3418143959365,4.19262745781211,29,341,2,0.00131439798824418
3351,6726,51,79,18,19826,8677,29854,2880,13416,40,68399943,43,10.3418143959365,3.63361046343716,30,341,2,0.981267907154657
3098,6419,51,76,25,19633,9797,29813,2976,13692,36,68795737,42,10.3418143959365,3.07459346906221,31,341,2,0.570194182308453
2790,5920,46,71,51,18806,11776,29760,3297,13244,31,62967546,40,10.3418143959365,2.51557647468726,32,341,2,0.346470554408469
3031,6291,55,75,39,18409,12185,29650,3349,12764,28,54483403,43,10.3418143959365,1.95655948031232,33,341,2,0.557503053109067
2767,5877,47,70,37,18263,13881,29578,4008,12513,26,50271359,40,10.3418143959365,1.39754248593737,34,341,2,0.299784702501575
2655,5615,38,67,52,18940,14869,29701,3173,11956,31,43298459,38,10.3418143959365,0.838525491562421,35,341,2,0.159072822525737
2680,5503,39,67,45,20590,12640,29819,2410,11930,43,38034499,37,10.3418143959365,0.279508497187474,36,341,2,0.665256285872595
3067,5999,52,77,40,22621,11808,29854,2347,12160,49,35400869,40,10.3418143959365,-0.279508497187474,37,341,2,0.684202783274851
3078,6003,52,73,50,23720,12446,29865,2335,12504,51,30360023,41,10.3418143959365,-0.838525491562421,38,341,2,0.792409362348291
2868,5684,47,69,50,24285,12645,29812,2570,12429,47,29833361,41,10.3418143959365,-1.39754248593737,39,341,2,0.348624437659894
2788,5629,42,66,42,25220,12645,29773,2488,12201,42,29637554,41,10.3418143959365,-1.95655948031232,40,341,2,0.250074733353068
2876,5640,39,66,33,27563,10929,29788,2177,12747,40,27772193,40,10.3418143959365,-2.51557647468726,41,341,2,0.345003385293862
3159,6146,44,68,0,29969,8766,29799,1803,11006,41,11687979,42,10.3418143959365,-3.07459346906221,42,341,2,0.328632592865502
3590,7326,68,84,1210,17514,3123,29669,1550,16716,86,62821057,45,10.9008313903115,5.310661446562,27,342,2,0.927485532892117
3278,6922,64,80,464,18341,3881,29694,1558,14812,60,64110215,43,10.9008313903115,4.75164445218705,28,342,2,0.756072432453704
3413,7032,67,84,587,18920,5721,29740,1496,13980,51,66892287,44,10.9008313903115,4.19262745781211,29,342,2,0.288238633424684
3298,6771,62,81,221,18638,5721,29627,2430,13254,34,69633616,44,10.9008313903115,3.63361046343716,30,342,2,0.606179876148598
3276,6710,60,81,232,18440,6374,29592,2447,13199,34,70194306,44,10.9008313903115,3.07459346906221,31,342,2,0.766029364237188
3183,6548,60,78,560,18358,8233,29624,2178,13239,39,64705458,41,10.9008313903115,2.51557647468726,32,342,2,0.846152344274838
3297,6704,61,80,501,18896,8854,29621,2226,13691,40,56365227,43,10.9008313903115,1.95655948031232,33,342,2,0.901981191878953
2999,6198,51,73,594,19160,9697,29595,2574,13581,40,52217422,42,10.9008313903115,1.39754248593737,34,342,2,0.595707147578878
2952,6037,51,74,639,20034,9722,29694,1923,13019,47,45101020,39,10.9008313903115,0.838525491562421,35,342,2,0.0685361446160678
2843,5743,45,70,499,21409,9264,29722,2092,12926,46,39370935,37,10.9008313903115,0.279508497187474,36,342,2,0.218043374944113
2686,5442,39,67,153,22793,10506,29778,1972,13059,48,36504175,36,10.9008313903115,-0.279508497187474,37,342,2,0.869408491537521
2732,5485,41,66,97,23252,12681,29703,2787,12937,40,32114787,37,10.9008313903115,-0.838525491562421,38,342,2,0.414217854149326
2897,5779,46,69,211,23300,14730,29703,2997,12695,40,30831094,39,10.9008313903115,-1.39754248593737,39,342,2,0.661209152001318
3035,5989,44,69,199,24135,14730,29748,2177,12481,47,30503564,41,10.9008313903115,-1.95655948031232,40,342,2,0.783484840322146
3332,6370,50,73,219,28498,9940,29728,2180,12458,43,29842028,42,10.9008313903115,-2.51557647468726,41,342,2,0.247886007622878
2994,5984,43,68,89,29943,9276,29735,2198,12423,40,24351194,40,10.9008313903115,-3.07459346906221,42,342,2,0.554425288853058
2893,5826,38,64,52,31784,8570,29771,1539,10862,38,12081937,34,10.9008313903115,-3.63361046343716,43,342,2,0.229585395135581
3549,7316,66,80,1049,15966,2517,29773,1809,16932,100,59758257,46,11.4598483846864,5.86967844093695,26,343,2,0.00691276397036733
3549,7301,67,81,971,17082,3280,29759,1608,16439,86,61206455,46,11.4598483846864,5.310661446562,27,343,2,0.766639397234634
3797,7686,76,92,716,18066,4006,29842,1226,15550,78,62529253,45,11.4598483846864,4.75164445218705,28,343,2,0.0218332495144079
3411,7042,69,88,535,18594,4200,29775,1113,14754,64,65995701,46,11.4598483846864,4.19262745781211,29,343,2,0.393103434605689
3469,7099,70,87,441,18588,4200,29625,1795,13902,43,71635900,45,11.4598483846864,3.63361046343716,30,343,2,0.252540155757166
3418,6975,68,86,578,18772,4667,29615,2029,13987,43,72991446,45,11.4598483846864,3.07459346906221,31,343,2,0.204216921394176
3355,6822,66,83,616,18911,6825,29652,1901,13969,46,68181280,43,11.4598483846864,2.51557647468726,32,343,2,0.66227946721661
3348,6758,65,82,585,19828,7629,29648,1830,14010,46,60128877,43,11.4598483846864,1.95655948031232,33,343,2,0.914742080029946
3186,6443,57,77,628,20438,8382,29619,2152,13875,44,56109548,41,11.4598483846864,1.39754248593737,34,343,2,0.0069025477433895
3150,6350,56,78,536,21341,8525,29715,1934,13492,52,48706142,40,11.4598483846864,0.838525491562421,35,343,2,0.746423200362149
3131,6190,51,76,473,22325,8622,29793,1676,13443,56,42043808,38,11.4598483846864,0.279508497187474,36,343,2,0.799670794169673
2959,5883,52,73,290,23830,8407,29804,1590,13573,56,38710785,40,11.4598483846864,-0.279508497187474,37,343,2,0.907798941071005
2903,5774,51,70,393,25144,9666,29645,2432,13496,41,33688412,40,11.4598483846864,-0.838525491562421,38,343,2,0.97457393538529
2983,5873,50,70,346,25327,12678,29586,2920,13039,36,32463790,41,11.4598483846864,-1.39754248593737,39,343,2,0.119863491132223
3187,6147,46,69,210,24819,12678,29775,2409,12719,47,32235584,41,11.4598483846864,-1.95655948031232,40,343,2,0.518969763416861
3541,6666,53,76,252,28614,12934,29769,2063,12777,48,31803762,43,11.4598483846864,-2.51557647468726,41,343,2,0.821974811688185
3224,6271,47,70,176,31498,9289,29714,2004,12422,44,32332394,41,11.4598483846864,-3.07459346906221,42,343,2,0.637022798742926
2934,5755,32,62,246,32962,9011,29739,1872,12176,36,32048913,35,11.4598483846864,-3.63361046343716,43,343,2,0.953910376899607
3401,6442,40,73,0,34172,9684,29789,1339,10965,41,15223362,42,11.4598483846864,-4.19262745781211,44,343,2,0.946926373226851
3537,7253,64,77,740,15690,2425,29702,1895,16716,106,59150741,50,12.0188653790614,5.86967844093695,26,344,2,0.966605245331986
3658,7419,69,83,720,16770,2871,29722,1754,15994,90,59791883,47,12.0188653790614,5.310661446562,27,344,2,0.0673441884719516
3550,7211,68,84,489,17819,3271,29790,1183,15332,81,61148161,45,12.0188653790614,4.75164445218705,28,344,2,0.437534793660125
3482,7061,68,86,487,18372,3684,29721,1455,15084,66,67261793,45,12.0188653790614,4.19262745781211,29,344,2,0.320839942810518
3582,7168,72,87,697,18859,3684,29684,1398,14696,57,73400820,46,12.0188653790614,3.63361046343716,30,344,2,0.13405205840044
3478,6990,69,86,687,19344,4096,29676,1498,14584,55,75466589,46,12.0188653790614,3.07459346906221,31,344,2,0.1345851502257
3351,6748,66,83,632,19696,5913,29681,1588,14415,53,71377764,43,12.0188653790614,2.51557647468726,32,344,2,0.805947660318698
3246,6496,63,80,598,21014,7012,29691,1687,14246,52,63746801,41,12.0188653790614,1.95655948031232,33,344,2,0.524764264394895
3233,6407,60,79,639,21881,7769,29706,1691,14243,53,59922789,41,12.0188653790614,1.39754248593737,34,344,2,0.944256970581438
3313,6522,56,80,559,22687,7979,29744,1641,13796,55,52365043,41,12.0188653790614,0.838525491562421,35,344,2,0.988340076638724
3208,6321,53,78,420,23462,8546,29772,1678,13696,57,44901904,40,12.0188653790614,0.279508497187474,36,344,2,0.409894179847122
3080,6047,54,75,283,24895,8428,29845,1729,14120,62,41168338,38,12.0188653790614,-0.279508497187474,37,344,2,0.371187877142478
3150,6123,59,76,559,26738,8500,29788,1709,14794,58,35586692,41,12.0188653790614,-0.838525491562421,38,344,2,0.226854092445029
3261,6284,61,78,607,27659,10414,29684,1736,14527,51,34361482,45,12.0188653790614,-1.39754248593737,39,344,2,0.446030958823852
3152,6103,49,70,587,27287,10414,29577,2813,13300,38,34189352,42,12.0188653790614,-1.95655948031232,40,344,2,0.266221437567159
3476,6549,49,73,205,29046,12779,29687,2621,12859,43,33899425,44,12.0188653790614,-2.51557647468726,41,344,2,0.459096393967459
3511,6623,53,76,321,31981,11735,29770,2077,12647,50,34458519,42,12.0188653790614,-3.07459346906221,42,344,2,0.432905328118769
3342,6430,42,70,311,34928,8898,29758,1558,12244,48,34470099,38,12.0188653790614,-3.63361046343716,43,344,2,0.259623434291208
3300,6306,42,70,51,35748,9168,29706,1767,11647,39,38620067,40,12.0188653790614,-4.19262745781211,44,344,2,0.133714508366169
3553,6748,48,74,0,35645,8767,29786,1410,13164,42,39844509,43,12.0188653790614,-4.75164445218705,45,344,2,0.419228418590875
3532,6847,57,73,0,36736,7222,29780,1331,12395,44,27615449,46,12.0188653790614,-5.310661446562,46,344,2,0.506860511242541
3584,7180,63,77,908,15690,2425,29756,1733,16714,110,59018152,48,12.5778823734363,5.86967844093695,26,345,2,0.3243245550001
3680,7343,68,83,887,16770,2871,29744,1563,16023,93,59551338,49,12.5778823734363,5.310661446562,27,345,2,0.684688800419701
3640,7279,69,86,620,17819,3271,29764,1330,15461,80,60923980,47,12.5778823734363,4.75164445218705,28,345,2,0.443093511026668
3504,7063,68,84,667,18372,3684,29696,1508,15239,66,67310222,46,12.5778823734363,4.19262745781211,29,345,2,0.435663079837528
3484,6977,68,84,691,18859,3684,29694,1361,14796,59,73729426,46,12.5778823734363,3.63361046343716,30,345,2,0.793023515561676
3386,6753,66,83,676,19344,4096,29699,1372,14646,58,75952832,45,12.5778823734363,3.07459346906221,31,345,2,0.815556369684112
3345,6646,64,81,656,19696,5913,29683,1491,14503,55,72324212,44,12.5778823734363,2.51557647468726,32,345,2,0.752112653709533
3210,6385,62,79,610,21014,7012,29715,1501,14459,55,65215737,42,12.5778823734363,1.95655948031232,33,345,2,0.78925594132128
3229,6351,61,79,628,21881,7769,29741,1473,14407,56,61645347,42,12.5778823734363,1.39754248593737,34,345,2,0.501267453084442
