GOME2_PK_SIF,GOME2_JJ_SIF,OCO2SIF,GOSIF,ELEVATION,BCCMASS,BCdepo,TA,RF,SW,VPD,Ndepo,LAI,longitude,latitude,indRows,indCols,Region,randomNum
3945,7625,81,95,772,6267,2165,29864,1982,14816,50,25686841,58,-65.1254798446814,0.838525491562421,35,206,1,0.473817863220927
3758,7235,77,89,287,6927,1688,29855,2577,14395,37,25379473,58,-65.1254798446814,0.279508497187474,36,206,1,0.356256342496277
3729,7161,76,87,84,7346,1630,29876,3042,14310,34,24515636,58,-65.1254798446814,-0.279508497187474,37,206,1,0.47557844163322
3782,7217,77,87,72,7635,1782,29868,2905,14115,34,24758539,58,-65.1254798446814,-0.838525491562421,38,206,1,0.671022018283348
3818,7270,77,88,72,7836,1811,29862,2745,14168,33,23768550,58,-65.1254798446814,-1.39754248593737,39,206,1,0.959645196993795
3785,7290,77,89,61,8061,1811,29894,2730,14379,38,23162070,58,-65.1254798446814,-1.95655948031232,40,206,1,0.0890842655064104
3778,7357,77,89,55,8802,1564,29916,2826,14417,38,21233521,58,-65.1254798446814,-2.51557647468726,41,206,1,0.797742459847051
3882,7555,79,89,64,9335,1540,29917,2804,14466,38,21689571,58,-65.1254798446814,-3.07459346906221,42,206,1,0.590775746140886
3859,7560,78,89,80,9760,1627,29893,2662,14375,38,21252034,58,-65.1254798446814,-3.63361046343716,43,206,1,0.912196754252076
3782,7506,76,87,94,9980,1747,29883,2660,14413,38,20372692,58,-65.1254798446814,-4.19262745781211,44,206,1,0.101129318887619
3780,7531,75,86,92,10168,1783,29886,2610,14521,41,19690893,57,-65.1254798446814,-4.75164445218705,45,206,1,0.293294642967131
3798,7590,75,86,94,10445,1734,29890,2603,14569,43,19459823,57,-65.1254798446814,-5.310661446562,46,206,1,0.0515882053839337
3834,7716,75,88,101,10775,1690,29899,2691,14638,43,19011758,58,-65.1254798446814,-5.86967844093695,47,206,1,0.504128180597837
3892,7859,76,89,94,11152,1605,29906,2581,14681,46,19008938,58,-65.1254798446814,-6.4286954353119,48,206,1,0.768375751898677
3949,8045,76,89,107,11531,1717,29909,2547,14687,48,19828303,58,-65.1254798446814,-6.98771242968684,49,206,1,0.282985376214109
3975,8154,76,89,113,12503,1717,29921,2471,14679,49,21798549,58,-65.1254798446814,-7.54672942406179,50,206,1,0.225360245794357
3982,8246,75,88,113,12893,1839,29903,2446,14748,51,23817877,58,-65.1254798446814,-8.10574641843674,51,206,1,0.331289642625589
3984,8295,74,87,122,13483,2026,29900,2413,14774,53,26267860,57,-65.1254798446814,-8.66476341281169,52,206,1,0.453251351408243
4197,8694,78,91,133,14396,2239,29885,2346,14946,55,27579441,58,-65.1254798446814,-9.22378040718663,53,206,1,0.7373846381813
4072,8608,75,87,144,15612,2487,29896,2195,15047,57,30230986,58,-65.1254798446814,-9.78279740156158,54,206,1,0.509885654703147
4347,9160,80,91,154,15945,2353,29880,2140,15148,58,32927700,59,-65.1254798446814,-10.3418143959365,55,206,1,0.382514191853397
4386,9348,82,94,151,15142,2264,29872,2033,15282,59,34326213,59,-65.1254798446814,-10.9008313903115,56,206,1,0.905483216847227
4365,9398,82,93,164,14455,2241,29880,1941,15341,61,36217080,59,-65.1254798446814,-11.4598483846864,57,206,1,0.965257748969727
4286,9313,80,90,171,14354,2227,29897,1855,15425,66,38774996,58,-65.1254798446814,-12.0188653790614,58,206,1,0.628267352552455
4480,9716,87,97,158,14644,2066,29905,1858,15563,68,38780819,58,-65.1254798446814,-12.5778823734363,59,206,1,0.132031170054907
4908,10937,91,104,236,13789,2497,29707,2639,13987,49,39583762,60,-65.1254798446814,-16.491001334061,66,206,1,0.618301778328654
3676,8776,75,94,2037,11111,3608,29598,3258,13160,37,38514277,53,-65.1254798446814,-17.0500183284359,67,206,1,0.383020104064703
3043,7633,72,90,3333,7311,3463,28642,1820,15748,29,37894406,51,-65.1254798446814,-17.6090353228108,68,206,1,0.991193747568799
3842,7084,81,97,7,5677,1195,29879,1513,14975,68,3170824,59,-64.5664628503064,10.3418143959365,18,207,1,0.286827284759212
3985,7792,94,112,68,5182,679,29908,2560,15235,69,17919151,55,-64.5664628503064,6.98771242968684,24,207,1,0.706191429589364
3802,7543,87,104,270,4957,879,29822,4278,14345,51,16645238,55,-64.5664628503064,6.4286954353119,25,207,1,0.535205897505445
3726,7435,83,102,621,4801,1158,29750,4785,14022,45,14061571,54,-64.5664628503064,5.86967844093695,26,207,1,0.193211038592101
3699,7373,80,98,802,4711,1807,29718,4092,14235,45,11459546,53,-64.5664628503064,5.310661446562,27,207,1,0.689435100924171
3450,7398,75,91,599,4435,2117,29422,4351,14431,31,11157837,49,-64.5664628503064,4.75164445218705,28,207,1,0.0504550031686729
3429,7430,74,90,1086,4284,1816,29375,2528,14739,32,13934254,51,-64.5664628503064,4.19262745781211,29,207,1,0.184434115699354
3494,7450,75,90,1018,4478,1816,29447,2512,15383,39,16794697,53,-64.5664628503064,3.63361046343716,30,207,1,0.0456583234773829
3912,7852,82,96,508,4695,1663,29672,3224,15434,42,18172771,57,-64.5664628503064,3.07459346906221,31,207,1,0.885041502041251
4141,8060,85,98,167,4934,1920,29691,3784,15397,34,20513513,59,-64.5664628503064,2.51557647468726,32,207,1,0.839794385798114
4246,8348,87,100,234,5673,1708,29635,2381,15079,40,22673664,57,-64.5664628503064,1.95655948031232,33,207,1,0.118155245153682
4033,7961,82,95,465,5940,2218,29636,2319,15212,40,23723820,56,-64.5664628503064,1.39754248593737,34,207,1,0.410414853697837
3803,7337,77,89,252,6735,1904,29865,3212,14715,36,24826159,59,-64.5664628503064,0.838525491562421,35,207,1,0.12022858999065
3687,7139,74,86,115,7211,1640,29859,3101,14251,33,24740407,58,-64.5664628503064,0.279508497187474,36,207,1,0.572092522260723
3738,7193,75,87,82,7503,1587,29880,3072,14251,34,22705415,58,-64.5664628503064,-0.279508497187474,37,207,1,0.949390134629152
3716,7143,74,85,63,7726,1757,29866,2895,14121,34,24300084,58,-64.5664628503064,-0.838525491562421,38,207,1,0.25638515979688
3821,7294,77,88,66,7918,1869,29862,2774,14099,34,23812918,59,-64.5664628503064,-1.39754248593737,39,207,1,0.989865435151316
3813,7333,77,89,70,8161,1869,29867,2687,14282,34,23459799,58,-64.5664628503064,-1.95655948031232,40,207,1,0.349808041044371
3853,7456,78,90,52,8878,1829,29897,2747,14374,36,22468690,59,-64.5664628503064,-2.51557647468726,41,207,1,0.20852237389343
3692,7317,75,87,50,9389,1719,29915,2766,14517,38,20532427,57,-64.5664628503064,-3.07459346906221,42,207,1,0.665827160044803
3833,7551,77,89,68,9927,1581,29891,2760,14417,38,20391371,58,-64.5664628503064,-3.63361046343716,43,207,1,0.97334470672087
3751,7486,75,86,79,10257,1664,29879,2663,14391,38,20367925,58,-64.5664628503064,-4.19262745781211,44,207,1,0.622699821538518
3799,7585,75,86,85,10520,1794,29889,2573,14498,41,19702132,58,-64.5664628503064,-4.75164445218705,45,207,1,0.0635378925573686
3855,7726,75,87,86,10799,1783,29897,2666,14570,43,19546119,58,-64.5664628503064,-5.310661446562,46,207,1,0.373509533241305
3870,7798,75,87,88,11156,1759,29921,2590,14644,45,19247988,58,-64.5664628503064,-5.86967844093695,47,207,1,0.166251535436548
3935,7962,76,88,77,11523,1738,29918,2602,14685,47,19410388,58,-64.5664628503064,-6.4286954353119,48,207,1,0.231278078105778
3947,8039,75,87,81,11938,1840,29927,2504,14660,48,20340602,58,-64.5664628503064,-6.98771242968684,49,207,1,0.0522086332938522
3897,8058,73,85,78,13099,1840,29916,2553,14655,49,22543763,57,-64.5664628503064,-7.54672942406179,50,207,1,0.901756316713514
3915,8151,72,85,100,13762,2016,29908,2428,14698,53,24763107,57,-64.5664628503064,-8.10574641843674,51,207,1,0.793291699901326
4033,8370,74,87,108,14576,2158,29906,2411,14755,54,27182247,57,-64.5664628503064,-8.66476341281169,52,207,1,0.373014324844645
4122,8593,76,89,119,15605,2365,29911,2282,14984,57,28275801,58,-64.5664628503064,-9.22378040718663,53,207,1,0.832054705376542
4398,9237,80,92,130,16930,2716,29887,2303,15085,58,30921271,60,-64.5664628503064,-9.78279740156158,54,207,1,0.753834556589773
4330,9205,80,92,163,16965,2571,29873,2199,15141,60,33442096,59,-64.5664628503064,-10.3418143959365,55,207,1,0.621863097261786
4457,9483,84,97,178,15690,2387,29852,2052,15190,58,34739340,60,-64.5664628503064,-10.9008313903115,56,207,1,0.394093180849151
4441,9549,84,97,162,14518,2449,29861,1949,15281,60,37298270,60,-64.5664628503064,-11.4598483846864,57,207,1,0.359277961450212
4325,9454,82,94,146,14390,2444,29874,1933,15397,62,39426715,59,-64.5664628503064,-12.0188653790614,58,207,1,0.0888524608922825
4565,9864,87,98,147,14814,2138,29885,1877,15538,67,39602019,59,-64.5664628503064,-12.5778823734363,59,207,1,0.341677003639647
4797,10617,90,100,147,15787,2379,29872,1823,15455,77,39786406,59,-64.5664628503064,-14.2549333565612,62,207,1,0.548670594067366
4797,10617,90,100,153,15512,2440,29832,1958,15293,73,40428712,59,-64.5664628503064,-14.8139503509361,63,207,1,0.460547461088786
4623,10336,83,93,164,15088,2405,29815,2054,15135,70,40564316,57,-64.5664628503064,-15.3729673453111,64,207,1,0.64545237343559
4641,10378,85,95,172,14944,2463,29789,2124,14940,66,40566414,58,-64.5664628503064,-15.931984339686,65,207,1,0.513520841267514
4796,10756,89,99,185,14573,2530,29720,2304,14156,56,39877192,59,-64.5664628503064,-16.491001334061,66,207,1,0.814426468563278
4138,9628,79,96,293,12901,2764,29669,2975,13374,43,38810669,56,-64.5664628503064,-17.0500183284359,67,207,1,0.0971832059869966
3435,8306,74,93,1804,9783,3418,28849,1899,14940,25,38169388,54,-64.5664628503064,-17.6090353228108,68,207,1,0.463713560645511
3314,6237,75,92,0,4959,2070,29598,1181,16487,64,6383269,54,-64.0074458559315,10.3418143959365,18,208,1,0.589817489604743
3050,5814,73,89,158,6535,2070,29761,772,15999,79,18715219,52,-64.0074458559315,9.78279740156158,19,208,1,0.187172070539839
4151,7935,97,112,87,5724,568,29950,1808,16145,91,19327317,54,-64.0074458559315,7.54672942406179,23,208,1,0.611330146637951
4101,7979,97,115,155,4884,633,29863,1986,15955,76,17435406,56,-64.0074458559315,6.98771242968684,24,208,1,0.051941981368346
3935,7736,91,108,200,4796,749,29786,2669,15330,63,16238326,57,-64.0074458559315,6.4286954353119,25,208,1,0.575726948453721
3590,7321,79,96,278,4532,1250,29646,4028,15121,43,13789273,54,-64.0074458559315,5.86967844093695,26,208,1,0.842344701828773
3768,7498,81,97,313,4612,1430,29730,3575,15367,41,11320202,55,-64.0074458559315,5.310661446562,27,208,1,0.499725973621345
3411,7056,71,87,1077,4709,1486,29604,4022,15495,38,11088777,52,-64.0074458559315,4.75164445218705,28,208,1,0.439024887659214
3788,7726,80,99,955,4674,1399,29634,3647,15422,38,14018757,54,-64.0074458559315,4.19262745781211,29,208,1,0.149057083245688
3965,7967,83,102,1066,4829,1399,29626,2056,15226,43,17030501,55,-64.0074458559315,3.63361046343716,30,208,1,0.0282794508957929
3468,7337,73,90,958,5011,1353,29489,1860,15159,42,18448900,49,-64.0074458559315,3.07459346906221,31,208,1,0.756669787984348
3902,7941,81,97,471,4960,1816,29426,1910,15154,40,20577600,54,-64.0074458559315,2.51557647468726,32,208,1,0.79610623594284
4223,8226,86,101,355,5803,1626,29745,1911,15531,51,22400040,58,-64.0074458559315,1.95655948031232,33,208,1,0.29355559441744
4095,7913,82,94,595,6347,1665,29841,1887,15171,54,23287013,57,-64.0074458559315,1.39754248593737,34,208,1,0.115206746018031
3639,7094,72,84,101,6605,1727,29873,2809,14397,40,24270956,58,-64.0074458559315,0.838525491562421,35,208,1,0.375091630987986
3629,7019,72,84,84,7320,1476,29895,2922,14375,40,24313312,58,-64.0074458559315,0.279508497187474,36,208,1,0.82889374505677
3716,7178,74,86,73,7610,1457,29902,3023,14330,38,21867675,58,-64.0074458559315,-0.279508497187474,37,208,1,0.841776581954761
3691,7109,73,84,62,7832,1581,29875,2890,14093,35,24207403,57,-64.0074458559315,-0.838525491562421,38,208,1,0.665238451557799
3873,7397,78,88,65,8043,1747,29865,2811,14089,34,23695980,59,-64.0074458559315,-1.39754248593737,39,208,1,0.960139975886254
3861,7420,77,87,68,8282,1747,29865,2680,14223,34,23402431,59,-64.0074458559315,-1.95655948031232,40,208,1,0.943117892210703
3932,7555,78,88,60,9050,1930,29868,2672,14249,35,22798415,59,-64.0074458559315,-2.51557647468726,41,208,1,0.112699492380728
3860,7544,77,88,47,9549,1899,29875,2670,14264,35,21277850,59,-64.0074458559315,-3.07459346906221,42,208,1,0.648287449225586
3853,7603,78,89,50,10102,1705,29927,2783,14519,40,20437503,58,-64.0074458559315,-3.63361046343716,43,208,1,0.48080405167944
3809,7590,76,88,80,10595,1592,29911,2748,14538,41,20325534,58,-64.0074458559315,-4.19262745781211,44,208,1,0.0665206919491224
3828,7668,75,86,76,10946,1809,29897,2626,14479,41,19670828,58,-64.0074458559315,-4.75164445218705,45,208,1,0.897771225532002
3844,7754,75,86,79,11235,1877,29910,2628,14557,43,19560858,58,-64.0074458559315,-5.310661446562,46,208,1,0.497230128936991
3920,7903,76,87,79,11629,1992,29928,2542,14607,45,19354675,58,-64.0074458559315,-5.86967844093695,47,208,1,0.771303428858631
3941,8017,76,88,69,11961,1908,29909,2607,14588,48,19620928,58,-64.0074458559315,-6.4286954353119,48,208,1,0.0603622294239692
3905,8045,74,87,70,12414,1994,29909,2568,14596,50,20624880,57,-64.0074458559315,-6.98771242968684,49,208,1,0.262457464904029
3913,8124,73,86,81,13606,1994,29910,2581,14645,51,22984304,57,-64.0074458559315,-7.54672942406179,50,208,1,0.651069368702479
3968,8264,73,86,93,14403,2157,29922,2502,14733,55,25333467,57,-64.0074458559315,-8.10574641843674,51,208,1,0.133603910449774
4068,8456,75,87,101,15261,2261,29935,2385,14840,57,27695928,58,-64.0074458559315,-8.66476341281169,52,208,1,0.638545736824786
4318,8997,79,91,109,15996,2453,29913,2391,14906,62,28855874,59,-64.0074458559315,-9.22378040718663,53,208,1,0.384943094967874
4386,9354,80,94,176,16604,2803,29886,2216,15205,64,33555631,59,-64.0074458559315,-10.3418143959365,55,208,1,0.7656981256747
4330,9291,83,97,214,15384,2845,29750,2480,15009,53,34756845,59,-64.0074458559315,-10.9008313903115,56,208,1,0.652915682156136
4434,9534,85,97,174,14256,2558,29816,1946,15224,59,37121599,59,-64.0074458559315,-11.4598483846864,57,208,1,0.381489065282516
4326,9479,81,93,173,14618,2501,29854,1843,15491,62,39059394,58,-64.0074458559315,-12.0188653790614,58,208,1,0.300018582740438
4131,9327,78,89,161,14858,2135,29876,1868,15509,64,39145105,58,-64.0074458559315,-12.5778823734363,59,208,1,0.340139555506767
4424,9857,85,97,151,14839,2135,29879,1839,15602,67,38997165,60,-64.0074458559315,-13.1368993678113,60,208,1,0.918926536712417
4673,10346,88,98,149,15171,2341,29854,1729,15427,70,39013637,59,-64.0074458559315,-14.2549333565612,62,208,1,0.456266813303239
4746,10548,89,99,156,14986,2375,29791,1928,15239,64,39978524,58,-64.0074458559315,-14.8139503509361,63,208,1,0.442496952598123
4682,10521,86,95,183,14883,2343,29780,1893,15201,68,40551971,57,-64.0074458559315,-15.931984339686,65,208,1,0.454185819615522
4872,10952,91,102,189,14933,2326,29744,1920,14788,71,39846616,59,-64.0074458559315,-16.491001334061,66,208,1,0.94528200918664
4860,10944,91,103,225,14066,2351,29709,2089,14235,68,38639193,59,-64.0074458559315,-17.0500183284359,67,208,1,0.219118952550175
3812,9034,79,99,1007,12124,3534,29294,1595,14194,44,37947100,55,-64.0074458559315,-17.6090353228108,68,208,1,0.882402795931734
3708,8843,83,106,2029,9025,2882,29014,1396,14843,35,37054691,56,-64.0074458559315,-18.1680523171858,69,208,1,0.0198754228247094
3767,7172,82,102,37,4644,926,29593,1540,15754,43,11904399,48,-63.4484288615565,10.3418143959365,18,209,1,0.34176488323731
3802,7236,80,100,611,5100,926,29834,970,15296,70,18126654,47,-63.4484288615565,9.78279740156158,19,209,1,0.766027445694415
3888,7656,88,104,292,4498,611,29767,2360,15832,66,15333975,57,-63.4484288615565,6.4286954353119,25,209,1,0.342803701519393
3519,7195,75,92,310,4371,984,29599,3326,15695,47,13244678,54,-63.4484288615565,5.86967844093695,26,209,1,0.618806404154405
3798,7524,81,98,391,4623,1648,29738,3166,15671,47,11041516,56,-63.4484288615565,5.310661446562,27,209,1,0.453021162091896
3639,7324,75,90,730,4815,1269,29634,2902,15903,42,10950658,54,-63.4484288615565,4.75164445218705,28,209,1,0.0101626026279142
3585,7429,74,90,744,4888,1261,29543,3056,15555,39,14187765,52,-63.4484288615565,4.19262745781211,29,209,1,0.599081167470487
4132,8116,85,102,769,4950,1261,29670,2362,15203,43,17502110,57,-63.4484288615565,3.63361046343716,30,209,1,0.601568348358472
4308,8380,87,104,683,5261,1163,29627,2415,15307,42,19001161,55,-63.4484288615565,3.07459346906221,31,209,1,0.649417450961366
4038,8133,83,101,936,5527,1472,29530,2130,15176,40,20705774,53,-63.4484288615565,2.51557647468726,32,209,1,0.342720632582221
4191,8085,85,100,448,6118,1493,29840,2443,15396,52,21852791,58,-63.4484288615565,1.95655948031232,33,209,1,0.493299255574885
4144,7868,82,95,552,6573,1449,29864,2295,14912,50,22413397,59,-63.4484288615565,1.39754248593737,34,209,1,0.70177394525353
3556,7107,70,82,93,6753,1563,29884,2987,14443,47,23160550,54,-63.4484288615565,0.838525491562421,35,209,1,0.88780260142949
3666,7102,73,86,69,7234,1396,29920,2704,14630,49,23459124,58,-63.4484288615565,0.279508497187474,36,209,1,0.0550578461561846
3736,7200,74,87,58,7569,1440,29904,2808,14388,42,22810414,58,-63.4484288615565,-0.279508497187474,37,209,1,0.0983619505457304
3766,7241,75,87,57,7836,1420,29889,2894,14048,37,22260080,58,-63.4484288615565,-0.838525491562421,38,209,1,0.649782785472762
3850,7375,77,88,61,8127,1630,29871,2789,14055,34,23462105,59,-63.4484288615565,-1.39754248593737,39,209,1,0.764070891236327
3895,7466,78,88,64,8411,1630,29866,2673,14162,34,23287695,59,-63.4484288615565,-1.95655948031232,40,209,1,0.98795894159784
3899,7530,78,87,63,9273,1912,29869,2690,14214,35,22912904,59,-63.4484288615565,-2.51557647468726,41,209,1,0.125324791415593
3882,7575,77,88,58,9835,1877,29873,2751,14254,35,21629357,59,-63.4484288615565,-3.07459346906221,42,209,1,0.3644771752026
3894,7684,78,91,45,10450,1674,29935,2838,14534,41,20251815,58,-63.4484288615565,-3.63361046343716,43,209,1,0.676230090282253
3915,7761,78,91,71,10964,1599,29948,2795,14436,43,17576051,58,-63.4484288615565,-4.19262745781211,44,209,1,0.375758171217492
3876,7758,76,87,73,11340,1819,29898,2785,14471,40,19608219,58,-63.4484288615565,-4.75164445218705,45,209,1,0.863458491467109
3813,7731,74,87,71,11671,1882,29920,2654,14579,44,19590335,58,-63.4484288615565,-5.310661446562,46,209,1,0.291976750986029
3909,7930,75,87,62,12031,1985,29936,2554,14596,45,19568049,58,-63.4484288615565,-5.86967844093695,47,209,1,0.133474990584297
3939,8027,75,88,73,12370,1869,29909,2666,14547,48,20042008,58,-63.4484288615565,-6.4286954353119,48,209,1,0.672650514427429
3959,8161,75,88,80,12846,2095,29913,2627,14594,50,21193435,58,-63.4484288615565,-6.98771242968684,49,209,1,0.202584980871927
3927,8177,73,86,84,14087,2095,29921,2577,14692,52,23865387,57,-63.4484288615565,-7.54672942406179,50,209,1,0.868515198201092
4019,8370,74,87,91,14785,2278,29939,2502,14775,56,26474184,58,-63.4484288615565,-8.10574641843674,51,209,1,0.751157321899609
4092,8523,76,89,97,15595,2380,29950,2428,14843,59,28521869,58,-63.4484288615565,-8.66476341281169,52,209,1,0.419379649992969
4240,8861,79,92,101,16245,2530,29927,2326,14946,66,29730380,59,-63.4484288615565,-9.22378040718663,53,209,1,0.000231065199416736
4416,9435,81,93,173,15870,2771,29887,2207,15249,69,33782702,59,-63.4484288615565,-10.3418143959365,55,209,1,0.149463732367703
4368,9369,83,97,286,15197,2784,29774,2367,15241,58,34791857,59,-63.4484288615565,-10.9008313903115,56,209,1,0.273834301544268
4236,9287,81,93,200,14611,2643,29819,2003,15292,61,36768258,58,-63.4484288615565,-11.4598483846864,57,209,1,0.87242501896288
4220,9382,79,90,190,14970,2568,29869,1878,15508,65,38324753,58,-63.4484288615565,-12.0188653790614,58,209,1,0.601251143911812
4173,9453,79,91,179,15080,2304,29882,1820,15492,66,38231277,58,-63.4484288615565,-12.5778823734363,59,209,1,0.321188452831265
4505,10079,87,99,148,15024,2304,29861,1910,15566,64,37730613,60,-63.4484288615565,-13.1368993678113,60,209,1,0.284293074456312
4983,10948,96,108,145,14939,2267,29883,1729,15596,73,37308434,61,-63.4484288615565,-13.6959163621862,61,209,1,0.435315805784207
4905,10938,97,110,156,14518,2211,29835,1881,15454,64,37468100,61,-63.4484288615565,-14.2549333565612,62,209,1,0.903759051181981
4789,10802,94,106,170,14041,2172,29787,1797,15269,62,39078149,60,-63.4484288615565,-14.8139503509361,63,209,1,0.925105644987009
4870,10942,94,106,177,13710,2165,29780,1783,15258,65,40598564,60,-63.4484288615565,-15.3729673453111,64,209,1,0.505292452205831
4653,10505,84,93,186,13839,2359,29772,1800,15246,68,41010022,58,-63.4484288615565,-15.931984339686,65,209,1,0.62758180927003
4033,9467,83,103,556,13528,2203,29545,1312,14794,70,37502522,56,-63.4484288615565,-17.6090353228108,68,209,1,0.71926392682241
3872,9160,84,105,1619,12245,2120,29408,1256,15266,66,37056990,56,-63.4484288615565,-18.1680523171858,69,209,1,0.0239128813596552
4164,7773,90,107,215,4528,610,29806,1822,15861,43,6249213,50,-62.8894118671816,10.3418143959365,18,210,1,0.5749325019969
3929,7405,82,96,167,4609,610,29876,1466,15291,58,17405532,52,-62.8894118671816,9.78279740156158,19,210,1,0.0465344640640383
3801,7169,79,91,94,4704,538,29977,1205,15758,90,18423536,52,-62.8894118671816,9.22378040718663,20,210,1,0.422531388268483
4018,7931,97,115,204,4496,515,29863,1867,16826,73,14589445,52,-62.8894118671816,7.54672942406179,23,210,1,0.467734261291993
3926,7813,93,112,315,4441,659,29874,1887,16536,73,15127254,56,-62.8894118671816,6.98771242968684,24,210,1,0.0226279867559067
3784,7571,86,103,340,4245,940,29764,1925,15953,68,14453993,56,-62.8894118671816,6.4286954353119,25,210,1,0.0650740424646463
3640,7384,79,97,541,4003,1555,29695,2551,15811,54,12747028,56,-62.8894118671816,5.86967844093695,26,210,1,0.923956335725144
3817,7556,80,98,479,4211,1410,29727,3155,15564,48,10820868,57,-62.8894118671816,5.310661446562,27,210,1,0.53414286394427
3737,7464,75,92,486,4666,1222,29714,2845,15888,44,10869932,56,-62.8894118671816,4.75164445218705,28,210,1,0.366796468997375
4076,7946,83,102,732,4943,1122,29636,2150,15707,46,14391691,57,-62.8894118671816,4.19262745781211,29,210,1,0.363946179540744
4153,8118,85,103,628,5284,1122,29726,2616,15359,47,17985785,56,-62.8894118671816,3.63361046343716,30,210,1,0.151373665826451
4484,8505,90,108,434,5624,1036,29722,2179,15357,48,19556049,58,-62.8894118671816,3.07459346906221,31,210,1,0.149608598632666
4501,8500,89,108,639,5920,1219,29733,1989,15167,49,20834245,58,-62.8894118671816,2.51557647468726,32,210,1,0.350802091637144
4277,8084,84,99,608,6506,1289,29860,2124,15241,56,21310599,59,-62.8894118671816,1.95655948031232,33,210,1,0.335966095668561
4113,7791,81,93,149,6593,1422,29867,2481,14781,47,21546873,59,-62.8894118671816,1.39754248593737,34,210,1,0.784027846268716
3759,7236,72,84,479,6930,1446,29888,2151,14437,52,22048767,58,-62.8894118671816,0.838525491562421,35,210,1,0.486739211626018
3560,6938,69,82,52,7200,1378,29924,2590,14581,50,22580237,56,-62.8894118671816,0.279508497187474,36,210,1,0.464798012873766
3787,7291,76,89,48,7485,1415,29898,2804,14363,43,22845131,58,-62.8894118671816,-0.279508497187474,37,210,1,0.13125255159679
3770,7252,75,88,45,7773,1389,29911,2847,14034,39,20322269,58,-62.8894118671816,-0.838525491562421,38,210,1,0.886391470888295
3905,7461,78,89,54,8123,1449,29875,2935,14067,34,22016308,59,-62.8894118671816,-1.39754248593737,39,210,1,0.674557425628767
3897,7477,78,89,56,8493,1449,29868,2747,14147,34,22603747,59,-62.8894118671816,-1.95655948031232,40,210,1,0.835159638023036
3928,7582,79,89,62,9597,1899,29873,2735,14245,36,22998377,59,-62.8894118671816,-2.51557647468726,41,210,1,0.656487934875432
3912,7644,77,89,59,10209,1900,29879,2826,14287,36,20064818,59,-62.8894118671816,-3.07459346906221,42,210,1,0.983916976496475
3895,7716,77,91,50,10875,1800,29935,2849,14545,40,19021695,58,-62.8894118671816,-3.63361046343716,43,210,1,0.979789871891285
3822,7702,76,89,47,11400,1761,29938,2856,14426,41,19779317,58,-62.8894118671816,-4.19262745781211,44,210,1,0.250153013597979
3821,7714,75,87,61,11791,1884,29919,2707,14443,41,19533983,58,-62.8894118671816,-4.75164445218705,45,210,1,0.62457070354219
3835,7778,74,88,61,12076,1916,29933,2607,14530,44,19600556,57,-62.8894118671816,-5.310661446562,46,210,1,0.728242423153538
3881,7951,74,88,46,12373,1917,29919,2645,14558,44,19746920,58,-62.8894118671816,-5.86967844093695,47,210,1,0.498170315267308
3917,8040,74,87,70,12707,1884,29915,2710,14566,48,20284660,57,-62.8894118671816,-6.4286954353119,48,210,1,0.849828294959274
3965,8191,75,88,77,13132,2133,29933,2602,14606,51,21427720,58,-62.8894118671816,-6.98771242968684,49,210,1,0.190918203621887
3960,8250,74,88,75,14295,2133,29944,2573,14664,52,24170901,58,-62.8894118671816,-7.54672942406179,50,210,1,0.124143787222168
4050,8442,76,89,78,15066,2228,29945,2509,14768,55,27473854,58,-62.8894118671816,-8.10574641843674,51,210,1,0.00279042132911189
4244,8855,79,92,89,15859,2282,29939,2469,14856,61,29661943,59,-62.8894118671816,-8.66476341281169,52,210,1,0.152952789981843
4335,9065,80,93,101,17217,2615,29932,2285,15000,69,30563073,59,-62.8894118671816,-9.22378040718663,53,210,1,0.534160824643418
4389,9317,81,92,189,16059,2632,29915,2075,15309,74,34089273,58,-62.8894118671816,-10.3418143959365,55,210,1,0.510633605136478
4366,9387,82,94,251,15444,2657,29835,1929,15398,69,34886979,58,-62.8894118671816,-10.9008313903115,56,210,1,0.38521587987977
4369,9580,83,94,263,15118,2628,29832,2005,15362,66,36427320,59,-62.8894118671816,-11.4598483846864,57,210,1,0.310596453716413
4266,9585,81,93,195,14681,2593,29880,1858,15558,66,37559901,59,-62.8894118671816,-12.0188653790614,58,210,1,0.00355544745321035
4156,9462,78,90,155,14926,2303,29885,1845,15570,67,37276624,58,-62.8894118671816,-12.5778823734363,59,210,1,0.815242445313671
4432,10058,86,98,159,15131,2303,29889,1792,15565,68,36405422,59,-62.8894118671816,-13.1368993678113,60,210,1,0.638418458166358
4515,10255,87,98,150,14672,2247,29873,1739,15594,71,35645541,59,-62.8894118671816,-13.6959163621862,61,210,1,0.448339380701919
4762,10714,93,105,182,14273,2220,29823,1848,15521,62,35815395,60,-62.8894118671816,-14.2549333565612,62,210,1,0.244085770261907
4869,10960,96,108,198,13959,2218,29758,1797,15375,59,37962248,60,-62.8894118671816,-14.8139503509361,63,210,1,0.803385085996905
4817,10909,94,107,207,13540,2237,29756,1744,15318,62,40011358,60,-62.8894118671816,-15.3729673453111,64,210,1,0.823970887228072
4752,10861,94,107,208,12998,2300,29754,1623,15301,68,40606108,59,-62.8894118671816,-15.931984339686,65,210,1,0.852190649398636
3705,7062,75,92,21,4387,573,29928,1764,15371,61,15639434,52,-62.3303948728066,9.78279740156158,19,211,1,0.467251755433503
