YY,MM,DD,system_index,QC_500m,Range,SensorAzimuth,SensorZenith,SolarAzimuth,SolarZenith,date1,date_end,date_start,ecoregion,flux_data,flux_sitenames,gflags,granule_pnt,iobs_res,koeppen_geiger,landcover_igbp,num_observations_1km,num_observations_500m,obscov_500m,orbit_pnt,primary_veg_type,q_scan,secondary_veg_type,site_num,sitename,state_1km,sur_refl_b01,sur_refl_b02,sur_refl_b03,sur_refl_b04,sur_refl_b05,sur_refl_b06,sur_refl_b07,wwf_biome,x_geo,Var38,Var39,,
2006,5,4,2006_05_04_0000000000000000014e,1073741824,33773,9792,3498,14392,3270,13272,2019-01-13,2007-03-15,8,false,,0,2,0,Dfb,5,3,1,34,1,DB,15,EN,64,acadia,80,863,2649,388,708,3353,2673,1557,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,5,5,2006_05_05_0000000000000000014e,1073741824,32972,-7464,3255,16276,2897,13273,2019-01-13,2007-03-15,8,false,,0,2,3,Dfb,5,4,1,37,1,DB,1,EN,64,acadia,80,563,1878,358,549,2138,1636,895,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,5,6,2006_05_06_0000000000000000014e,1073741824,40301,9557,4846,13872,3356,13274,2019-01-13,2007-03-15,8,false,,0,1,0,Dfb,5,2,1,23,0,DB,15,EN,64,acadia,1040,1105,2790,939,1076,3237,2326,1303,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,5,7,2006_05_07_0000000000000000014e,1073741824,29171,-7882,1444,15672,2918,13275,2019-01-13,2007-03-15,8,false,,0,2,1,Dfb,5,2,1,45,1,DB,15,EN,64,acadia,80,755,2255,405,644,2739,2353,1298,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,5,8,2006_05_08_0000000000000000014e,1075838976,49964,-6988,5991,17804,2722,13276,2019-01-13,2007-03-15,8,false,,0,2,0,Dfb,5,6,2,10,1,DB,9,EN,64,acadia,1802,894,1836,826,965,1953,1345,745,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,5,9,2006_05_09_0000000000000000014e,1073741824,28515,10165,672,15078,2962,13277,2019-01-13,2007-03-15,8,false,,0,2,0,Dfb,5,2,1,30,1,DB,15,EN,64,acadia,1041,2915,3594,2834,2924,3962,3452,2810,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,5,10,2006_05_10_0000000000000000014e,1073741824,42375,-7185,5143,17161,2688,13278,2019-01-13,2007-03-15,8,false,,0,2,0,Dfb,5,7,2,14,1,DB,15,EN,64,acadia,1041,7892,7932,7980,8036,7137,5153,2956,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,5,11,2006_05_11_0000000000000000014e,1073741824,31299,10010,2659,14505,3031,13279,2019-01-13,2007-03-15,8,false,,0,1,2,Dfb,5,3,1,37,1,DB,15,EN,64,acadia,1041,7895,8140,7629,7754,7272,6085,3824,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,5,12,2006_05_12_0000000000000000014e,1073741824,35724,-7371,3985,16514,2682,13280,2019-01-13,2007-03-15,8,false,,0,2,1,Dfb,5,3,1,30,1,DB,10,EN,64,acadia,1041,8365,8359,8309,8407,7788,5632,3432,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,5,13,2006_05_13_0000000000000000014e,1073741824,36864,9678,4234,13951,3121,13281,2019-01-13,2007-03-15,8,false,,0,1,1,Dfb,5,2,1,17,0,DB,15,EN,64,acadia,1809,3435,3733,3479,3494,3286,1671,808,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,5,14,2006_05_14_0000000000000000014e,1073741824,30714,-7659,2393,15866,2702,13282,2019-01-13,2007-03-15,8,false,,0,2,1,Dfb,5,2,1,40,1,DB,15,EN,64,acadia,72,706,2290,388,639,2692,2179,1141,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,5,15,2006_05_15_0000000000000000014e,1073741824,44166,9492,5380,13429,3231,13283,2019-01-13,2007-03-15,8,false,,0,0,1,Dfb,5,6,2,11,0,DB,7,EN,64,acadia,1040,869,2927,665,917,3342,2184,1131,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,5,16,2006_05_16_0000000000000000014e,1073741824,28402,-8728,398,15235,2748,13284,2019-01-13,2007-03-15,8,false,,0,1,1,Dfb,5,3,1,55,1,DB,15,EN,64,acadia,1041,8276,8179,8259,8329,6218,2635,1577,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,5,17,2006_05_17_0000000000000000014e,1073741824,46049,-7018,5594,17453,2506,13285,2019-01-13,2007-03-15,8,false,,0,1,0,Dfb,5,5,2,12,1,DB,9,EN,64,acadia,136,317,1506,260,416,1580,881,373,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,5,18,2006_05_18_0000000000000000014e,1073741824,29528,9975,1723,14623,2820,13286,2019-01-13,2007-03-15,8,false,,0,1,1,Dfb,5,3,1,42,1,DB,15,EN,64,acadia,1040,1267,3354,1130,1326,3947,2799,1480,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,5,19,2006_05_19_0000000000000000014e,1075838976,38885,-7249,4609,16765,2497,13287,2019-01-13,2007-03-15,8,false,,0,2,1,Dfb,5,2,1,22,1,DB,9,EN,64,acadia,1041,7317,7425,7256,7329,7309,5836,4209,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,5,20,2006_05_20_0000000000000000014e,1073741824,33843,9789,3517,14042,2915,13288,2019-01-13,2007-03-15,8,false,,0,1,1,Dfb,5,3,1,22,1,DB,15,EN,64,acadia,8208,557,2854,277,640,3151,1999,1027,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,5,21,2006_05_21_0000000000000000014e,1073741824,32916,-7467,3236,16073,2517,13289,2019-01-13,2007-03-15,8,false,,0,2,1,Dfb,5,2,1,25,1,DB,15,EN,64,acadia,1041,5199,5993,4858,5252,5590,5125,3419,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,5,22,2006_05_22_0000000000000000014e,1073741824,40368,9579,4856,13495,3030,13290,2019-01-13,2007-03-15,8,false,,0,1,0,Dfb,5,1,1,14,0,DB,15,EN,64,acadia,1041,7888,7989,7486,7728,7154,5774,3275,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,5,23,2006_05_23_0000000000000000014e,1073741824,29141,-7667,1416,15400,2565,13291,2019-01-13,2007-03-15,8,false,,0,2,1,Dfb,5,2,1,27,1,DB,15,EN,64,acadia,80,503,2619,269,595,2715,1820,833,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,5,24,2006_05_24_0000000000000000014e,1073741824,48252,9306,5831,12985,3164,13292,2019-01-13,2007-03-15,8,false,,0,0,2,Dfb,5,5,2,11,0,DB,15,EN,64,acadia,1041,3863,4638,3771,3889,4407,3994,2705,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,5,25,2006_05_25_0000000000000000014e,1073741824,28533,10085,699,14755,2639,13293,2019-01-13,2007-03-15,8,false,,0,2,1,Dfb,5,2,1,53,1,DB,15,EN,64,acadia,1041,6114,6260,6087,6123,5094,2186,1134,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,5,26,2006_05_26_0000000000000000014e,1073741824,42303,-7188,5133,17023,2345,13294,2019-01-13,2007-03-15,8,false,,0,2,1,Dfb,5,4,2,12,1,DB,15,EN,64,acadia,1041,941,2097,1115,1155,2012,1350,763,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,5,27,2006_05_27_0000000000000000014e,1073741824,31347,9866,2677,14148,2738,13295,2019-01-13,2007-03-15,8,false,,0,1,1,Dfb,5,2,1,37,1,DB,15,EN,64,acadia,1809,1886,3085,2008,2065,3104,1897,990,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,5,28,2006_05_28_0000000000000000014e,1073741824,35688,-7402,3975,16299,2364,13296,2019-01-13,2007-03-15,8,false,,0,2,0,Dfb,5,3,1,20,1,DB,15,EN,64,acadia,1808,802,2797,729,980,2807,1665,741,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,5,29,2006_05_29_0000000000000000014e,1073741824,36868,9746,4235,13580,2858,13297,2019-01-13,2007-03-15,8,false,,0,1,2,Dfb,5,4,1,26,0,DB,9,EN,64,acadia,1041,6335,6596,6161,6242,6073,5026,2883,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,5,30,2006_05_30_0000000000000000014e,1073741824,30716,-7592,2393,15592,2412,13298,2019-01-13,2007-03-15,8,false,,0,2,0,Dfb,5,2,1,25,1,DB,15,EN,64,acadia,80,370,2529,245,546,2562,1390,611,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,5,31,2006_05_31_0000000000000000014e,1073741824,44173,9492,5380,13051,2999,13299,2019-01-13,2007-03-15,8,false,,0,0,2,Dfb,5,6,2,17,0,DB,3,EN,64,acadia,1041,6506,6871,6581,6557,6757,6016,4603,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,6,1,2006_06_01_0000000000000000014e,1073741824,28405,-8729,398,14916,2489,13300,2019-01-13,2007-03-15,8,false,,0,1,0,Dfb,5,2,1,46,1,DB,15,EN,64,acadia,1041,4463,5009,4497,4579,5060,4188,3230,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,6,2,2006_06_02_0000000000000000014e,1073741824,46051,-7029,5594,17303,2227,13301,2019-01-13,2007-03-15,8,false,,0,1,0,Dfb,5,7,2,16,1,DB,6,EN,64,acadia,1041,6652,6733,6690,6771,5676,1945,969,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,6,3,2006_06_03_0000000000000000014e,1073741824,29517,10098,1715,14280,2592,13302,2019-01-13,2007-03-15,8,false,,0,1,1,Dfb,5,3,1,46,1,DB,15,EN,64,acadia,1041,8714,8709,8576,8712,6498,2039,992,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,6,4,2006_06_04_0000000000000000014e,1073741824,38888,-7299,4608,16544,2246,13303,2019-01-13,2007-03-15,8,false,,0,2,1,Dfb,5,2,1,22,1,DB,15,EN,64,acadia,1041,8380,8186,8347,8446,5231,1947,1019,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,6,5,2006_06_05_0000000000000000014e,1073741824,33811,9759,3507,13689,2718,13304,2019-01-13,2007-03-15,8,false,,0,2,1,Dfb,5,3,1,27,1,DB,15,EN,64,acadia,1041,4720,5549,4826,4773,5339,3777,2282,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,6,6,2006_06_06_0000000000000000014e,1073741824,32978,-7599,3256,15806,2294,13305,2019-01-13,2007-03-15,8,false,,0,2,0,Dfb,5,3,1,30,1,DB,8,EN,64,acadia,1809,2364,3867,2421,2553,3719,2294,1415,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,6,7,2006_06_07_0000000000000000014e,1073741824,40303,9593,4846,13148,2863,13306,2019-01-13,2007-03-15,8,false,,0,1,1,Dfb,5,2,1,22,0,DB,15,EN,64,acadia,1041,7785,7683,7749,7766,5863,2237,1173,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,6,8,2006_06_08_0000000000000000014e,1073741824,29172,-7773,1443,15100,2373,13307,2019-01-13,2007-03-15,8,false,,0,2,0,Dfb,5,2,1,42,1,DB,15,EN,64,acadia,1041,8286,8224,8291,8353,6210,3155,1713,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,6,9,2006_06_09_0000000000000000014e,1073741824,49963,-6926,5990,17593,2146,13308,2019-01-13,2007-03-15,8,false,,0,2,2,Dfb,5,4,2,13,1,DB,3,EN,64,acadia,1041,5142,6150,4906,5106,5427,4791,2946,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,6,10,2006_06_10_0000000000000000014e,1073741824,28511,10479,664,14442,2479,13309,2019-01-13,2007-03-15,8,false,,0,2,0,Dfb,5,2,1,44,1,DB,15,EN,64,acadia,1041,7332,7781,7209,7323,7355,5881,3983,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,6,11,2006_06_11_0000000000000000014e,1073741824,42448,-7171,5153,16812,2163,13310,2019-01-13,2007-03-15,8,false,,0,2,1,Dfb,5,5,2,21,1,DB,15,EN,64,acadia,1040,533,2732,533,747,2413,1425,719,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,6,12,2006_06_12_0000000000000000014e,1073741824,31300,9828,2659,13832,2609,13311,2019-01-13,2007-03-15,8,false,,0,1,2,Dfb,5,4,1,38,1,DB,8,EN,64,acadia,1041,1171,4187,1118,1432,3787,2561,1494,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,6,13,2006_06_13_0000000000000000014e,1073741824,35767,-7412,3995,16043,2212,13312,2019-01-13,2007-03-15,8,false,,0,2,0,Dfb,5,2,1,22,1,DB,15,EN,64,acadia,1041,735,2069,816,884,1811,860,285,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,6,14,2006_06_14_0000000000000000014e,1073741824,36813,9653,4224,13277,2758,13313,2019-01-13,2007-03-15,8,false,,0,1,0,Dfb,5,2,1,18,0,DB,15,EN,64,acadia,1041,6787,7147,6593,6666,6848,5127,3599,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,6,15,2006_06_15_0000000000000000014e,1073741824,30751,-7679,2411,15316,2292,13314,2019-01-13,2007-03-15,8,false,,0,2,1,Dfb,5,2,1,27,1,DB,15,EN,64,acadia,1041,6878,6964,6815,6906,5371,1971,999,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,6,16,2006_06_16_0000000000000000014e,1073741824,44076,9449,5369,12773,2925,13315,2019-01-13,2007-03-15,8,false,,0,0,0,Dfb,5,4,2,18,0,DB,15,EN,64,acadia,80,285,3559,165,539,3419,1789,647,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,6,17,2006_06_17_0000000000000000014e,1073741824,28406,-8317,413,14638,2399,13316,2019-01-13,2007-03-15,8,false,,0,1,1,Dfb,5,2,1,45,1,DB,15,EN,64,acadia,72,410,3358,291,624,3100,1827,730,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,6,18,2006_06_18_0000000000000000014e,1073741824,46141,-7026,5605,17087,2118,13317,2019-01-13,2007-03-15,8,false,,0,1,1,Dfb,5,4,2,16,1,DB,6,EN,64,acadia,1801,1772,2764,1992,2012,2507,1693,1203,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,6,19,2006_06_19_0000000000000000014e,1073741824,29488,10102,1697,14018,2532,13318,2019-01-13,2007-03-15,8,false,,0,1,2,Dfb,5,3,1,51,1,DB,15,EN,64,acadia,208,464,3705,306,706,3385,2028,801,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,6,22,2006_06_22_0000000000000000014e,1073741824,33030,-7529,3274,15568,2245,13321,2019-01-13,2007-03-15,8,false,,0,2,0,Dfb,5,1,1,37,1,DB,15,EN,64,acadia,1041,1485,3194,1511,1634,2914,2198,1615,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,6,23,2006_06_23_0000000000000000014e,1073741824,40229,9559,4836,12944,2854,13322,2019-01-13,2007-03-15,8,false,,0,1,0,Dfb,5,1,1,12,0,DB,15,EN,64,acadia,1033,8270,8138,8208,8182,6860,3383,1867,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,6,24,2006_06_24_0000000000000000014e,1073741824,29187,-7699,1461,14877,2353,13323,2019-01-13,2007-03-15,8,false,,0,2,0,Dfb,5,2,1,46,1,DB,15,EN,64,acadia,1041,8447,8447,8313,8423,6435,1982,1059,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,6,25,2006_06_25_0000000000000000014e,1073741824,48134,9384,5820,12480,3040,13324,2019-01-13,2007-03-15,8,false,,0,0,3,Dfb,5,7,2,11,0,DB,12,EN,64,acadia,1041,6631,7327,6340,6544,7144,6254,4755,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,6,26,2006_06_26_0000000000000000014e,1075838976,28496,10572,647,14248,2486,13325,2019-01-13,2007-03-15,8,false,,0,2,0,Dfb,5,1,1,30,1,DB,15,EN,64,acadia,1041,7492,7752,7230,7415,7108,4649,2641,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,6,27,2006_06_27_0000000000000000014e,1073741824,42441,-7183,5153,16593,2156,13326,2019-01-13,2007-03-15,8,false,,0,2,1,Dfb,5,4,2,18,1,DB,15,EN,64,acadia,1041,6824,7328,6405,6783,6255,5070,2556,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,6,28,2006_06_28_0000000000000000014e,1073741824,31247,9891,2640,13676,2640,13327,2019-01-13,2007-03-15,8,false,,0,1,0,Dfb,5,2,1,39,1,DB,15,EN,64,acadia,1041,3111,4531,3150,3168,4347,3182,1956,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,6,29,2006_06_29_0000000000000000014e,1073741824,35803,-7467,4004,15851,2235,13328,2019-01-13,2007-03-15,8,false,,0,2,1,Dfb,5,5,1,26,1,DB,11,EN,64,acadia,1041,7475,7547,7517,7577,7279,5494,3582,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,6,30,2006_06_30_0000000000000000014e,1073741824,36758,9722,4215,13161,2812,13329,2019-01-13,2007-03-15,8,false,,0,1,1,Dfb,5,2,1,15,0,DB,15,EN,64,acadia,1041,3528,3977,3668,3621,3292,1455,643,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,7,1,2006_07_01_0000000000000000014e,1073755189,30781,-7632,2429,15160,2341,13330,2019-01-13,2007-03-15,8,false,,0,2,1,Dfb,5,2,1,32,1,DB,15,EN,64,acadia,80,-18,2558,-100,160,2478,1304,503,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,7,2,2006_07_02_0000000000000000014e,1073741824,43980,9452,5358,12700,2998,13331,2019-01-13,2007-03-15,8,false,,0,0,2,Dfb,5,5,2,17,0,DB,5,EN,64,acadia,1041,6825,6841,6797,6812,5894,3767,2337,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,7,3,2006_07_03_0000000000000000014e,1073741824,28404,-8412,432,14526,2472,13332,2019-01-13,2007-03-15,8,false,,0,2,1,Dfb,5,3,1,51,1,DB,15,EN,64,acadia,1040,2537,4453,2117,2494,4224,3509,2771,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,7,4,2006_07_04_0000000000000000014e,1073741824,46223,-7034,5615,16912,2183,13333,2019-01-13,2007-03-15,8,false,,0,1,0,Dfb,5,4,2,16,1,DB,7,EN,64,acadia,1041,1376,2797,1639,1634,2275,1534,833,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,7,5,2006_07_05_0000000000000000014e,1073741824,29454,10199,1679,13952,2625,13334,2019-01-13,2007-03-15,8,false,,0,2,1,Dfb,5,3,1,50,1,DB,15,EN,64,acadia,1552,899,3015,906,1084,2867,1510,597,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,7,6,2006_07_06_0000000000000000014e,1073741824,38986,-7270,4628,16170,2259,13335,2019-01-13,2007-03-15,8,false,,0,2,1,Dfb,5,2,1,16,1,DB,15,EN,64,acadia,1553,2510,3433,2641,2670,2888,1376,603,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,7,7,2006_07_07_0000000000000000014e,1073755137,33697,9874,3480,13433,2796,13336,2019-01-13,2007-03-15,8,false,,0,2,0,Dfb,5,2,1,28,1,DB,12,EN,64,acadia,8208,394,3726,-98,516,3705,2053,889,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,7,8,2006_07_08_0000000000000000014e,1073741824,33022,-7495,3274,15481,2362,13337,2019-01-13,2007-03-15,8,false,,0,2,2,Dfb,5,3,1,22,1,DB,15,EN,64,acadia,208,281,2740,227,445,2449,1344,496,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,7,9,2006_07_09_0000000000000000014e,1073755137,40220,9547,4836,12965,2983,13338,2019-01-13,2007-03-15,8,false,,0,1,1,Dfb,5,3,1,24,0,DB,1,EN,64,acadia,208,251,3717,-31,422,3434,1999,748,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,7,10,2006_07_10_0000000000000000014e,1073741824,29192,-7698,1470,14849,2490,13339,2019-01-13,2007-03-15,8,false,,0,2,1,Dfb,5,2,1,31,1,DB,15,EN,64,acadia,144,311,2687,204,463,2442,1364,535,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,7,11,2006_07_11_0000000000000000014e,1073741824,48009,9334,5809,12548,3180,13340,2019-01-13,2007-03-15,8,false,,0,0,0,Dfb,5,4,2,14,0,DB,15,EN,64,acadia,1040,869,3568,1355,1254,3259,1909,670,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,7,12,2006_07_12_0000000000000000014e,1073741824,28490,10011,645,14273,2641,13341,2019-01-13,2007-03-15,8,false,,0,2,1,Dfb,5,2,1,57,1,DB,15,EN,64,acadia,1801,1643,3368,1752,1846,2989,1762,807,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,7,13,2006_07_13_0000000000000000014e,1073741824,42505,-7146,5163,16520,2318,13342,2019-01-13,2007-03-15,8,false,,0,2,1,Dfb,5,5,2,20,1,DB,9,EN,64,acadia,1041,8404,8547,8014,8359,7757,5738,3480,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,7,14,2006_07_14_0000000000000000014e,1073741824,31241,9830,2640,13754,2810,13343,2019-01-13,2007-03-15,8,false,,0,1,3,Dfb,5,4,1,28,1,DB,15,EN,64,acadia,136,315,3289,131,499,3312,1803,701,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,7,15,2006_07_15_0000000000000000014e,1073741824,35836,-7438,4014,15841,2416,13344,2019-01-13,2007-03-15,8,false,,0,2,0,Dfb,5,1,1,31,1,DB,15,EN,64,acadia,1809,1098,2959,1252,1300,2748,1444,693,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,7,16,2006_07_16_0000000000000000014e,1073741824,36702,9710,4205,13288,2992,13345,2019-01-13,2007-03-15,8,false,,0,1,0,Dfb,5,1,1,19,0,DB,15,EN,64,acadia,1040,538,3788,640,811,3443,1990,753,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,7,17,2006_07_17_0000000000000000014e,1073755137,30777,-7632,2430,15213,2540,13346,2019-01-13,2007-03-15,8,false,,0,2,1,Dfb,5,2,1,30,1,DB,15,EN,64,acadia,208,39,3323,-39,261,2967,1627,556,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,7,18,2006_07_18_0000000000000000014e,1073741824,54044,-6810,6338,17581,2346,13347,2019-01-13,2007-03-15,8,false,,0,2,0,Dfb,5,4,2,6,1,DB,14,EN,64,acadia,1040,925,2829,1227,1241,2411,1339,499,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,7,19,2006_07_19_0000000000000000014e,1073741824,28400,-7571,430,14641,2686,13348,2019-01-13,2007-03-15,8,false,,0,2,1,Dfb,5,2,1,47,1,DB,15,EN,64,acadia,1809,1288,3169,1315,1461,2849,1654,801,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,7,20,2006_07_20_0000000000000000014e,1073741824,46217,-7067,5615,16885,2412,13349,2019-01-13,2007-03-15,8,false,,0,2,0,Dfb,5,4,2,10,1,DB,15,EN,64,acadia,144,168,2072,152,331,2081,963,284,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,7,21,2006_07_21_0000000000000000014e,1073741824,29449,10074,1678,14123,2850,13350,2019-01-13,2007-03-15,8,false,,0,2,1,Dfb,5,3,1,48,1,DB,15,EN,64,acadia,1041,6497,6951,6347,6498,6442,4444,2436,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,7,22,2006_07_22_0000000000000000014e,1073741824,39036,-7332,4638,16226,2505,13351,2019-01-13,2007-03-15,8,false,,0,2,2,Dfb,5,3,1,26,1,DB,13,EN,64,acadia,1041,6104,6363,6114,6183,5395,2364,1173,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,7,23,2006_07_23_0000000000000000014e,1073741824,33692,9859,3479,13653,3030,13352,2019-01-13,2007-03-15,8,false,,0,2,1,Dfb,5,3,1,35,1,DB,15,EN,64,acadia,1041,7635,7896,7440,7610,7520,5800,3563,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,7,24,2006_07_24_0000000000000000014e,1073741824,33047,-7478,3283,15610,2622,13353,2019-01-13,2007-03-15,8,false,,0,2,0,Dfb,5,1,1,24,1,DB,15,EN,64,acadia,1041,1704,3455,1723,1831,3362,2165,1311,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,7,25,2006_07_25_0000000000000000014e,1073755137,40151,9549,4825,13228,3221,13354,2019-01-13,2007-03-15,8,false,,0,1,0,Dfb,5,3,1,14,0,DB,9,EN,64,acadia,208,154,2917,-81,304,2597,1434,500,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,7,26,2006_07_26_0000000000000000014e,1073741824,29199,-7768,1479,15045,2761,13355,2019-01-13,2007-03-15,8,false,,0,2,0,Dfb,5,1,1,43,1,DB,15,EN,64,acadia,144,280,3475,201,479,3212,1836,642,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,7,27,2006_07_27_0000000000000000014e,1073741824,48005,9355,5809,12842,3426,13356,2019-01-13,2007-03-15,8,false,,0,0,0,Dfb,5,2,2,13,0,DB,15,EN,64,acadia,1041,2257,3951,2614,2519,3667,2890,1836,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,7,28,2006_07_28_0000000000000000014e,1073741824,28482,10336,636,14527,2919,13357,2019-01-13,2007-03-15,8,false,,0,2,0,Dfb,5,2,1,47,1,DB,15,EN,64,acadia,1809,1782,2915,1946,1957,2788,1732,883,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,7,29,2006_07_29_0000000000000000014e,1073741824,56720,9147,6542,12488,3640,13358,2019-01-13,2007-03-15,8,false,,0,1,0,Dfb,5,3,2,7,0,DB,0,EN,64,acadia,16,258,3189,259,511,3060,1521,513,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,7,30,2006_07_30_0000000000000000014e,1073741824,31217,9953,2631,14058,3092,13359,2019-01-13,2007-03-15,8,false,,0,1,1,Dfb,5,2,1,31,1,DB,15,EN,64,acadia,80,351,3231,199,544,3176,1681,663,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
2006,7,31,2006_07_31_0000000000000000014e,1073741824,35835,-7410,4014,16023,2735,13360,2019-01-13,2007-03-15,8,false,,0,2,0,Dfb,5,1,1,15,1,DB,15,EN,64,acadia,80,153,2308,72,293,2206,1073,363,4,{"type":"Point","coordinates":[-68.26083304186548,44.376942470186]},,
