SIF,ELEVATION,BCCMASS,TA,RF,SW,VPD,Region,randomNum
3233,201,6307,29818,3084,13947,31,1,0
3285,173,6476,29839,3247,13879,31,1,1
3480,160,6664,29836,3163,13905,30,1,1
3312,153,6864,29818,3211,13863,30,1,1
3344,127,7043,29817,3220,13909,30,1,1
3515,104,7215,29828,3263,13946,30,1,1
3610,138,7440,29834,3013,13835,31,1,1
3523,131,7867,29823,3147,13787,30,1,1
3737,100,8216,29860,3093,13838,32,1,0
3784,124,8396,29850,3042,13904,31,1,0
3667,89,8530,29837,3019,13932,31,1,0
3567,126,8613,29830,2813,14139,34,1,1
3799,153,8770,29839,2721,14276,35,1,0
3814,164,8896,29832,2745,14362,36,1,1
3872,159,9067,29867,2509,14635,41,1,0
4055,146,9271,29852,2449,14704,43,1,0
4264,167,9666,29850,2355,14732,44,1,0
4436,193,9907,29839,2255,14897,47,1,0
4682,208,10323,29838,2183,14999,48,1,1
4761,221,10891,29841,2084,15096,52,1,0
4658,241,11223,29835,2092,15103,53,1,0
4758,252,11239,29821,2069,15128,54,1,0
4586,285,11194,29809,2004,15278,57,1,0
4598,329,11107,29801,2000,15231,58,1,1
4538,315,10574,29796,2303,15068,56,1,1
4465,298,10356,29807,2532,14841,53,1,1
4327,241,10004,29783,2951,14493,51,1,0
4063,881,8686,29375,2962,13511,29,1,1
2959,2983,6385,28948,3246,13312,18,1,1
2971,4423,4911,27793,2180,15781,17,1,1
3798,240,7428,29654,1562,15298,51,1,0
3890,118,6769,29889,2923,14388,48,1,1
3792,139,6434,29862,3120,14250,39,1,1
3591,125,6282,29848,3000,14118,34,1,1
3384,146,6163,29845,2975,14021,33,1,1
3320,159,6102,29833,3104,13996,33,1,0
3362,181,6156,29824,3044,13890,31,1,1
3202,160,6334,29832,3182,13832,31,1,0
3277,142,6534,29835,3299,13820,30,1,1
3343,126,6742,29847,3259,13827,31,1,1
3168,125,6973,29834,3210,13827,30,1,0
3343,132,7177,29826,3186,13892,31,1,1
3494,127,7357,29831,3202,13956,31,1,1
3554,107,7587,29840,3054,13886,31,1,0
3558,125,8069,29828,3069,13860,30,1,1
3709,92,8381,29868,3030,13928,33,1,0
3610,81,8576,29839,2985,13926,32,1,0
3489,136,8756,29828,2916,13971,33,1,0
3532,143,8901,29846,2724,14216,35,1,0
3576,133,9069,29840,2773,14316,37,1,0
3716,147,9224,29841,2669,14387,39,1,0
3809,154,9413,29869,2485,14638,42,1,1
3887,146,9637,29858,2430,14701,44,1,0
4028,166,10073,29853,2398,14724,45,1,0
4286,195,10387,29844,2222,14862,48,1,0
4495,205,10839,29841,2227,14945,48,1,0
4494,179,11445,29845,2080,15090,53,1,1
4862,217,11882,29827,2135,15119,52,1,1
4816,240,11911,29830,2022,15132,55,1,0
4628,252,11827,29818,1989,15297,58,1,0
4567,269,11621,29812,2017,15243,59,1,0
4554,261,11308,29809,2232,15103,58,1,1
4467,231,11311,29818,2462,14898,57,1,0
4418,213,11247,29796,2710,14677,57,1,1
4352,434,10354,29547,2155,14231,45,1,1
3688,1361,8663,29150,2335,13394,26,1,0
3203,2015,6978,28762,3310,13894,23,1,0
3138,3456,6416,28482,3137,15031,18,1,1
2143,3553,5618,28138,1682,16646,21,1,0
3703,82,6605,29681,1718,15975,48,1,1
4040,90,5936,29954,2822,14932,64,1,0
3715,113,5614,29880,4074,14241,36,1,1
3629,120,5724,29884,3428,14199,35,1,0
3645,113,6017,29870,3241,14101,35,1,0
3268,125,6033,29861,3223,13981,34,1,0
3597,137,6031,29844,3283,13913,32,1,0
3494,142,6198,29829,3396,13828,30,1,0
3387,141,6361,29836,3446,13833,30,1,0
3247,121,6545,29844,3509,13806,30,1,0
3325,116,6786,29856,3428,13783,31,1,1
3304,103,7039,29846,3278,13837,30,1,1
3361,113,7282,29850,3142,13919,32,1,0
3528,110,7503,29856,3155,13980,32,1,1
3555,96,7744,29837,3073,13974,31,1,1
3573,115,8329,29842,3097,13963,32,1,0
3745,82,8580,29876,3018,14024,33,1,0
3618,79,8749,29859,2906,14107,34,1,0
3558,125,8967,29865,2800,14150,35,1,0
3582,123,9149,29855,2728,14338,37,1,0
3655,134,9351,29864,2677,14415,40,1,1
3752,139,9531,29879,2585,14472,42,1,1
3837,142,9728,29871,2509,14592,45,1,1
3874,141,9964,29868,2441,14645,46,1,1
3975,164,10556,29870,2350,14704,47,1,1
4100,181,10993,29857,2329,14858,48,1,0
4276,190,11774,29860,2246,14912,50,1,0
4503,182,12558,29857,2160,15046,53,1,1
4867,212,12922,29857,2070,15164,56,1,1
4705,208,12755,29859,1984,15224,58,1,0
4659,219,12612,29833,2004,15229,57,1,1
4577,242,12338,29838,2009,15222,59,1,0
4560,237,12069,29832,2116,15209,61,1,0
4531,208,12171,29836,2213,15116,64,1,1
4589,207,12278,29836,2257,15008,67,1,0
4662,340,11917,29793,2067,15019,65,1,1
4293,963,11105,29664,1868,14615,58,1,0
4018,1573,10011,29392,3738,13115,27,1,1
3870,1664,8781,29351,3058,12636,31,1,0
3040,3710,7497,29178,4019,12856,30,1,1
1882,4366,5768,28075,1693,16567,18,1,0
2981,12,5846,29565,1533,16350,56,1,0
3983,74,5268,29931,2782,15463,65,1,1
3838,84,5095,29841,3114,14902,45,1,1
3488,103,4801,29806,4271,14381,33,1,1
3705,104,5219,29856,3476,14421,34,1,1
3640,104,5740,29875,3311,14241,37,1,0
3399,108,5845,29864,3386,14041,34,1,0
3421,133,5932,29859,3463,13931,32,1,0
3461,161,6210,29844,3531,13974,31,1,0
3476,159,6376,29842,3668,13988,30,1,0
3406,109,6567,29860,3457,13897,31,1,1
3505,106,6804,29864,3399,13876,32,1,0
3349,101,7084,29857,3262,13920,31,1,0
3365,99,7336,29855,3058,14006,32,1,0
3579,96,7573,29853,3135,14051,32,1,1
3634,87,7860,29851,3100,14036,31,1,0
3660,109,8490,29876,3057,13991,33,1,1
3726,89,8700,29882,3007,14043,34,1,1
3608,78,8905,29874,2838,14153,34,1,1
3642,105,9138,29865,2835,14213,35,1,1
3652,111,9369,29863,2768,14386,38,1,0
3785,125,9590,29883,2659,14474,40,1,1
3760,139,9773,29874,2663,14510,41,1,1
3814,118,10006,29868,2553,14571,44,1,0
3895,143,10273,29875,2412,14632,48,1,0
3969,153,10926,29872,2409,14710,48,1,1
4133,173,11368,29875,2232,14910,49,1,1
4325,173,12530,29879,2242,14977,50,1,1
4572,176,13464,29869,2182,15022,55,1,0
4608,184,13557,29865,2065,15121,58,1,0
4676,183,13245,29858,2002,15229,59,1,0
4679,202,12958,29842,2049,15204,57,1,1
4593,215,12844,29846,2012,15212,58,1,0
4530,203,12967,29838,2096,15223,62,1,1
4487,206,13131,29842,2146,15167,65,1,0
4482,192,13207,29849,2188,15093,68,1,1
4719,231,13105,29821,2155,15082,64,1,0
4682,467,12729,29809,2059,14890,63,1,0
4508,851,12003,29598,2519,13667,40,1,1
4256,1094,10774,29488,2564,13239,33,1,1
3303,1480,8881,29235,2554,13145,27,1,1
2517,3204,6792,28642,1909,14555,22,1,1
3968,542,5846,29681,1339,16557,55,1,1
3672,481,6562,29790,1478,16508,77,1,1
3582,44,6636,29998,2570,16094,93,1,1
3873,79,5904,29702,2477,14985,60,1,1
3484,190,5268,29509,3352,14713,40,1,1
3663,442,5095,29627,2757,15223,43,1,1
3167,635,4801,29667,2539,15194,52,1,1
3859,343,5219,29878,2750,14937,51,1,1
3444,111,5740,29864,3792,14514,34,1,1
3449,112,5845,29860,3725,14397,33,1,1
3354,111,5932,29866,3711,14360,33,1,1
3363,109,6210,29866,3675,14439,32,1,1
3388,109,6376,29861,3764,14327,32,1,0
3428,101,6567,29827,3131,14193,31,1,0
3850,105,6804,29842,2967,14275,31,1,1
3745,105,7084,29859,3048,14238,31,1,0
3493,77,7336,29851,3008,14188,32,1,0
3624,87,7573,29857,3029,14202,33,1,0
3755,79,7860,29891,3091,14227,35,1,0
3839,61,8490,29905,3028,14181,35,1,0
3665,62,8700,29869,3015,14147,33,1,1
3658,83,8905,29864,2748,14251,36,1,1
3720,92,9138,29873,2702,14373,37,1,0
3765,102,9369,29874,2671,14502,38,1,0
3796,93,9590,29869,2677,14520,40,1,1
3783,112,9773,29873,2617,14573,42,1,1
3822,125,10006,29883,2432,14723,45,1,0
3906,128,10273,29879,2415,14742,47,1,0
3972,141,10926,29885,2399,14740,48,1,0
4089,124,11368,29879,2355,14842,49,1,1
4153,138,12530,29876,2308,14868,51,1,1
4363,146,13464,29875,2153,14967,56,1,0
4593,167,13557,29871,2094,15081,57,1,0
4571,170,13245,29867,2078,15138,57,1,1
4629,185,12958,29870,2043,15199,58,1,0
4551,177,12844,29872,1938,15243,59,1,1
4527,191,12967,29862,2002,15271,66,1,0
4455,182,13131,29863,1966,15313,69,1,0
4864,202,12003,29774,2304,14658,62,1,0
4444,697,10774,29682,2231,14217,52,1,0
3937,1015,8881,29471,2677,13728,36,1,0
3044,1692,6792,28722,2358,14145,17,1,1
4144,1037,5823,29752,1752,16619,44,1,1
3916,486,6252,29789,1676,16601,67,1,1
3542,40,5811,29892,2390,16060,84,1,0
3679,284,5184,29732,2043,14750,64,1,0
3435,625,4874,29529,3714,14457,41,1,1
3905,704,5093,29778,3071,15261,53,1,0
3784,976,5418,29909,3124,15623,59,1,1
3901,191,5429,29880,3412,15152,45,1,0
3860,125,5389,29810,3841,14773,31,1,0
3590,115,5467,29857,3740,14816,33,1,0
3357,106,5799,29867,3716,14716,33,1,1
3351,109,6149,29864,3374,14720,34,1,0
3205,104,6237,29839,3196,14266,35,1,0
3387,108,6339,29761,4072,14024,28,1,1
3539,106,6656,29834,3202,14307,30,1,1
3711,101,7156,29869,2986,14288,32,1,0
3656,90,7443,29858,2959,14198,32,1,1
3687,84,7678,29875,2943,14230,35,1,1
3868,70,7967,29898,3019,14289,35,1,1
3876,57,8617,29900,2971,14237,35,1,1
3764,81,8910,29879,2909,14226,34,1,0
3797,90,9160,29883,2747,14308,36,1,1
3820,92,9385,29876,2726,14413,37,1,1
3733,85,9602,29870,2717,14529,39,1,0
3747,99,9845,29871,2714,14557,40,1,0
3798,113,10098,29878,2611,14588,43,1,0
3879,116,10365,29886,2492,14702,44,1,1
3927,118,10650,29883,2458,14707,46,1,0
3973,130,11250,29887,2442,14693,47,1,0
4075,136,11577,29889,2365,14804,51,1,1
4132,143,12340,29885,2356,14831,54,1,1
4340,151,13305,29868,2218,14929,55,1,1
4454,162,13843,29876,2122,15024,57,1,1
4379,164,13638,29874,2047,15086,58,1,1
4483,175,13426,29884,1982,15226,58,1,0
4424,170,13540,29877,1956,15242,60,1,0
4456,167,13630,29862,2006,15265,65,1,1
4558,165,13838,29881,1867,15402,73,1,0
4829,176,13681,29786,2430,14778,63,1,0
4773,311,12718,29753,2416,14612,58,1,0
4505,780,11362,29683,2172,14275,55,1,0
3424,1318,9484,28947,3178,13612,21,1,1
2295,3266,4204,28245,2548,15500,16,1,0
4284,415,6196,29809,1781,15433,44,1,1
4267,466,7087,29824,1807,17176,63,1,1
3386,38,6742,29998,1966,15937,92,1,1
3725,114,5640,29915,2067,15747,79,1,0
3725,494,4947,29728,2230,14560,58,1,0
3497,623,4483,29596,2815,14332,53,1,0
3760,647,4547,29824,2869,15067,66,1,1
3898,171,4873,29848,3658,15537,59,1,1
3679,126,4667,29690,4600,15141,37,1,0
3425,234,4633,29637,5671,15091,27,1,1
3636,181,4933,29859,3578,15293,35,1,0
3611,113,5641,29858,3554,15095,34,1,1
3604,108,5890,29833,4125,14955,33,1,0
3576,112,5772,29689,3996,14530,31,1,0
3723,198,5906,29695,2749,14249,36,1,0
3657,147,6491,29799,3121,14404,31,1,0
3735,86,7177,29877,2850,14315,34,1,0
3789,79,7539,29869,2891,14168,34,1,1
3771,77,7757,29881,2715,14245,37,1,0
3820,65,8018,29897,2989,14404,35,1,1
3882,59,8724,29907,2935,14319,36,1,1
3844,75,9147,29891,2865,14284,35,1,0
3821,72,9421,29872,2717,14365,36,1,1
3777,83,9660,29870,2678,14445,38,1,0
3792,100,9892,29877,2633,14547,40,1,1
3769,100,10154,29877,2709,14568,42,1,1
3816,102,10446,29888,2642,14590,44,1,0
3883,111,10767,29893,2517,14677,44,1,1
3897,106,11095,29884,2516,14678,45,1,0
3923,121,11838,29888,2482,14682,48,1,0
4021,126,12182,29895,2375,14791,51,1,0
4110,134,12689,29891,2343,14825,53,1,1
4230,146,13566,29868,2229,14906,56,1,1
4198,153,14457,29880,2105,14994,57,1,1
4216,159,14417,29877,2097,15092,58,1,1
4326,165,14158,29880,2023,15272,59,1,1
4307,158,14117,29869,2021,15312,61,1,0
4438,169,14155,29867,1995,15338,65,1,1
4501,166,14425,29897,1853,15487,73,1,0
4810,222,14018,29784,2296,14814,65,1,0
4771,314,13283,29764,2427,14598,60,1,0
4374,733,12256,29457,3201,13517,37,1,0
2941,3775,7889,28890,4690,14354,20,1,1
1497,3173,4548,28585,1114,18083,55,1,0
3819,42,6418,29992,2074,15506,86,1,0
3847,113,5478,29926,2409,15149,67,1,0
3545,293,5036,29634,2543,14247,47,1,0
3194,638,4641,29500,2760,13997,39,1,1
3316,478,4445,29484,2383,14265,43,1,1
3767,190,4483,29600,2213,14585,47,1,0
3114,374,4292,29317,3428,14713,30,1,0
3833,418,4224,29687,4691,15504,42,1,1
3956,524,4710,29793,3889,15659,37,1,0
3940,140,5434,29842,3244,15477,36,1,0
4031,123,5693,29719,3080,15074,35,1,0
3884,196,5725,29621,3163,15187,32,1,1
3945,772,6267,29864,1982,14816,50,1,1
3758,287,6927,29855,2577,14395,37,1,1
3729,84,7346,29876,3042,14310,34,1,0
3782,72,7635,29868,2905,14115,34,1,1
3818,72,7836,29862,2745,14168,33,1,0
3785,61,8061,29894,2730,14379,38,1,0
3778,55,8802,29916,2826,14417,38,1,0
3882,64,9335,29917,2804,14466,38,1,0
3859,80,9760,29893,2662,14375,38,1,1
3782,94,9980,29883,2660,14413,38,1,1
3780,92,10168,29886,2610,14521,41,1,1
3798,94,10445,29890,2603,14569,43,1,1
3834,101,10775,29899,2691,14638,43,1,1
3892,94,11152,29906,2581,14681,46,1,1
3949,107,11531,29909,2547,14687,48,1,0
3975,113,12503,29921,2471,14679,49,1,1
3982,113,12893,29903,2446,14748,51,1,0
3984,122,13483,29900,2413,14774,53,1,1
4197,133,14396,29885,2346,14946,55,1,0
4072,144,15612,29896,2195,15047,57,1,0
4347,154,15945,29880,2140,15148,58,1,0
4386,151,15142,29872,2033,15282,59,1,1
4365,164,14455,29880,1941,15341,61,1,1
4286,171,14354,29897,1855,15425,66,1,0
4480,158,14644,29905,1858,15563,68,1,1
4908,236,13789,29707,2639,13987,49,1,1
3676,2037,11111,29598,3258,13160,37,1,1
3043,3333,7311,28642,1820,15748,29,1,1
3842,7,5677,29879,1513,14975,68,1,0
3985,68,5182,29908,2560,15235,69,1,1
3802,270,4957,29822,4278,14345,51,1,1
3726,621,4801,29750,4785,14022,45,1,0
3699,802,4711,29718,4092,14235,45,1,1
3450,599,4435,29422,4351,14431,31,1,0
3429,1086,4284,29375,2528,14739,32,1,0
3494,1018,4478,29447,2512,15383,39,1,0
3912,508,4695,29672,3224,15434,42,1,0
4141,167,4934,29691,3784,15397,34,1,1
4246,234,5673,29635,2381,15079,40,1,0
4033,465,5940,29636,2319,15212,40,1,1
3803,252,6735,29865,3212,14715,36,1,0
3687,115,7211,29859,3101,14251,33,1,1
3738,82,7503,29880,3072,14251,34,1,1
3716,63,7726,29866,2895,14121,34,1,0
3821,66,7918,29862,2774,14099,34,1,0
3813,70,8161,29867,2687,14282,34,1,0
3853,52,8878,29897,2747,14374,36,1,1
3692,50,9389,29915,2766,14517,38,1,0
3833,68,9927,29891,2760,14417,38,1,0
3751,79,10257,29879,2663,14391,38,1,1
3799,85,10520,29889,2573,14498,41,1,0
3855,86,10799,29897,2666,14570,43,1,0
3870,88,11156,29921,2590,14644,45,1,1
3935,77,11523,29918,2602,14685,47,1,0
3947,81,11938,29927,2504,14660,48,1,1
3897,78,13099,29916,2553,14655,49,1,0
3915,100,13762,29908,2428,14698,53,1,1
4033,108,14576,29906,2411,14755,54,1,1
4122,119,15605,29911,2282,14984,57,1,1
4398,130,16930,29887,2303,15085,58,1,1
4330,163,16965,29873,2199,15141,60,1,1
4457,178,15690,29852,2052,15190,58,1,0
4441,162,14518,29861,1949,15281,60,1,1
4325,146,14390,29874,1933,15397,62,1,1
4565,147,14814,29885,1877,15538,67,1,1
4797,147,15787,29872,1823,15455,77,1,1
4797,153,15512,29832,1958,15293,73,1,0
4623,164,15088,29815,2054,15135,70,1,0
4641,172,14944,29789,2124,14940,66,1,1
4796,185,14573,29720,2304,14156,56,1,0
4138,293,12901,29669,2975,13374,43,1,0
3435,1804,9783,28849,1899,14940,25,1,1
3314,0,4959,29598,1181,16487,64,1,0
3050,158,6535,29761,772,15999,79,1,1
4151,87,5724,29950,1808,16145,91,1,0
4101,155,4884,29863,1986,15955,76,1,0
3935,200,4796,29786,2669,15330,63,1,1
3590,278,4532,29646,4028,15121,43,1,0
3768,313,4612,29730,3575,15367,41,1,0
3411,1077,4709,29604,4022,15495,38,1,1
3788,955,4674,29634,3647,15422,38,1,1
3965,1066,4829,29626,2056,15226,43,1,0
3468,958,5011,29489,1860,15159,42,1,0
3902,471,4960,29426,1910,15154,40,1,1
4223,355,5803,29745,1911,15531,51,1,1
4095,595,6347,29841,1887,15171,54,1,1
3639,101,6605,29873,2809,14397,40,1,0
3629,84,7320,29895,2922,14375,40,1,1
3716,73,7610,29902,3023,14330,38,1,0
3691,62,7832,29875,2890,14093,35,1,0
3873,65,8043,29865,2811,14089,34,1,0
3861,68,8282,29865,2680,14223,34,1,1
3932,60,9050,29868,2672,14249,35,1,0
3860,47,9549,29875,2670,14264,35,1,1
3853,50,10102,29927,2783,14519,40,1,0
3809,80,10595,29911,2748,14538,41,1,1
3828,76,10946,29897,2626,14479,41,1,1
3844,79,11235,29910,2628,14557,43,1,0
3920,79,11629,29928,2542,14607,45,1,0
3941,69,11961,29909,2607,14588,48,1,1
3905,70,12414,29909,2568,14596,50,1,1
3913,81,13606,29910,2581,14645,51,1,0
3968,93,14403,29922,2502,14733,55,1,0
4068,101,15261,29935,2385,14840,57,1,1
4318,109,15996,29913,2391,14906,62,1,0
4386,176,16604,29886,2216,15205,64,1,1
4330,214,15384,29750,2480,15009,53,1,0
4434,174,14256,29816,1946,15224,59,1,0
4326,173,14618,29854,1843,15491,62,1,1
4131,161,14858,29876,1868,15509,64,1,1
4424,151,14839,29879,1839,15602,67,1,1
4673,149,15171,29854,1729,15427,70,1,1
4746,156,14986,29791,1928,15239,64,1,1
4682,183,14883,29780,1893,15201,68,1,0
4872,189,14933,29744,1920,14788,71,1,0
4860,225,14066,29709,2089,14235,68,1,0
3812,1007,12124,29294,1595,14194,44,1,0
3708,2029,9025,29014,1396,14843,35,1,1
3767,37,4644,29593,1540,15754,43,1,0
3802,611,5100,29834,970,15296,70,1,1
3888,292,4498,29767,2360,15832,66,1,0
3519,310,4371,29599,3326,15695,47,1,1
3798,391,4623,29738,3166,15671,47,1,0
3639,730,4815,29634,2902,15903,42,1,1
3585,744,4888,29543,3056,15555,39,1,0
4132,769,4950,29670,2362,15203,43,1,1
4308,683,5261,29627,2415,15307,42,1,1
4038,936,5527,29530,2130,15176,40,1,1
4191,448,6118,29840,2443,15396,52,1,1
4144,552,6573,29864,2295,14912,50,1,0
3556,93,6753,29884,2987,14443,47,1,1
3666,69,7234,29920,2704,14630,49,1,0
3736,58,7569,29904,2808,14388,42,1,0
3766,57,7836,29889,2894,14048,37,1,0
3850,61,8127,29871,2789,14055,34,1,0
3895,64,8411,29866,2673,14162,34,1,0
3899,63,9273,29869,2690,14214,35,1,1
3882,58,9835,29873,2751,14254,35,1,1
3894,45,10450,29935,2838,14534,41,1,1
3915,71,10964,29948,2795,14436,43,1,0
3876,73,11340,29898,2785,14471,40,1,0
3813,71,11671,29920,2654,14579,44,1,1
3909,62,12031,29936,2554,14596,45,1,0
3939,73,12370,29909,2666,14547,48,1,1
3959,80,12846,29913,2627,14594,50,1,0
3927,84,14087,29921,2577,14692,52,1,0
4019,91,14785,29939,2502,14775,56,1,0
4092,97,15595,29950,2428,14843,59,1,0
4240,101,16245,29927,2326,14946,66,1,0
4416,173,15870,29887,2207,15249,69,1,1
4368,286,15197,29774,2367,15241,58,1,1
4236,200,14611,29819,2003,15292,61,1,1
4220,190,14970,29869,1878,15508,65,1,0
4173,179,15080,29882,1820,15492,66,1,1
4505,148,15024,29861,1910,15566,64,1,0
4983,145,14939,29883,1729,15596,73,1,1
4905,156,14518,29835,1881,15454,64,1,0
4789,170,14041,29787,1797,15269,62,1,0
4870,177,13710,29780,1783,15258,65,1,1
4653,186,13839,29772,1800,15246,68,1,1
4033,556,13528,29545,1312,14794,70,1,1
3872,1619,12245,29408,1256,15266,66,1,0
4164,215,4528,29806,1822,15861,43,1,1
3929,167,4609,29876,1466,15291,58,1,0
3801,94,4704,29977,1205,15758,90,1,1
4018,204,4496,29863,1867,16826,73,1,0
3926,315,4441,29874,1887,16536,73,1,0
3784,340,4245,29764,1925,15953,68,1,1
3640,541,4003,29695,2551,15811,54,1,0
3817,479,4211,29727,3155,15564,48,1,1
3737,486,4666,29714,2845,15888,44,1,1
4076,732,4943,29636,2150,15707,46,1,0
4153,628,5284,29726,2616,15359,47,1,1
4484,434,5624,29722,2179,15357,48,1,0
4501,639,5920,29733,1989,15167,49,1,1
4277,608,6506,29860,2124,15241,56,1,1
4113,149,6593,29867,2481,14781,47,1,0
3759,479,6930,29888,2151,14437,52,1,0
3560,52,7200,29924,2590,14581,50,1,0
3787,48,7485,29898,2804,14363,43,1,1
3770,45,7773,29911,2847,14034,39,1,0
3905,54,8123,29875,2935,14067,34,1,1
3897,56,8493,29868,2747,14147,34,1,0
3928,62,9597,29873,2735,14245,36,1,1
3912,59,10209,29879,2826,14287,36,1,1
3895,50,10875,29935,2849,14545,40,1,0
3822,47,11400,29938,2856,14426,41,1,0
3821,61,11791,29919,2707,14443,41,1,1
3835,61,12076,29933,2607,14530,44,1,0
3881,46,12373,29919,2645,14558,44,1,1
3917,70,12707,29915,2710,14566,48,1,0
3965,77,13132,29933,2602,14606,51,1,0
3960,75,14295,29944,2573,14664,52,1,0
4050,78,15066,29945,2509,14768,55,1,0
4244,89,15859,29939,2469,14856,61,1,0
4335,101,17217,29932,2285,15000,69,1,0
4389,189,16059,29915,2075,15309,74,1,1
4366,251,15444,29835,1929,15398,69,1,1
4369,263,15118,29832,2005,15362,66,1,0
4266,195,14681,29880,1858,15558,66,1,1
4156,155,14926,29885,1845,15570,67,1,0
4432,159,15131,29889,1792,15565,68,1,0
4515,150,14672,29873,1739,15594,71,1,0
4762,182,14273,29823,1848,15521,62,1,0
4869,198,13959,29758,1797,15375,59,1,1
4817,207,13540,29756,1744,15318,62,1,0
4752,208,12998,29754,1623,15301,68,1,1
3705,21,4387,29928,1764,15371,61,1,0
3713,25,4454,29958,1307,15759,73,1,0
3680,55,4428,29949,1181,15947,74,1,0
3609,110,4357,29753,1458,15848,61,1,1
4018,291,4434,29879,1496,16435,81,1,0
3468,448,4383,29585,2321,15424,43,1,0
3113,536,4025,29482,2856,15281,38,1,1
3257,563,3895,29287,4018,15593,34,1,0
3413,459,4390,29607,2583,15739,44,1,1
4171,477,4871,29669,2630,15913,43,1,1
4724,750,5497,29803,2416,15765,55,1,1
4551,533,5964,29803,2426,15426,56,1,0
4603,325,6248,29833,2266,15222,57,1,1
4416,299,6689,29853,2531,14985,54,1,0
4219,175,6515,29807,3423,14928,42,1,0
3887,86,6910,29912,2698,14548,50,1,1
3833,50,7119,29910,2714,14260,48,1,1
3916,48,7409,29892,2743,14174,42,1,1
3964,35,7720,29908,2966,14109,38,1,0
3882,50,8062,29923,2876,13963,41,1,1
3817,50,8552,29877,2912,14068,35,1,1
3832,58,9841,29896,2658,14164,42,1,0
3859,60,10629,29907,2521,14174,45,1,0
3840,43,11347,29940,2832,14355,42,1,1
3803,55,11906,29936,2757,14414,43,1,0
3824,59,12220,29921,2754,14370,42,1,0
3855,42,12424,29903,2740,14432,42,1,1
3870,59,12704,29908,2717,14476,44,1,0
3902,72,13009,29943,2676,14550,49,1,1
3965,63,13306,29931,2701,14585,50,1,1
4072,61,14904,29925,2690,14612,52,1,1
4115,76,16115,29934,2539,14724,61,1,0
4122,96,16447,29937,2448,14844,63,1,0
4273,110,17592,29918,2224,15072,70,1,1
4381,244,15168,29892,1859,15751,79,1,1
4400,187,14493,29797,2119,15604,66,1,0
4438,174,14661,29857,1862,15642,67,1,0
4279,155,15003,29887,1813,15692,71,1,0
4687,158,14785,29828,1954,15642,64,1,0
4754,170,14231,29823,1773,15624,63,1,0
4909,203,13858,29771,1656,15600,62,1,1
4864,291,13520,29742,1586,15511,63,1,1
3572,14,4387,29918,1723,14067,58,1,0
3680,9,4454,29919,1486,15462,60,1,1
3832,17,4428,29902,1308,15674,60,1,0
3722,324,4357,29724,1505,15633,47,1,0
3733,278,4237,29916,1106,16013,89,1,0
3958,259,4434,29913,1471,16209,84,1,0
3872,537,4383,29728,2569,15420,51,1,1
2843,851,4025,29350,3205,15321,35,1,0
2852,869,3895,29341,2303,16135,44,1,0
3470,572,4390,29527,2430,16008,51,1,1
4393,589,4871,29659,2571,16008,50,1,1
4712,427,5497,29894,2283,15894,68,1,0
4584,362,5964,29866,2318,15573,65,1,0
4537,306,6248,29888,2176,15338,64,1,1
4449,214,6689,29774,2440,14876,49,1,1
4153,161,6515,29839,2513,14936,51,1,0
3718,72,6910,29917,2785,14666,49,1,0
3651,49,7119,29908,2766,14279,44,1,1
3895,43,7409,29894,2795,14154,40,1,0
4120,40,7720,29897,2945,14068,36,1,0
4002,37,8062,29926,2917,13932,40,1,1
3746,47,8552,29875,3033,14046,35,1,0
3804,55,9841,29887,2800,14099,39,1,0
3854,57,10629,29898,2879,14075,40,1,1
3881,51,11347,29931,2859,14302,41,1,1
3798,48,11906,29947,2810,14338,43,1,1
3832,43,12220,29900,2828,14370,41,1,1
3899,51,12424,29903,2798,14423,43,1,0
3977,64,12704,29918,2760,14506,45,1,1
3999,59,13009,29929,2732,14503,48,1,1
3983,55,13306,29925,2709,14541,51,1,1
4133,70,14904,29922,2703,14615,53,1,0
4213,92,16115,29935,2533,14732,64,1,0
4130,97,16447,29948,2427,14835,69,1,1
4163,112,17592,29927,2313,15021,70,1,1
4301,179,17102,29923,2176,15080,71,1,1
4309,187,15976,29915,2095,15217,74,1,0
4442,218,15362,29913,1867,15830,79,1,1
4451,224,14661,29840,1958,15587,69,1,1
4154,182,15003,29887,1789,15697,73,1,0
4621,207,14785,29852,1794,15678,69,1,1
4766,186,14231,29818,1788,15704,65,1,0
4878,200,13858,29789,1634,15687,65,1,1
4100,132,4074,29904,1786,14477,56,1,1
3498,7,4263,29894,2061,15902,50,1,0
3515,7,4259,29887,1908,15357,47,1,0
3674,251,4291,29857,1819,15260,49,1,0
3796,329,4294,29836,1319,15433,62,1,0
3809,181,4397,29884,1140,15805,76,1,0
3676,169,4356,29631,1908,15570,52,1,1
2997,748,4022,29456,1789,15387,44,1,0
2494,1270,3917,29361,1883,15678,42,1,0
3386,889,4231,29502,2235,16066,56,1,1
4089,642,4765,29870,2074,16393,86,1,0
4626,139,6093,30009,1959,15811,93,1,0
4512,174,6330,29966,2087,15343,79,1,1
4174,125,6577,29927,2565,14802,57,1,0
3627,174,6622,29928,2564,14675,55,1,1
3576,50,6868,29904,2714,14370,47,1,0
3540,48,7118,29895,2800,14200,43,1,0
3879,44,7360,29881,2880,14124,39,1,1
3901,49,7629,29865,2939,13949,35,1,0
3993,45,7994,29861,3105,13973,35,1,0
