SIF,ELEVATION,BCCMASS,TA,RF,SW,VPD,Region,randomNum
3560,12,6960,29962,2312,15241,66,1,1
3613,61,8519,29971,2337,15275,66,1,0
3639,102,9699,29962,2305,15249,66,1,1
3805,138,11079,29924,2244,14909,68,1,1
3927,211,11498,29903,2123,14887,73,1,0
3978,230,11825,29898,1910,15189,78,1,0
4247,233,12246,29898,1792,15368,79,1,0
4581,234,12679,29869,1745,15449,76,1,1
4865,244,12839,29877,1840,15880,76,1,1
5180,290,13676,29889,1951,16024,78,1,1
5119,309,14261,29869,1831,16049,81,1,1
4974,379,14682,29776,2118,15903,80,1,0
5026,379,15587,29826,1898,15984,86,1,1
4392,337,15024,29966,1707,16451,118,1,1
4321,322,13930,29945,1686,16494,121,1,0
4294,329,13474,29956,1614,16591,126,1,1
3365,43,4634,29905,3252,12581,50,1,1
3540,89,4783,29890,3400,13410,51,1,1
3464,145,4775,29887,3319,14902,49,1,1
3462,197,5003,29865,2789,14371,53,1,1
3472,172,5290,29880,2592,14273,57,1,0
3616,153,5526,29907,2521,14873,60,1,0
3544,113,5568,29939,2501,14276,62,1,1
3740,74,5666,29961,2650,13433,59,1,1
3718,18,5900,29958,2396,14763,60,1,0
3581,15,6278,29956,2370,15509,64,1,0
3529,35,6960,29984,2208,15380,70,1,1
3532,55,8519,29977,2189,15087,72,1,1
3607,63,9699,29966,2260,15024,73,1,0
3720,103,11079,29948,2236,15279,77,1,1
3882,209,11498,29939,2112,15234,82,1,0
4157,218,11825,29937,1874,15271,86,1,1
4346,211,12246,29917,1830,15351,83,1,0
4631,217,12679,29849,1777,15310,74,1,0
4830,295,12839,29869,1752,16096,81,1,1
4884,243,13676,29871,1926,16135,87,1,1
4884,258,14261,29878,2007,15932,86,1,0
4834,482,14682,29852,2162,16226,84,1,1
4195,31,5480,29920,2785,14877,56,1,1
3738,23,5480,29953,2837,12946,59,1,1
3512,10,5602,29969,2968,13727,62,1,1
3479,18,5915,29961,2238,15239,65,1,0
3615,19,6343,29969,2303,15545,69,1,0
3686,24,7049,29983,2290,15546,69,1,0
3572,45,8618,29988,2180,15224,76,1,0
3567,73,9828,29984,2203,15185,78,1,0
3997,87,11175,29967,2265,15489,80,1,1
4202,213,11882,29910,2014,15358,80,1,0
4440,218,12290,29907,1867,15408,80,1,1
4336,232,12612,29847,1773,15356,73,1,1
4600,293,12373,29865,1815,16160,83,1,1
4787,240,14540,29976,2008,16264,108,1,1
4214,224,14281,30011,1853,16383,118,1,1
4214,214,14610,30093,1739,16470,142,1,1
3279,11,5015,29947,3395,12101,59,1,0
3495,11,5143,29943,3233,13199,57,1,0
3882,10,5416,29954,3449,14546,56,1,1
3685,8,5605,29951,2872,13571,60,1,0
3657,18,5978,29940,2425,15081,63,1,1
3647,20,6472,29973,2267,15770,73,1,1
3664,18,7117,29999,2410,16131,72,1,0
3578,44,8818,30007,2203,15746,78,1,1
3636,69,9732,30024,2166,15765,83,1,1
4047,95,10620,30002,2293,15888,83,1,0
4069,138,11214,30014,2429,15719,82,1,0
4044,182,11811,29932,2328,15605,75,1,0
4239,219,12321,29925,2074,15673,76,1,1
4344,210,12708,29910,1768,15841,78,1,1
4306,386,12540,29913,1621,16251,91,1,0
5124,301,13371,29992,1892,16347,110,1,0
4473,208,13492,30045,1880,16671,125,1,1
4057,8,5389,29978,3454,12580,63,1,0
3796,9,5593,29964,2991,14211,62,1,1
3897,20,6020,29950,2440,15145,65,1,1
3747,22,6513,29978,2443,16180,71,1,1
3822,17,7185,30014,2433,15613,73,1,1
4222,34,8941,30009,2276,15825,77,1,0
3832,56,9775,30020,2182,15872,86,1,1
3879,83,10432,30028,2157,15815,91,1,0
3656,24,6267,29991,2299,16200,70,1,1
3860,13,6990,29999,2333,16601,75,1,0
4000,23,8845,30001,2122,15972,82,1,1
3926,36,9579,30011,2030,15970,88,1,0
3841,52,10190,30005,2067,15815,93,1,0
3822,86,11113,30011,1935,15776,97,1,0
4183,118,11859,29970,2112,16116,85,1,0
4204,148,12309,29991,1833,16276,87,1,1
4414,157,12445,29965,1916,16270,86,1,1
3996,15,6797,29974,1984,15903,78,1,1
3974,37,8611,29993,1911,16096,85,1,1
3869,60,9417,29999,1873,16111,90,1,1
3822,83,10098,29981,1806,16029,94,1,0
3789,136,10952,29954,1705,16016,94,1,0
4183,193,11527,29986,1618,16472,105,1,1
3868,48,8376,29987,1830,15990,84,1,1
3935,68,9118,30000,1821,16058,90,1,1
3912,99,9822,29975,1743,16123,95,1,1
4123,54,7948,29919,1856,15776,72,1,0
4036,69,8274,29932,1719,15880,79,1,0
3665,113,8817,29951,1649,15918,88,1,1
3783,212,9381,29929,1631,16045,91,1,1
4487,60,6213,29935,1853,15583,71,1,1
3755,115,7517,29930,1843,15599,72,1,0
3759,129,7950,29939,1726,15671,76,1,0
3674,124,8580,29918,1663,15838,82,1,0
3698,226,8852,29931,1463,15967,89,1,0
3715,244,9758,29904,1520,16315,92,1,0
3599,284,10662,29908,1340,16525,97,1,1
3807,40,5724,29939,2415,16369,60,1,1
3807,84,7206,29938,1906,15594,73,1,0
3744,88,7894,29934,1827,15606,73,1,0
3749,117,8445,29956,1553,15867,84,1,1
3662,239,9073,29875,1383,16194,88,1,0
3798,24,5980,29958,1826,15668,67,1,0
3938,26,6747,29988,1837,15888,75,1,1
3798,19,5950,29979,2054,12769,66,1,1
3770,18,6518,30005,1968,13875,74,1,0
3952,233,5443,29723,1080,15214,65,1,1
4038,267,5446,29739,1114,15786,66,1,0
3799,286,4767,29637,947,14759,53,1,1
3433,266,4706,29609,989,14788,53,1,0
3758,249,4799,29694,979,14963,62,1,0
3748,199,4919,29705,998,15193,63,1,1
3647,220,5158,29734,883,15828,66,1,0
3532,243,5077,29726,1151,16131,55,1,0
3397,252,4953,29726,1237,14440,51,1,1
3529,275,4743,29696,1237,14567,50,1,0
3308,156,25010,29895,1902,13983,57,2,1
2966,11,24587,29973,2088,11227,56,2,0
3449,281,23360,29819,1643,14456,70,2,1
3333,185,24199,29841,1957,13814,57,2,0
2987,12,24413,29923,2690,14107,48,2,1
3059,0,23560,29960,2427,12092,54,2,1
3377,27,24372,29898,2686,13670,47,2,0
2654,11,24527,29931,2781,13690,47,2,1
2040,12,24391,29947,2762,12619,49,2,1
2196,10,25189,29910,2971,13040,46,2,0
2027,15,24494,29947,2775,13555,55,2,0
1948,0,23671,29962,2551,10920,59,2,0
3046,46,25644,29950,2066,13787,69,2,0
2691,14,25933,29929,2627,13441,59,2,0
2424,13,25325,29919,3035,12832,50,2,1
1761,11,24284,29939,2873,10767,52,2,0
2044,16,25325,29928,2795,13178,48,2,1
2299,9,24284,29950,2657,10236,55,2,1
3209,131,25685,29986,1907,14072,84,2,1
3231,107,24670,29901,2468,13355,57,2,0
2997,27,24107,29907,3736,12585,42,2,0
3410,87,23651,30028,1809,14368,103,2,0
3222,51,23741,29915,2317,13806,73,2,0
3057,67,22089,29826,2805,13139,48,2,1
2946,33,21755,29907,4070,12060,42,2,1
3056,0,22663,29658,4645,13339,31,2,1
3355,138,19993,29745,3063,14299,68,2,0
3306,109,20887,29828,3569,13560,59,2,1
3163,253,21211,29769,3008,13202,51,2,0
3043,42,19108,29748,3343,12436,36,2,1
2881,83,20867,29698,3739,12950,32,2,0
2849,0,22564,29868,2788,10518,44,2,1
2230,0,23112,29878,2613,11320,49,2,1
3084,0,23916,29871,2400,11656,49,2,1
2739,0,24482,29838,2494,12319,48,2,1
2732,10,24925,29840,2802,12874,47,2,0
3120,13,25784,29833,2596,13106,46,2,0
3579,0,26958,29832,1995,11291,43,2,1
3110,454,17221,29551,2851,14737,70,2,0
3191,164,15439,29513,4585,13912,48,2,0
2994,198,16641,29595,4395,13363,44,2,1
3197,430,17821,29771,3246,12788,38,2,0
3258,677,20652,29875,2906,12671,41,2,1
2954,196,21777,29898,3060,12051,42,2,0
3013,0,21576,29885,3095,11086,47,2,1
2864,0,20901,29863,2978,11097,44,2,0
2894,0,20125,29819,2770,11283,36,2,1
2625,0,19799,29799,3024,12665,38,2,0
2709,24,20452,29817,2709,12041,40,2,1
2862,23,22060,29850,2717,11948,43,2,0
2804,49,23566,29839,2655,12627,47,2,1
2962,45,24490,29855,2480,12618,50,2,1
3041,19,25329,29828,2640,12606,48,2,1
3171,20,26168,29810,2261,12991,42,2,0
3314,0,28431,29817,1744,11247,43,2,0
3176,330,15542,29293,3069,14802,51,2,0
3297,394,17533,29766,2608,13167,41,2,1
3189,52,18772,29801,3028,12698,36,2,0
3351,18,19826,29854,2880,13416,40,2,1
3098,25,19633,29813,2976,13692,36,2,0
2790,51,18806,29760,3297,13244,31,2,1
3031,39,18409,29650,3349,12764,28,2,0
2767,37,18263,29578,4008,12513,26,2,0
2655,52,18940,29701,3173,11956,31,2,0
2680,45,20590,29819,2410,11930,43,2,1
3067,40,22621,29854,2347,12160,49,2,1
3078,50,23720,29865,2335,12504,51,2,1
2868,50,24285,29812,2570,12429,47,2,1
2788,42,25220,29773,2488,12201,42,2,1
2876,33,27563,29788,2177,12747,40,2,1
3159,0,29969,29799,1803,11006,41,2,0
3590,1210,17514,29669,1550,16716,86,2,0
3278,464,18341,29694,1558,14812,60,2,1
3413,587,18920,29740,1496,13980,51,2,1
3298,221,18638,29627,2430,13254,34,2,1
3276,232,18440,29592,2447,13199,34,2,0
3183,560,18358,29624,2178,13239,39,2,1
3297,501,18896,29621,2226,13691,40,2,0
2999,594,19160,29595,2574,13581,40,2,0
2952,639,20034,29694,1923,13019,47,2,1
2843,499,21409,29722,2092,12926,46,2,1
2686,153,22793,29778,1972,13059,48,2,0
2732,97,23252,29703,2787,12937,40,2,0
2897,211,23300,29703,2997,12695,40,2,0
3035,199,24135,29748,2177,12481,47,2,1
3332,219,28498,29728,2180,12458,43,2,0
2994,89,29943,29735,2198,12423,40,2,1
2893,52,31784,29771,1539,10862,38,2,1
3549,1049,15966,29773,1809,16932,100,2,1
3549,971,17082,29759,1608,16439,86,2,1
3797,716,18066,29842,1226,15550,78,2,0
3411,535,18594,29775,1113,14754,64,2,0
3469,441,18588,29625,1795,13902,43,2,1
3418,578,18772,29615,2029,13987,43,2,1
3355,616,18911,29652,1901,13969,46,2,0
3348,585,19828,29648,1830,14010,46,2,0
3186,628,20438,29619,2152,13875,44,2,1
3150,536,21341,29715,1934,13492,52,2,0
3131,473,22325,29793,1676,13443,56,2,0
2959,290,23830,29804,1590,13573,56,2,1
2903,393,25144,29645,2432,13496,41,2,1
2983,346,25327,29586,2920,13039,36,2,1
3187,210,24819,29775,2409,12719,47,2,1
3541,252,28614,29769,2063,12777,48,2,0
3224,176,31498,29714,2004,12422,44,2,0
2934,246,32962,29739,1872,12176,36,2,1
3401,0,34172,29789,1339,10965,41,2,0
3537,740,15690,29702,1895,16716,106,2,1
3658,720,16770,29722,1754,15994,90,2,0
3550,489,17819,29790,1183,15332,81,2,1
3482,487,18372,29721,1455,15084,66,2,1
3582,697,18859,29684,1398,14696,57,2,0
3478,687,19344,29676,1498,14584,55,2,0
3351,632,19696,29681,1588,14415,53,2,1
3246,598,21014,29691,1687,14246,52,2,0
3233,639,21881,29706,1691,14243,53,2,0
3313,559,22687,29744,1641,13796,55,2,1
3208,420,23462,29772,1678,13696,57,2,0
3080,283,24895,29845,1729,14120,62,2,1
3150,559,26738,29788,1709,14794,58,2,1
3261,607,27659,29684,1736,14527,51,2,1
3152,587,27287,29577,2813,13300,38,2,0
3476,205,29046,29687,2621,12859,43,2,1
3511,321,31981,29770,2077,12647,50,2,0
3342,311,34928,29758,1558,12244,48,2,0
3300,51,35748,29706,1767,11647,39,2,1
3553,0,35645,29786,1410,13164,42,2,0
3532,0,36736,29780,1331,12395,44,2,1
3584,908,15690,29756,1733,16714,110,2,0
3680,887,16770,29744,1563,16023,93,2,1
3640,620,17819,29764,1330,15461,80,2,0
3504,667,18372,29696,1508,15239,66,2,0
3484,691,18859,29694,1361,14796,59,2,1
3386,676,19344,29699,1372,14646,58,2,1
3345,656,19696,29683,1491,14503,55,2,1
3210,610,21014,29715,1501,14459,55,2,1
3229,628,21881,29741,1473,14407,56,2,1
3269,507,22687,29742,1603,13943,55,2,0
3131,490,23462,29749,1756,13851,54,2,0
3169,388,24895,29787,1830,14168,57,2,0
3370,354,26738,29826,1618,14835,58,2,1
3350,482,27659,29726,1698,14878,53,2,1
3166,728,27287,29581,2300,13959,41,2,0
3395,480,29046,29622,2266,13257,43,2,0
3593,271,31981,29706,2101,12801,48,2,0
3619,170,34928,29812,1347,12824,58,2,0
3119,250,35748,29689,1711,12353,43,2,1
3629,100,35645,29762,1532,12161,45,2,1
4197,51,36736,29772,1555,12794,46,2,1
3548,101,37697,29771,1384,13301,46,2,1
4185,33,38376,29765,950,12185,46,2,1
3614,820,15696,29737,1806,16648,103,2,1
3690,734,16856,29730,1700,16086,87,2,0
3665,649,17852,29744,1438,15721,79,2,1
3514,709,18655,29704,1422,15458,68,2,0
3462,693,19215,29690,1337,14939,59,2,0
3376,681,19750,29708,1292,14798,59,2,0
3461,667,20439,29699,1391,14678,57,2,1
3359,611,22302,29750,1363,14690,57,2,0
3373,587,23179,29751,1422,14605,56,2,0
3340,519,23810,29751,1463,14192,55,2,1
3273,525,24518,29732,1645,14098,52,2,0
3234,492,25816,29772,1718,14241,54,2,0
3433,376,27967,29820,1582,14943,57,2,1
3376,446,29766,29750,1729,15204,51,2,1
3391,668,30490,29635,1761,14608,48,2,1
3337,622,31316,29638,1921,13848,46,2,0
3485,463,33139,29679,1779,13232,48,2,1
3459,228,35554,29802,1458,13042,56,2,0
3592,384,37720,29793,1233,12911,59,2,0
3663,252,37621,29690,1426,12172,40,2,1
3986,115,36912,29721,1451,12019,43,2,0
3908,115,37852,29786,1271,12313,49,2,1
3796,83,37367,29787,951,14032,55,2,0
3666,713,16813,29759,1591,16283,97,2,1
3671,676,18051,29761,1503,16279,85,2,0
3597,705,19165,29743,1352,16015,75,2,1
3430,709,19773,29684,1389,15400,58,2,0
3522,692,20299,29722,1263,15291,57,2,1
3498,657,21228,29727,1312,15175,56,2,0
3609,591,23274,29766,1282,14993,57,2,1
3513,536,24198,29767,1362,14943,54,2,0
3608,533,24865,29742,1452,14939,52,2,0
3427,525,25701,29726,1673,14933,51,2,0
3423,542,27090,29743,1646,14918,50,2,1
3563,343,29242,29808,1548,15233,54,2,0
3503,440,31321,29779,1621,15406,54,2,0
3368,532,32755,29733,1492,15157,56,2,1
3403,640,33740,29691,1472,14756,54,2,1
3419,509,34899,29669,1560,14292,50,2,0
3495,433,36939,29701,1610,13576,52,2,1
4024,239,39270,29801,1147,13488,62,2,0
3772,114,35348,29670,1100,13782,54,2,0
4094,706,18187,29801,1405,16521,92,2,0
3780,680,19725,29767,1357,16269,78,2,1
3549,727,20450,29715,1317,15662,60,2,1
3527,717,21052,29717,1326,15547,56,2,1
3459,618,21858,29743,1277,15431,56,2,1
3669,570,23931,29743,1546,15237,51,2,0
3521,525,24749,29760,1326,15214,53,2,0
3600,531,25661,29734,1496,15336,50,2,1
3535,542,27173,29774,1402,15382,54,2,0
3607,551,29027,29778,1403,15391,54,2,0
3621,364,30868,29760,1477,15517,54,2,1
3488,550,37220,29667,1435,14693,51,2,0
3509,514,39624,29749,1334,14024,61,2,0
4021,319,41040,29744,1242,13942,60,2,0
3916,329,39456,29691,1294,14431,62,2,1
3772,338,34804,29676,1108,14641,61,2,1
3764,144,34309,29652,1178,14755,57,2,0
3861,85,35041,29743,1059,14703,67,2,1
3954,639,20343,29822,1232,16524,90,2,0
3860,662,21165,29751,1276,16066,61,2,0
3737,634,21722,29763,1330,15957,60,2,1
3526,601,22565,29756,1357,15879,58,2,1
3717,592,24978,29824,1267,16075,62,2,1
3694,593,26052,29793,1370,16025,56,2,0
3746,579,27286,29819,1294,15926,58,2,1
3724,528,28981,29815,1343,15944,55,2,1
3824,443,30899,29822,1389,15948,54,2,1
3327,534,36763,29552,1901,16025,56,2,1
3706,559,34353,29544,2016,16060,56,2,0
3751,627,34438,29574,1430,16091,64,2,1
3822,505,34656,29582,1291,16066,64,2,0
3946,630,21073,29844,1225,16662,92,2,1
3868,661,21952,29724,1515,16120,58,2,0
3798,597,22348,29764,1339,15944,59,2,1
3773,616,23266,29793,1312,15989,58,2,0
3721,502,25729,29813,1403,16076,57,2,1
3862,463,26878,29759,1564,16033,50,2,0
3941,513,28351,29816,1384,16091,54,2,1
3951,483,30436,29842,1320,16147,56,2,0
3724,423,32618,29853,1407,16151,56,2,1
3782,429,34828,29861,1430,16384,59,2,1
3826,768,41089,29563,1384,17008,65,2,1
3817,784,34582,29421,1736,16479,59,2,0
3780,719,34463,29443,1676,16425,61,2,0
3871,684,19940,29819,1419,16909,95,2,0
3871,594,21320,29800,1459,16674,77,2,1
3828,602,22221,29743,1463,16197,61,2,0
3796,609,22852,29773,1448,16066,58,2,0
3644,518,23969,29807,1335,16106,59,2,0
3669,472,26759,29855,1286,16137,62,2,1
3853,475,28191,29822,1451,16119,56,2,0
3912,455,29733,29850,1300,16167,56,2,0
3806,423,31586,29864,1347,16204,55,2,0
3380,400,33557,29875,1384,16213,57,2,0
3560,386,35634,29896,1343,16367,63,2,1
3837,394,37756,29877,1389,16502,62,2,1
3619,450,39653,29825,1405,16484,66,2,1
3877,889,45257,29640,1264,17425,77,2,0
3907,583,20205,29833,1343,17083,103,2,1
3770,536,21500,29777,1517,16781,78,2,0
3679,506,22406,29766,1550,16370,63,2,0
3620,545,23287,29789,1501,16340,59,2,0
3572,416,24594,29805,1499,16271,56,2,1
3670,421,27434,29855,1437,16212,54,2,1
3758,392,29110,29867,1433,16188,54,2,0
3697,390,30709,29879,1458,16106,52,2,1
3560,349,32280,29871,1498,16062,51,2,1
3367,336,33938,29881,1502,16039,51,2,1
3494,323,35862,29905,1459,16256,56,2,0
3479,320,37856,29944,1409,16301,64,2,1
3598,338,39600,29937,1353,16527,68,2,0
3949,397,43462,29877,1474,16691,64,2,0
3963,455,45798,29912,1250,16800,73,2,0
3848,742,46482,29746,1299,17365,91,2,1
3875,914,45444,29776,1244,17747,100,2,0
3833,602,21892,29807,1373,16958,85,2,0
3700,605,23206,29793,1394,16451,65,2,0
3689,582,24264,29802,1431,16385,61,2,1
3645,469,25603,29827,1427,16308,58,2,0
3485,405,28085,29861,1496,16168,54,2,1
3537,381,29454,29877,1485,16117,54,2,1
3357,350,31007,29883,1525,16030,52,2,1
3426,339,32440,29881,1569,15999,50,2,1
3301,328,33954,29878,1553,16000,49,2,0
3526,315,35591,29925,1458,16184,55,2,0
3826,307,37067,29930,1510,16149,57,2,1
3840,295,38849,29886,1496,16235,57,2,0
3974,423,43554,29901,1409,16432,64,2,0
4129,408,45791,29955,1292,16676,75,2,0
4156,474,47787,29922,1269,16961,85,2,0
3616,696,46339,29802,1282,17276,95,2,0
3737,803,45055,29872,1170,17689,113,2,0
3896,576,21892,29903,1248,17259,98,2,0
3817,585,23206,29830,1426,16610,66,2,0
3826,526,24264,29860,1337,16465,62,2,1
3719,445,25603,29871,1440,16385,58,2,0
3251,411,28085,29896,1474,16216,58,2,1
3473,367,29454,29899,1490,16165,58,2,1
3563,332,31007,29884,1614,16108,51,2,1
3399,330,32440,29894,1674,16087,49,2,0
3283,324,33954,29916,1621,16024,51,2,0
3560,312,35591,29914,1603,15897,53,2,1
3668,302,37067,29872,1757,16099,47,2,0
3467,319,38849,29894,1616,16394,55,2,1
3236,367,43554,29925,1446,16391,61,2,0
3709,622,45055,29688,1694,17134,86,2,0
4028,496,23080,29947,1253,17294,97,2,0
3987,527,24372,29869,1382,16641,67,2,1
3865,471,25225,29873,1404,16469,61,2,1
3743,365,26230,29891,1397,16375,59,2,0
3492,348,28300,29901,1534,16254,57,2,0
3606,340,29380,29912,1524,16205,58,2,0
3355,330,30580,29911,1574,16263,51,2,0
3211,324,31835,29920,1599,16232,52,2,1
3397,322,33089,29907,1740,16016,50,2,0
3700,313,34527,29909,1682,15750,52,2,1
3618,320,36141,29888,1824,16315,47,2,0
3655,317,38039,29965,1656,16730,67,2,1
4050,309,42361,29938,1575,16463,58,2,0
4037,395,23914,29970,1203,17186,98,2,1
3975,406,25364,29915,1371,16663,70,2,1
3832,402,26283,29906,1373,16560,64,2,1
3641,351,26784,29875,1495,16455,57,2,0
3450,342,28205,29883,1596,16272,54,2,0
3454,336,28978,29901,1600,16241,54,2,1
3582,325,29871,29889,1668,16352,50,2,1
3651,319,30867,29887,1700,16318,49,2,1
3615,317,32022,29880,1703,16103,47,2,1
3810,317,33313,29848,1777,15912,43,2,1
3599,325,34983,29882,1835,16277,46,2,0
3477,304,36952,29949,1912,16515,56,2,1
3834,321,40973,29902,1758,16308,50,2,0
4095,330,43351,29900,1529,16221,55,2,0
4069,352,45764,29932,1419,16514,72,2,1
4082,370,26580,29890,1402,16788,66,2,1
3802,377,26915,29848,1494,16536,54,2,1
3503,340,27859,29910,1483,16455,55,2,0
3451,335,28495,29905,1515,16490,54,2,1
3792,330,29158,29855,1625,16482,48,2,0
3754,336,29953,29863,1636,16456,48,2,1
3604,326,31019,29877,1579,16404,49,2,1
3690,349,32305,29852,1692,16291,45,2,0
3603,324,33915,29857,1733,16178,45,2,1
3397,308,35735,29875,1655,15998,48,2,0
3592,325,39338,29874,1596,16020,48,2,1
3887,334,41310,29862,1624,16113,49,2,1
3964,364,43417,29884,1473,16329,58,2,0
3772,421,46402,29887,1350,16492,65,2,0
3682,511,21973,29966,1368,17475,111,2,1
4173,502,23413,29943,1290,17369,100,2,1
4140,385,24916,29920,1338,17045,80,2,0
4107,374,26103,29872,1438,16781,63,2,1
3781,396,26750,29849,1474,16526,55,2,0
3486,350,27602,29914,1468,16555,56,2,0
3624,339,28131,29885,1580,16641,53,2,0
3792,352,28754,29857,1613,16601,49,2,1
3719,349,29530,29862,1577,16573,49,2,1
3659,351,30634,29880,1570,16519,50,2,0
3585,343,31927,29881,1632,16431,52,2,0
3664,345,33384,29861,1665,16357,48,2,0
3714,337,34887,29866,1639,16212,48,2,0
3762,328,38030,29869,1551,16190,49,2,0
3924,369,39749,29852,1559,16196,49,2,1
3984,366,41553,29847,1515,16229,54,2,0
4023,430,43889,29884,1339,16355,63,2,0
3830,497,46241,29859,1209,16743,78,2,1
4021,423,25650,29878,1360,16749,64,2,0
3800,412,26556,29862,1420,16629,56,2,0
3640,353,27177,29892,1417,16577,58,2,0
3755,355,27511,29871,1492,16640,54,2,1
3747,367,28080,29865,1534,16683,52,2,0
3659,358,28956,29861,1540,16658,50,2,1
3768,358,30150,29878,1506,16641,52,2,0
3672,348,31531,29868,1563,16584,50,2,0
3797,351,32824,29858,1582,16539,49,2,1
3869,358,34160,29838,1552,16453,48,2,0
3906,351,36492,29845,1537,16434,50,2,1
3896,389,37994,29842,1527,16401,51,2,0
4040,379,39882,29831,1489,16253,56,2,0
4128,438,41484,29874,1310,16317,64,2,1
3911,453,43430,29824,1399,16510,70,2,0
3580,511,44270,29828,1383,16603,81,2,0
3948,416,22118,29950,1267,17226,93,2,0
3906,408,23145,29898,1294,16680,73,2,0
4056,427,24430,29871,1365,16638,64,2,0
4006,388,25528,29881,1349,16566,60,2,1
3577,366,26774,29898,1417,16617,60,2,0
3805,371,27030,29869,1416,16660,56,2,0
3701,362,27666,29875,1435,16718,54,2,1
3746,369,28568,29865,1499,16740,52,2,0
3833,367,29669,29880,1497,16695,53,2,1
3721,356,30948,29864,1524,16617,51,2,0
3713,363,32275,29861,1514,16574,52,2,1
3836,373,33559,29839,1494,16504,51,2,0
3922,384,35585,29827,1547,16488,50,2,0
3929,408,36833,29835,1525,16486,52,2,0
3944,392,38711,29845,1445,16333,57,2,1
4154,452,40063,29858,1329,16349,61,2,1
4174,491,42005,29856,1275,16522,73,2,1
4077,519,42992,29865,1293,16601,79,2,0
3972,562,43203,29843,1267,16655,81,2,0
4082,633,43204,29861,1246,17120,98,2,0
4001,470,21756,29915,1350,17169,87,2,0
3999,495,23011,29869,1288,16639,70,2,1
3963,444,23817,29875,1298,16600,67,2,1
4033,415,24941,29864,1483,16581,59,2,1
3649,394,26604,29900,1340,16633,61,2,1
3786,383,26514,29859,1501,16668,54,2,0
3820,398,27391,29861,1471,16761,53,2,1
3809,384,28196,29867,1465,16790,53,2,1
3911,386,29148,29867,1475,16744,52,2,0
3858,380,30415,29868,1512,16661,52,2,1
3687,384,31783,29863,1461,16629,54,2,0
3784,415,33166,29835,1517,16555,51,2,1
3777,438,35085,29835,1453,16533,54,2,1
3953,461,36234,29818,1574,16538,52,2,1
3930,415,37989,29847,1456,16426,61,2,0
4102,477,38957,29852,1285,16403,64,2,0
4161,479,40306,29857,1275,16560,72,2,1
4000,496,41484,29861,1232,16615,78,2,0
3965,546,41910,29812,1352,16619,77,2,1
4188,634,41621,29799,1368,17008,86,2,1
4080,560,18737,29900,1236,17491,114,2,0
4223,545,19803,29921,1142,17089,98,2,0
4191,481,21150,29912,1186,16994,82,2,0
4240,481,22568,29838,1352,16802,65,2,1
4103,469,23229,29839,1371,16690,61,2,1
4190,448,24208,29851,1369,16725,59,2,0
3734,396,26328,29862,1503,16664,58,2,1
3848,402,26228,29849,1393,16688,58,2,0
4080,419,27081,29841,1454,16805,55,2,1
3920,408,27934,29849,1508,16820,53,2,1
3879,398,28754,29840,1561,16763,50,2,1
3974,387,30121,29851,1494,16713,52,2,1
3766,397,31588,29869,1411,16693,55,2,1
3729,422,32885,29835,1421,16623,55,2,0
3772,456,34685,29807,1471,16601,53,2,1
3973,491,35650,29802,1529,16609,53,2,0
4020,440,37070,29835,1454,16567,61,2,0
4052,480,37939,29839,1307,16516,65,2,0
4020,536,38885,29821,1314,16607,66,2,0
3985,514,39930,29833,1295,16691,73,2,1
4223,543,40569,29828,1242,16757,80,2,0
4116,587,18618,29873,1254,17414,106,2,0
4164,529,19334,29868,1294,16954,84,2,0
4146,441,20348,29896,1233,16947,79,2,1
4337,443,21453,29838,1406,16840,67,2,1
4174,477,22524,29821,1335,16703,61,2,1
4263,432,23462,29844,1372,16701,58,2,1
3737,377,25703,29886,1396,16704,61,2,0
3883,442,26255,29845,1468,16699,56,2,1
4138,434,26912,29824,1520,16780,51,2,0
3909,427,27604,29828,1480,16799,51,2,1
3808,412,28629,29816,1557,16730,49,2,0
4007,406,30124,29866,1415,16682,55,2,1
3906,398,31464,29859,1436,16666,54,2,1
3806,428,32713,29839,1409,16608,55,2,1
3933,498,34838,29809,1454,16604,53,2,0
4015,506,35870,29797,1530,16619,53,2,1
3908,466,37293,29808,1457,16615,58,2,0
3956,496,37621,29845,1330,16557,67,2,0
3968,514,38330,29809,1344,16623,68,2,0
3926,535,39069,29809,1326,16742,72,2,1
4166,634,18618,29865,1254,17388,100,2,1
4216,536,19334,29896,1184,17033,97,2,1
4196,467,20348,29840,1298,16893,77,2,0
4192,443,21453,29873,1304,16704,73,2,0
4115,503,22524,29830,1419,16660,62,2,1
4128,456,23462,29871,1310,16634,66,2,1
3936,377,25703,29896,1334,16672,63,2,1
4001,447,26255,29920,1428,16666,67,2,1
4013,461,26912,29798,1509,16655,51,2,1
3705,455,27604,29792,1658,16611,48,2,0
3829,444,28629,29825,1557,16595,51,2,0
4061,402,30124,29857,1414,16523,53,2,0
3998,421,31464,29836,1409,16471,52,2,1
3970,412,32713,29833,1425,16467,54,2,1
4003,495,34838,29826,1343,16520,56,2,1
4070,521,35870,29801,1440,16586,53,2,1
4004,469,37293,29805,1425,16626,61,2,1
3851,508,37621,29830,1318,16631,65,2,1
3807,535,38330,29855,1224,16777,77,2,1
3976,550,39069,29846,1271,16914,81,2,0
4159,600,17814,29907,1222,17759,126,2,0
4140,569,18214,29857,1357,17538,102,2,1
4208,549,18893,29892,1238,17049,99,2,0
4273,542,19927,29834,1305,16849,77,2,0
